country,confirmed,death,Transmission classification,Days since last reported case,date
Gambia,17,1,Sporadic cases,4,20200507
Namibia,16,0,Sporadic cases,31,20200507
Seychelles,11,0,Sporadic cases,30,20200507
Comoros,8,1,Pending,0,20200507
Mauritania,8,1,Sporadic cases,6,20200507
Mayotte,739,9,Clusters of cases,1,20200507
Réunion,425,0,Clusters of cases,1,20200507
United States of America,1193452,65197,Community transmission,0,20200507
Brazil,114715,7921,Community transmission,0,20200507
Canada,62458,4111,Community transmission,0,20200507
Peru,51189,1444,Community transmission,0,20200507
Ecuador,29420,1618,Community transmission,0,20200507
Mexico,26025,2507,Community transmission,0,20200507
Chile,23048,281,Community transmission,0,20200507
Dominican Republic,8807,362,Community transmission,0,20200507
Colombia,8613,378,Community transmission,0,20200507
Panama,7523,210,Community transmission,0,20200507
Argentina,5076,264,Community transmission,0,20200507
Bolivia (Plurinational State of),1802,86,Clusters of cases,0,20200507
Cuba,1703,69,Clusters of cases,0,20200507
Honduras,1270,93,Community transmission,0,20200507
Guatemala,763,19,Clusters of cases,0,20200507
Costa Rica,755,6,Clusters of cases,0,20200507
Uruguay,670,17,Clusters of cases,0,20200507
El Salvador,633,14,Clusters of cases,0,20200507
Jamaica,473,9,Clusters of cases,0,20200507
Paraguay,440,10,Community transmission,0,20200507
Venezuela (Bolivarian Republic of),367,10,Clusters of cases,0,20200507
Trinidad and Tobago,116,8,Sporadic cases,9,20200507
Haiti,101,12,Clusters of cases,0,20200507
Guyana,93,10,Clusters of cases,0,20200507
Bahamas,89,11,Clusters of cases,0,20200507
Barbados,82,7,Clusters of cases,2,20200507
Antigua and Barbuda,25,3,Clusters of cases,3,20200507
Grenada,21,0,Clusters of cases,3,20200507
Belize,18,2,Sporadic cases,22,20200507
Saint Lucia,18,0,Sporadic cases,2,20200507
Saint Vincent and the Grenadines,17,0,Sporadic cases,2,20200507
Dominica,16,0,Clusters of cases,26,20200507
Nicaragua,16,5,Pending,0,20200507
Saint Kitts and Nevis,15,0,Sporadic cases,16,20200507
Suriname,10,1,Sporadic cases,33,20200507
Puerto Rico,1968,56,Clusters of cases,0,20200507
Martinique,182,14,Clusters of cases,0,20200507
Guadeloupe,153,13,Clusters of cases,0,20200507
French Guiana,138,1,Clusters of cases,0,20200507
Bermuda,115,7,Clusters of cases,3,20200507
Aruba,101,2,Clusters of cases,1,20200507
Cayman Islands,78,1,Clusters of cases,0,20200507
Sint Maarten,76,14,Clusters of cases,6,20200507
United States Virgin Islands,66,4,Clusters of cases,6,20200507
Saint Martin,38,3,Sporadic cases,14,20200507
Curaçao,16,1,Sporadic cases,9,20200507
Falkland Islands (Malvinas),13,0,Clusters of cases,11,20200507
Turks and Caicos Islands,12,1,Sporadic cases,9,20200507
Montserrat,11,1,Sporadic cases,23,20200507
British Virgin Islands,7,1,Sporadic cases,1,20200507
"Bonaire, Sint Eustatius and Saba",6,0,Sporadic cases,9,20200507
Saint Barthélemy,6,0,Sporadic cases,37,20200507
Anguilla,3,0,Sporadic cases,33,20200507
Saint Pierre and Miquelon,1,0,Sporadic cases,29,20200507
Iran (Islamic Republic of),101650,6418,Community transmission,0,20200507
Saudi Arabia,31938,209,Clusters of cases,0,20200507
Pakistan,24073,564,Clusters of cases,0,20200507
Qatar,17972,12,Community transmission,0,20200507
United Arab Emirates,15738,157,Pending,0,20200507
Egypt,7588,469,Clusters of cases,0,20200507
Kuwait,6289,42,Clusters of cases,0,20200507
Morocco,5408,183,Clusters of cases,0,20200507
Bahrain,3934,8,Clusters of cases,0,20200507
Afghanistan,3392,104,Clusters of cases,0,20200507
Oman,2958,13,Clusters of cases,0,20200507
Iraq,2480,102,Clusters of cases,0,20200507
Djibouti,1124,3,Clusters of cases,0,20200507
Tunisia,1025,43,Community transmission,0,20200507
Somalia,873,39,Sporadic cases,0,20200507
Sudan,852,49,Sporadic cases,0,20200507
Lebanon,750,25,Clusters of cases,0,20200507
Jordan,473,9,Clusters of cases,0,20200507
Libya,64,3,Clusters of cases,0,20200507
Syrian Arab Republic,45,3,Community transmission,0,20200507
Yemen,26,6,Pending,0,20200507
occupied Palestinian territory,546,4,Clusters of cases,0,20200507
Spain,220325,25857,Community transmission,0,20200507
Italy,214457,29684,Community transmission,0,20200507
The United Kingdom,201205,30076,Community transmission,0,20200507
Russian Federation,177160,1625,Clusters of cases,0,20200507
Germany,166091,7119,Community transmission,0,20200507
France,135468,25769,Community transmission,0,20200507
Turkey,131744,3584,Community transmission,0,20200507
Belgium,50781,8339,Community transmission,0,20200507
Netherlands,41319,5204,Community transmission,0,20200507
Switzerland,29977,1504,Community transmission,0,20200507
Portugal,26182,1089,Community transmission,0,20200507
Sweden,23918,2941,Community transmission,0,20200507
Ireland,22248,1375,Community transmission,0,20200507
Belarus,19255,112,Clusters of cases,1,20200507
Israel,16314,238,Pending,0,20200507
Austria,15651,608,Community transmission,0,20200507
Poland,14740,733,Community transmission,0,20200507
Romania,14107,858,Community transmission,0,20200507
Ukraine,13691,340,Community transmission,0,20200507
Denmark,9983,506,Pending,0,20200507
Serbia,9791,203,Pending,0,20200507
Czechia,7974,262,Community transmission,0,20200507
Norway,7953,209,Pending,0,20200507
Finland,5573,252,Pending,0,20200507
Kazakhstan,4509,30,Pending,0,20200507
Republic of Moldova,4476,143,Pending,0,20200507
Luxembourg,3851,98,Pending,0,20200507
Hungary,3150,383,Clusters of cases,0,20200507
Armenia,2884,42,Clusters of cases,0,20200507
Greece,2663,147,Community transmission,0,20200507
Uzbekistan,2266,10,Clusters of cases,0,20200507
Azerbaijan,2127,28,Clusters of cases,0,20200507
Croatia,2119,85,Community transmission,0,20200507
Bosnia and Herzegovina,2017,87,Community transmission,0,20200507
Iceland,1799,10,Community transmission,3,20200507
Bulgaria,1778,84,Clusters of cases,0,20200507
Estonia,1713,55,Pending,0,20200507
North Macedonia,1539,88,Clusters of cases,0,20200507
Slovenia,1448,99,Community transmission,0,20200507
Slovakia,1429,25,Clusters of cases,0,20200507
Lithuania,1428,48,Community transmission,0,20200507
Latvia,900,17,Community transmission,0,20200507
Kyrgyzstan,895,12,Clusters of cases,0,20200507
Cyprus,883,21,Clusters of cases,0,20200507
Albania,832,31,Clusters of cases,1,20200507
Andorra,752,47,Community transmission,0,20200507
Georgia,614,9,Community transmission,0,20200507
San Marino,608,41,Community transmission,0,20200507
Malta,484,5,Pending,0,20200507
Tajikistan,379,9,Pending,0,20200507
Montenegro,324,8,Clusters of cases,1,20200507
Monaco,95,1,Sporadic cases,3,20200507
Liechtenstein,83,1,Pending,11,20200507
Holy See,12,0,Sporadic cases,0,20200507
Kosovo,860,27,Community transmission,0,20200507
Isle of Man,326,23,Pending,0,20200507
Jersey,293,24,Pending,1,20200507
Guernsey,252,13,Community transmission,4,20200507
Faroe Islands,187,0,Pending,13,20200507
Gibraltar,144,0,Clusters of cases,5,20200507
Greenland,11,0,Pending,31,20200507
India,52952,1783,Clusters of cases,0,20200507
Indonesia,12438,895,Community transmission,0,20200507
Bangladesh,11719,186,Clusters of cases,0,20200507
Thailand,2992,55,Clusters of cases,0,20200507
Sri Lanka,797,9,Clusters of cases,0,20200507
Maldives,618,2,Clusters of cases,0,20200507
Myanmar,162,6,Clusters of cases,0,20200507
Nepal,99,0,Sporadic cases,0,20200507
Timor-Leste,24,0,Clusters of cases,13,20200507
Bhutan,7,0,Sporadic cases,14,20200507
China,84409,4643,Clusters of cases,0,20200507
Singapore,20198,20,Clusters of cases,0,20200507
Japan,15463,551,Clusters of cases,0,20200507
Republic of Korea,10810,256,Clusters of cases,0,20200507
Philippines,10004,658,Clusters of cases,0,20200507
Australia,6875,97,Clusters of cases,0,20200507
Malaysia,6428,107,Clusters of cases,0,20200507
New Zealand,1139,21,Clusters of cases,0,20200507
Viet Nam,271,0,Clusters of cases,3,20200507
Brunei Darussalam,139,1,Sporadic cases,0,20200507
Cambodia,122,0,Sporadic cases,25,20200507
Mongolia,41,0,Sporadic cases,1,20200507
Lao People's Democratic Republic,19,0,Sporadic cases,24,20200507
Fiji,18,0,Sporadic cases,16,20200507
Papua New Guinea,8,0,Sporadic cases,14,20200507
Guam,147,5,Clusters of cases,0,20200507
French Polynesia,60,0,Sporadic cases,1,20200507
New Caledonia,18,0,Sporadic cases,34,20200507
Northern Mariana Islands (Commonwealth of the),15,2,Pending,0,20200507
