country,confirmed,death,Transmission classification,Days since last reported case,date
Jordan,345,5,Local transmission,0,20200406
Afghanistan,337,7,Local transmission,0,20200406
Oman,331,2,Local transmission,0,20200406
Djibouti,59,0,Local transmission,0,20200406
Syrian Arab Republic,19,2,Local transmission,0,20200406
Libya,18,1,Local transmission,0,20200406
Sudan,12,2,Local transmission,0,20200406
Somalia,7,0,Local transmission,2,20200406
occupied Palestinian territory,246,1,Local transmission,0,20200406
United States of America,307318,8358,Local transmission,0,20200406
Canada,13904,231,Local transmission,0,20200406
Brazil,10278,432,Local transmission,0,20200406
Chile,4471,34,Local transmission,0,20200406
Ecuador,3465,172,Local transmission,1,20200406
Mexico,1890,79,Local transmission,0,20200406
Panama,1801,46,Local transmission,0,20200406
Peru,1746,73,Local transmission,0,20200406
Dominican Republic,1488,68,Local transmission,2,20200406
Argentina,1451,44,Local transmission,0,20200406
Colombia,1406,32,Local transmission,0,20200406
Costa Rica,435,2,Local transmission,0,20200406
Uruguay,400,5,Local transmission,0,20200406
Cuba,320,8,Local transmission,0,20200406
Honduras,268,22,Local transmission,0,20200406
Bolivia (Plurinational State of),157,10,Local transmission,0,20200406
Venezuela (Bolivarian Republic of),144,3,Local transmission,3,20200406
Paraguay,104,3,Local transmission,0,20200406
Trinidad and Tobago,103,6,Local transmission,0,20200406
El Salvador,62,3,Local transmission,0,20200406
Guatemala,61,2,Local transmission,0,20200406
Jamaica,55,3,Local transmission,0,20200406
Barbados,51,0,Local transmission,1,20200406
Bahamas,28,4,Local transmission,0,20200406
Guyana,24,4,Local transmission,0,20200406
Haiti,21,0,Imported cases only,0,20200406
Saint Lucia,14,0,Local transmission,0,20200406
Grenada,12,0,Local transmission,1,20200406
Dominica,11,0,Local transmission,10,20200406
Suriname,10,0,Local transmission,2,20200406
Saint Kitts and Nevis,9,0,Imported cases only,1,20200406
Antigua and Barbuda,7,0,Local transmission,9,20200406
Belize,5,0,Local transmission,0,20200406
Nicaragua,5,1,Imported cases only,4,20200406
Saint Vincent and the Grenadines,3,0,Imported cases only,2,20200406
Puerto Rico,452,18,Local transmission,1,20200406
Martinique,145,3,Local transmission,1,20200406
Guadeloupe,134,7,Local transmission,0,20200406
French Guiana,66,0,Local transmission,0,20200406
Aruba,64,0,Local transmission,1,20200406
United States Virgin Islands,42,0,Local transmission,0,20200406
Bermuda,37,0,Local transmission,0,20200406
Cayman Islands,35,1,Local transmission,0,20200406
Saint Martin,29,2,Under investigation,0,20200406
Sint Maarten,23,2,Imported cases only,2,20200406
Curaçao,11,1,Imported cases only,6,20200406
Montserrat,6,0,Imported cases only,1,20200406
Saint Barthélemy,6,0,Under investigation,6,20200406
Turks and Caicos Islands,5,1,Local transmission,6,20200406
Anguilla,3,0,Local transmission,2,20200406
British Virgin Islands,3,0,Imported cases only,5,20200406
"Bonaire, Sint Eustatius and Saba",2,0,Imported cases only,2,20200406
Falkland Islands (Malvinas),2,0,Under investigation,0,20200406
South Africa,1655,11,Local transmission,0,20200406
Algeria,1251,130,Local transmission,1,20200406
Cameroon,555,9,Local transmission,1,20200406
Burkina Faso,302,15,Local transmission,1,20200406
Côte d’Ivoire,245,2,Local transmission,1,20200406
Mauritius,227,7,Local transmission,0,20200406
Senegal,222,2,Local transmission,0,20200406
Nigeria,208,4,Local transmission,1,20200406
Ghana,205,5,Local transmission,1,20200406
Democratic Republic of the Congo,161,18,Local transmission,0,20200406
Niger,144,8,Local transmission,1,20200406
Kenya,142,4,Local transmission,0,20200406
Guinea,111,0,Local transmission,1,20200406
Rwanda,102,0,Local transmission,1,20200406
Madagascar,77,0,Local transmission,0,20200406
Uganda,48,0,Local transmission,1,20200406
Congo,45,5,Local transmission,1,20200406
Togo,44,3,Local transmission,0,20200406
Ethiopia,43,1,Local transmission,0,20200406
Mali,39,4,Local transmission,1,20200406
Zambia,39,1,Local transmission,3,20200406
Eritrea,29,0,Local transmission,0,20200406
Benin,22,0,Local transmission,0,20200406
United Republic of Tanzania,22,1,Local transmission,0,20200406
Gabon,21,1,Imported cases only,2,20200406
Guinea-Bissau,18,0,Imported cases only,1,20200406
Equatorial Guinea,16,0,Local transmission,1,20200406
Namibia,16,0,Local transmission,0,20200406
Angola,14,2,Imported cases only,0,20200406
Liberia,13,3,Local transmission,0,20200406
Mozambique,10,0,Local transmission,4,20200406
Seychelles,10,0,Imported cases only,4,20200406
Central African Republic,9,0,Local transmission,1,20200406
Chad,9,0,Imported cases only,0,20200406
Eswatini,9,0,Imported cases only,9,20200406
Zimbabwe,9,1,Local transmission,2,20200406
Mauritania,6,1,Imported cases only,2,20200406
Sierra Leone,6,0,Imported cases only,0,20200406
Cabo Verde,5,1,Imported cases only,9,20200406
Botswana,4,1,Imported cases only,3,20200406
Gambia,4,1,Imported cases only,3,20200406
Malawi,4,0,Local transmission,0,20200406
Burundi,3,0,Local transmission,2,20200406
South Sudan,1,0,Under investigation,0,20200406
Réunion,344,0,Local transmission,0,20200406
Mayotte,147,2,Local transmission,1,20200406
