country,confirmed,death,Transmission classification,Days since last reported case,date
China,82341,3306,Local transmission,0,20200329
Republic of Korea,9583,152,Local transmission,0,20200329
Australia,3966,16,Local transmission,0,20200329
Malaysia,2320,27,Local transmission,0,20200329
Japan,1693,52,Local transmission,0,20200329
Philippines,1075,68,Local transmission,0,20200329
Singapore,802,2,Local transmission,0,20200329
New Zealand,476,1,Local transmission,0,20200329
Viet Nam,179,0,Local transmission,0,20200329
Brunei Darussalam,120,1,Local transmission,0,20200329
Cambodia,102,0,Local transmission,1,20200329
Mongolia,12,0,Imported cases only,1,20200329
Lao People's Democratic Republic,6,0,Local transmission,2,20200329
Fiji,5,0,Local transmission,3,20200329
Papua New Guinea,1,0,Imported cases only,8,20200329
Guam,56,1,Local transmission,0,20200329
French Polynesia,34,0,Local transmission,0,20200329
New Caledonia,15,0,Local transmission,1,20200329
Northern Mariana Islands (Commonwealth of the),2,0,Under investigation,0,20200329
Italy,92472,10023,Local transmission,0,20200329
Spain,72248,5690,Local transmission,0,20200329
Germany,52547,389,Local transmission,0,20200329
France,37145,2311,Local transmission,0,20200329
The United Kingdom,17093,1019,Local transmission,0,20200329
Switzerland,13152,235,Local transmission,0,20200329
Netherlands,9762,639,Local transmission,0,20200329
Belgium,9134,353,Local transmission,0,20200329
Austria,8291,68,Local transmission,0,20200329
Turkey,7402,108,Local transmission,0,20200329
Portugal,5170,100,Local transmission,0,20200329
Israel,3865,15,Local transmission,0,20200329
Norway,3845,20,Local transmission,0,20200329
Sweden,3447,102,Local transmission,0,20200329
Czechia,2663,11,Local transmission,0,20200329
Ireland,2415,36,Local transmission,0,20200329
Denmark,2201,65,Local transmission,0,20200329
Luxembourg,1831,18,Local transmission,0,20200329
Poland,1638,18,Local transmission,0,20200329
Russian Federation,1534,8,Local transmission,0,20200329
Romania,1452,29,Local transmission,0,20200329
Finland,1218,9,Local transmission,0,20200329
Greece,1061,32,Local transmission,0,20200329
Iceland,963,2,Local transmission,0,20200329
Slovenia,691,9,Local transmission,0,20200329
Serbia,659,10,Local transmission,0,20200329
Croatia,657,5,Local transmission,0,20200329
Estonia,640,1,Local transmission,0,20200329
Armenia,424,3,Local transmission,0,20200329
Ukraine,418,9,Local transmission,0,20200329
Hungary,408,13,Local transmission,0,20200329
Lithuania,394,7,Local transmission,0,20200329
Bulgaria,331,7,Local transmission,0,20200329
Andorra,321,4,Local transmission,0,20200329
Latvia,305,0,Local transmission,0,20200329
Slovakia,295,0,Local transmission,1,20200329
Bosnia and Herzegovina,269,6,Local transmission,0,20200329
Kazakhstan,265,1,Under investigation,0,20200329
North Macedonia,241,4,Local transmission,0,20200329
Republic of Moldova,231,2,Local transmission,0,20200329
San Marino,228,22,Local transmission,1,20200329
Albania,212,10,Local transmission,0,20200329
Cyprus,179,5,Local transmission,0,20200329
Azerbaijan,164,4,Local transmission,0,20200329
Malta,139,0,Local transmission,1,20200329
Uzbekistan,133,2,Local transmission,0,20200329
Belarus,94,0,Local transmission,1,20200329
Georgia,90,0,Local transmission,0,20200329
Kyrgyzstan,84,0,Local transmission,0,20200329
Montenegro,82,1,Local transmission,0,20200329
Liechtenstein,61,0,Under investigation,0,20200329
Monaco,19,0,Local transmission,6,20200329
Holy See,4,0,Under investigation,3,20200329
Faroe Islands,155,0,Local transmission,0,20200329
Kosovo,91,1,Local transmission,0,20200329
Jersey,61,1,Local transmission,0,20200329
Gibraltar,56,0,Local transmission,0,20200329
Guernsey,39,0,Local transmission,0,20200329
Isle of Man,32,0,Local transmission,0,20200329
Greenland,10,0,Under investigation,0,20200329
Thailand,1388,7,Local transmission,0,20200329
Indonesia,1155,102,Local transmission,0,20200329
India,979,25,Local transmission,0,20200329
Sri Lanka,106,0,Local transmission,2,20200329
Bangladesh,48,5,Local transmission,2,20200329
Maldives,16,0,Local transmission,0,20200329
Myanmar,8,0,Local transmission,0,20200329
Nepal,5,0,Imported cases only,0,20200329
Bhutan,3,0,Imported cases only,2,20200329
Timor-Leste,1,0,Under investigation,8,20200329
Iran (Islamic Republic of),35408,2517,Local transmission,0,20200329
Pakistan,1526,13,Local transmission,0,20200329
Saudi Arabia,1203,4,Local transmission,0,20200329
Qatar,590,1,Local transmission,0,20200329
Egypt,576,36,Local transmission,0,20200329
Iraq,506,42,Local transmission,0,20200329
Bahrain,476,4,Local transmission,0,20200329
United Arab Emirates,468,2,Local transmission,0,20200329
Morocco,437,26,Local transmission,0,20200329
Lebanon,412,8,Local transmission,0,20200329
Tunisia,278,8,Local transmission,0,20200329
Jordan,246,1,Local transmission,0,20200329
Kuwait,235,0,Local transmission,1,20200329
Oman,167,0,Local transmission,0,20200329
Afghanistan,114,4,Local transmission,0,20200329
Djibouti,15,0,Local transmission,0,20200329
Sudan,5,1,Under investigation,0,20200329
Syrian Arab Republic,5,0,Imported cases only,3,20200329
Libya,3,0,Imported cases only,0,20200329
Somalia,3,0,Imported cases only,2,20200329
occupied Palestinian territory,104,1,Local transmission,0,20200329
United States of America,103321,1668,Local transmission,0,20200329
Canada,4757,55,Local transmission,0,20200329
Brazil,3417,92,Local transmission,0,20200329
Chile,1909,6,Local transmission,0,20200329
Ecuador,1823,48,Local transmission,0,20200329
Panama,786,14,Local transmission,0,20200329
Mexico,717,12,Local transmission,0,20200329
Argentina,690,17,Local transmission,0,20200329
Peru,635,11,Local transmission,0,20200329
Dominican Republic,581,20,Local transmission,1,20200329
Colombia,539,6,Local transmission,0,20200329
Uruguay,274,0,Local transmission,0,20200329
Costa Rica,263,2,Local transmission,0,20200329
Cuba,119,3,Local transmission,0,20200329
Venezuela (Bolivarian Republic of),113,2,Local transmission,0,20200329
Bolivia (Plurinational State of),74,0,Local transmission,0,20200329
Trinidad and Tobago,74,2,Local transmission,0,20200329
Honduras,67,1,Local transmission,1,20200329
Paraguay,56,3,Local transmission,0,20200329
Guatemala,32,1,Local transmission,0,20200329
Jamaica,30,1,Local transmission,0,20200329
Barbados,24,0,Local transmission,1,20200329
El Salvador,19,0,Local transmission,0,20200329
Dominica,11,0,Local transmission,2,20200329
Bahamas,10,0,Local transmission,0,20200329
Haiti,8,0,Imported cases only,3,20200329
Suriname,8,0,Imported cases only,1,20200329
Antigua and Barbuda,7,0,Imported cases only,1,20200329
Grenada,7,0,Local transmission,2,20200329
Guyana,5,1,Local transmission,10,20200329
Nicaragua,4,1,Imported cases only,0,20200329
Saint Lucia,3,0,Imported cases only,5,20200329
Belize,2,0,Local transmission,3,20200329
Saint Kitts and Nevis,2,0,Imported cases only,3,20200329
Saint Vincent and the Grenadines,1,0,Imported cases only,16,20200329
Guadeloupe,96,2,Imported cases only,1,20200329
Martinique,93,1,Imported cases only,1,20200329
Puerto Rico,64,2,Imported cases only,2,20200329
Aruba,46,0,Local transmission,0,20200329
French Guiana,31,0,Local transmission,1,20200329
Bermuda,17,0,Local transmission,0,20200329
United States Virgin Islands,17,0,Imported cases only,5,20200329
Saint Martin,6,0,Under investigation,1,20200329
Cayman Islands,8,1,Imported cases only,3,20200329
Curaçao,7,1,Imported cases only,2,20200329
Montserrat,5,0,Imported cases only,1,20200329
Saint Barthélemy,5,0,Under investigation,1,20200329
