country,confirmed,death,Transmission classification,Days since last reported case,date
Saint Pierre and Miquelon,1,0,Sporadic cases,30 Eastern Mediterranean,20200508
Iran (Islamic Republic of),103 135,6486,Community transmission,0,20200508
Saudi Arabia,33 731,219,Clusters of cases,0,20200508
Pakistan,25 837,594,Clusters of cases,0,20200508
Qatar,18 890,12,Community transmission,0,20200508
United Arab Emirates,16 240,165,Pending,0,20200508
Egypt,7981,482,Clusters of cases,0,20200508
Kuwait,6567,44,Clusters of cases,0,20200508
Morocco,5548,183,Clusters of cases,0,20200508
Bahrain,4199,8,Clusters of cases,0,20200508
Afghanistan,3563,105,Clusters of cases,0,20200508
Oman,3112,15,Clusters of cases,0,20200508
Iraq,2543,102,Clusters of cases,0,20200508
Djibouti,1133,3,Clusters of cases,0,20200508
Tunisia,1026,44,Community transmission,0,20200508
Sudan,930,52,Sporadic cases,0,20200508
Somalia,928,44,Sporadic cases,0,20200508
Lebanon,784,25,Clusters of cases,0,20200508
Jordan,494,9,Clusters of cases,0,20200508
Libya,64,3,Clusters of cases,1,20200508
Syrian Arab Republic,45,3,Community transmission,1,20200508
Yemen,26,6,Pending,1 Territoriesii,20200508
occupied Palestinian territory,547,4,Clusters of cases,0 Europe,20200508
Spain,221 447,26 070,Community transmission,0,20200508
Italy,215 858,29 958,Community transmission,0,20200508
The United Kingdom,206 719,30 615,Community transmission,0,20200508
Russian Federation,187 859,1723,Clusters of cases,0,20200508
Germany,167 300,7266,Community transmission,0,20200508
France,135 980,25 946,Community transmission,0,20200508
Turkey,133 721,3641,Community transmission,0,20200508
Belgium,51 420,8415,Community transmission,0,20200508
Netherlands,41 774,5288,Community transmission,0,20200508
Switzerland,30 043,1517,Community transmission,0,20200508
Portugal,26 715,1105,Community transmission,0,20200508
Sweden,24 623,3040,Community transmission,0,20200508
Ireland,22 385,1403,Community transmission,0,20200508
Belarus,20 168,116,Clusters of cases,0,20200508
Israel,16 346,239,Pending,0,20200508
Austria,15 673,609,Community transmission,0,20200508
Poland,15 047,755,Community transmission,0,20200508
Romania,14 499,876,Community transmission,0,20200508
Ukraine,14 195,361,Community transmission,0,20200508
Denmark,10 083,514,Pending,0,20200508
Serbia,9848,206,Pending,0,20200508
Czechia,8031,270,Community transmission,0,20200508
Norway,7995,209,Pending,0,20200508
Finland,5673,255,Pending,0,20200508
Republic of Moldova,4605,145,Pending,0,20200508
Kazakhstan,4578,30,Pending,0,20200508
Luxembourg,3859,100,Pending,0,20200508
Hungary,3178,392,Clusters of cases,0,20200508
Armenia,3029,43,Clusters of cases,0,20200508
Greece,2678,148,Community transmission,0,20200508
Uzbekistan,2314,10,Clusters of cases,0,20200508
Azerbaijan,2204,28,Clusters of cases,0,20200508
Croatia,2125,86,Community transmission,0,20200508
Bosnia and Herzegovina,2027,89,Community transmission,0,20200508
Bulgaria,1829,84,Clusters of cases,0,20200508
Iceland,1801,10,Community transmission,0,20200508
Estonia,1720,56,Pending,0,20200508
North Macedonia,1572,89,Clusters of cases,0,20200508
Slovenia,1449,99,Community transmission,0,20200508
Slovakia,1445,26,Clusters of cases,0,20200508
Lithuania,1433,49,Community transmission,0,20200508
Latvia,909,18,Community transmission,0,20200508
Kyrgyzstan,906,12,Clusters of cases,0,20200508
Cyprus,889,21,Clusters of cases,0,20200508
Albania,850,31,Clusters of cases,0,20200508
Andorra,752,47,Community transmission,1,20200508
San Marino,632,41,Community transmission,0,20200508
Georgia,623,9,Community transmission,0,20200508
Malta,486,5,Pending,0,20200508
Tajikistan,461,16,Pending,0,20200508
Montenegro,324,8,Clusters of cases,2,20200508
Monaco,95,1,Sporadic cases,4,20200508
Liechtenstein,83,1,Pending,12,20200508
Holy See,12,0,Sporadic cases,1,20200508
Kosovo,861,27,Community transmission,0,20200508
Isle of Man,327,23,Pending,0,20200508
Jersey,293,25,Pending,2,20200508
Guernsey,252,13,Community transmission,5,20200508
Faroe Islands,187,0,Pending,14,20200508
Gibraltar,144,0,Clusters of cases,6,20200508
Greenland,11,0,Pending,32 South-East Asia,20200508
India,56 342,1886,Clusters of cases,0,20200508
Indonesia,12 776,930,Community transmission,0,20200508
Bangladesh,12 425,186,Clusters of cases,0,20200508
Thailand,3000,55,Clusters of cases,0,20200508
Sri Lanka,797,9,Clusters of cases,1,20200508
Maldives,648,3,Clusters of cases,0,20200508
Myanmar,176,6,Clusters of cases,0,20200508
Nepal,99,0,Sporadic cases,1,20200508
Timor-Leste,24,0,Clusters of cases,14,20200508
Bhutan,7,0,Sporadic cases,15 Western Pacific,20200508
China,84 415,4643,Clusters of cases,0,20200508
Singapore,20 939,20,Clusters of cases,0,20200508
Japan,15 547,557,Clusters of cases,0,20200508
Republic of Korea,10 822,256,Clusters of cases,0,20200508
Philippines,10 343,685,Clusters of cases,0,20200508
Australia,6896,97,Clusters of cases,0,20200508
Malaysia,6467,107,Clusters of cases,0,20200508
New Zealand,1141,21,Clusters of cases,0,20200508
Viet Nam,288,0,Clusters of cases,0,20200508
Brunei Darussalam,141,1,Sporadic cases,0,20200508
Cambodia,122,0,Sporadic cases,26,20200508
Mongolia,41,0,Sporadic cases,2,20200508
Lao People's Democratic Republic,19,0,Sporadic cases,25,20200508
Fiji,18,0,Sporadic cases,17,20200508
Papua New Guinea,8,0,Sporadic cases,15 Territoriesii,20200508
Guam,147,5,Clusters of cases,1,20200508
French Polynesia,60,0,Sporadic cases,2,20200508
New Caledonia,18,0,Sporadic cases,35,20200508
Northern Mariana Islands (Commonwealth of the),15,2,Pending,1,20200508
