country,confirmed,death,Transmission classification,Days since last reported case,date
South Africa,8232,161,Community transmission,0,20200508
Algeria,5182,483,Community transmission,0,20200508
Nigeria,3526,107,Community transmission,0,20200508
Ghana,3091,18,Clusters of cases,0,20200508
Cameroon,2265,108,Clusters of cases,2,20200508
Guinea,1927,11,Community transmission,0,20200508
Côte d’Ivoire,1571,20,Clusters of cases,0,20200508
Senegal,1492,13,Clusters of cases,0,20200508
Democratic Republic of the Congo,897,36,Clusters of cases,0,20200508
Niger,781,42,Clusters of cases,0,20200508
Burkina Faso,736,48,Community transmission,0,20200508
Mali,650,32,Clusters of cases,0,20200508
Kenya,607,29,Clusters of cases,0,20200508
United Republic of Tanzania,509,21,Clusters of cases,0,20200508
Guinea-Bissau,508,2,Sporadic cases,1,20200508
Gabon,504,8,Clusters of cases,0,20200508
Equatorial Guinea,439,4,Clusters of cases,2,20200508
Mauritius,332,10,Community transmission,11,20200508
Congo,274,10,Clusters of cases,0,20200508
Rwanda,271,0,Clusters of cases,0,20200508
Chad,253,27,Sporadic cases,0,20200508
Sierra Leone,231,14,Clusters of cases,0,20200508
Cabo Verde,218,2,Sporadic cases,0,20200508
Madagascar,193,0,Clusters of cases,1,20200508
Ethiopia,191,4,Clusters of cases,0,20200508
Liberia,189,20,Clusters of cases,0,20200508
São Tomé and Príncipe,165,4,Sporadic cases,0,20200508
Eswatini,153,2,Sporadic cases,0,20200508
Zambia,153,4,Sporadic cases,0,20200508
Benin,140,2,Sporadic cases,0,20200508
Togo,135,9,Clusters of cases,0,20200508
Uganda,101,0,Sporadic cases,0,20200508
Central African Republic,94,0,Sporadic cases,3,20200508
South Sudan,90,0,Sporadic cases,0,20200508
Mozambique,81,0,Sporadic cases,1,20200508
Malawi,43,3,Sporadic cases,1,20200508
Eritrea,39,0,Sporadic cases,19,20200508
Angola,36,2,Sporadic cases,2,20200508
Zimbabwe,34,4,Sporadic cases,6,20200508
Botswana,23,1,Sporadic cases,9,20200508
Burundi,19,1,Sporadic cases,5,20200508
Gambia,18,1,Sporadic cases,0,20200508
Namibia,16,0,Sporadic cases,32,20200508
Seychelles,11,0,Sporadic cases,31,20200508
Comoros,8,1,Pending,1,20200508
Mauritania,8,1,Sporadic cases,7 Territoriesii,20200508
Mayotte,854,10,Clusters of cases,0,20200508
Réunion,427,0,Clusters of cases,0 Americas,20200508
United States of America,1 215 571,67 146,Community transmission,0,20200508
Brazil,125 218,8536,Community transmission,0,20200508
Canada,63 895,4280,Community transmission,0,20200508
Peru,54 817,1533,Community transmission,0,20200508
Ecuador,30 298,1654,Community transmission,0,20200508
Mexico,27 634,2704,Community transmission,0,20200508
Chile,24 581,285,Community transmission,0,20200508
Dominican Republic,9095,373,Community transmission,0,20200508
Colombia,8959,397,Community transmission,0,20200508
Panama,7731,218,Community transmission,0,20200508
Argentina,5305,275,Community transmission,0,20200508
Bolivia (Plurinational State of),1886,91,Clusters of cases,0,20200508
Cuba,1729,73,Clusters of cases,0,20200508
Honduras,1461,99,Community transmission,0,20200508
Guatemala,798,21,Clusters of cases,0,20200508
Costa Rica,761,6,Clusters of cases,0,20200508
El Salvador,695,15,Clusters of cases,0,20200508
Uruguay,673,17,Clusters of cases,0,20200508
Jamaica,478,9,Clusters of cases,0,20200508
Paraguay,462,10,Community transmission,0,20200508
Venezuela (Bolivarian Republic of),379,10,Clusters of cases,0,20200508
Trinidad and Tobago,116,8,Sporadic cases,10,20200508
Haiti,108,12,Clusters of cases,0,20200508
Guyana,93,10,Clusters of cases,1,20200508
Bahamas,92,11,Clusters of cases,0,20200508
Barbados,82,7,Clusters of cases,3,20200508
Antigua and Barbuda,25,3,Clusters of cases,4,20200508
Grenada,21,0,Clusters of cases,4,20200508
Belize,18,2,Sporadic cases,23,20200508
Saint Lucia,18,0,Sporadic cases,3,20200508
Saint Vincent and the Grenadines,17,0,Sporadic cases,3,20200508
Dominica,16,0,Clusters of cases,27,20200508
Nicaragua,16,5,Pending,1,20200508
Saint Kitts and Nevis,15,0,Sporadic cases,17,20200508
Suriname,10,1,Sporadic cases,34 Territoriesii,20200508
Puerto Rico,2031,56,Clusters of cases,0,20200508
Martinique,182,14,Clusters of cases,1,20200508
Guadeloupe,153,13,Clusters of cases,1,20200508
French Guiana,138,1,Clusters of cases,1,20200508
Bermuda,118,7,Clusters of cases,0,20200508
Aruba,101,2,Clusters of cases,2,20200508
Cayman Islands,78,1,Clusters of cases,1,20200508
Sint Maarten,76,14,Clusters of cases,7,20200508
United States Virgin Islands,66,4,Clusters of cases,7,20200508
Saint Martin,38,3,Sporadic cases,15,20200508
Curaçao,16,1,Sporadic cases,10,20200508
Falkland Islands (Malvinas),13,0,Clusters of cases,12,20200508
Turks and Caicos Islands,12,1,Sporadic cases,10,20200508
Montserrat,11,1,Sporadic cases,24,20200508
British Virgin Islands,7,1,Sporadic cases,2,20200508
"Bonaire, Sint Eustatius and Saba",6,0,Sporadic cases,10,20200508
Saint Barthélemy,6,0,Sporadic cases,38,20200508
Anguilla,3,0,Sporadic cases,34,20200508
