"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"1","China","80174","2915","","","20200302"
"2","Republic of Korea","4212","22","Local transmission","0","20200302"
"3","Japan","254","6","Local transmission","0","20200302"
"4","Singapore","106","0","Local transmission","0","20200302"
"5","Australia","27","1","Local transmission","0","20200302"
"6","Malaysia","24","0","Local transmission","3","20200302"
"7","Viet Nam","16","0","Local transmission","18","20200302"
"8","Philippines","3","1","Imported cases only","27","20200302"
"9","Cambodia","1","0","Imported cases only","35","20200302"
"10","New Zealand","1","0","Imported cases only","3","20200302"
"11","European Region","","","","","20200302"
"12","Italy","1689","35","Local transmission","0","20200302"
"13","Germany","129","0","Local transmission","0","20200302"
"14","France","100","2","Local transmission","1","20200302"
"15","Spain","45","0","Local transmission","1","20200302"
"16","the United Kingdom","36","0","Local transmission","0","20200302"
"17","Switzerland","24","0","Local transmission","0","20200302"
"18","Norway","19","0","Local transmission","0","20200302"
"19","Sweden","14","0","Local transmission","0","20200302"
"20","Netherlands","13","0","Local transmission","0","20200302"
"21","Austria","10","0","Imported cases only","1","20200302"
"22","Croatia","7","0","Local transmission","1","20200302"
"23","Greece","7","0","Local transmission","0","20200302"
"24","Israel","7","0","Local transmission","1","20200302"
"25","Finland","6","0","Local transmission","0","20200302"
"26","Denmark","4","0","Local transmission","0","20200302"
"27","Azerbaijan","3","0","Imported cases only","1","20200302"
"28","Czechia","3","0","Imported cases only","0","20200302"
"29","Georgia","3","0","Imported cases only","1","20200302"
"30","Romania","3","0","Imported cases only","2","20200302"
"31","Iceland","2","0","Imported cases only","0","20200302"
"32","Russian Federation","2","0","Imported cases only","31","20200302"
"33","Armenia","1","0","Imported cases only","0","20200302"
"34","Belarus","1","0","Imported cases only","3","20200302"
"35","Belgium","1","0","Imported cases only","27","20200302"
"36","Estonia","1","0","Imported cases only","4","20200302"
"37","Ireland","1","0","Imported cases only","1","20200302"
"38","Lithuania","1","0","Imported cases only","3","20200302"
"39","Luxembourg","1","0","Imported cases only","0","20200302"
"40","Monaco","1","0","Under investigation","1","20200302"
"41","North Macedonia","1","0","Imported cases only","5","20200302"
"42","San Marino","1","0","Local transmission","2","20200302"
"43","South-East Asia Region","","","","","20200302"
"44","Thailand","42","1","Local transmission","2","20200302"
"45","India","3","0","Imported cases only","28","20200302"
"46","Indonesia","2","0","Local transmission","0","20200302"
"47","Nepal","1","0","Imported cases only","38**","20200302"
"48","Sri Lanka","1","0","Imported cases only","35","20200302"
"49","Iran (Islamic Republic of)","978","54","Local transmission","0","20200302"
"50","Kuwait","56","0","Imported cases only","0","20200302"
"51","Bahrain","47","0","Imported cases only","0","20200302"
"52","United Arab Emirates","21","0","Local transmission","0","20200302"
"53","Iraq","19","0","Imported cases only","0","20200302"
"54","Lebanon","10","0","Imported cases only","0","20200302"
"55","Oman","6","0","Imported cases only","3","20200302"
"56","Pakistan","4","0","Imported cases only","1","20200302"
"57","Qatar","3","0","Imported cases only","0","20200302"
"58","Egypt","2","0","Imported cases only","0","20200302"
"59","Afghanistan","1","0","Imported cases only","7","20200302"
"60","United States of America","62","0","Local transmission","0","20200302"
"61","Canada","19","0","Local transmission","1","20200302"
"62","Mexico","5","0","Imported cases only","0","20200302"
"63","Brazil","2","0","Imported cases only","1","20200302"
"64","Dominican Republic","1","0","Imported cases only","0","20200302"
"65","Ecuador","1","0","Imported cases only","1","20200302"
"66","Algeria","1","0","Imported cases only","6","20200302"
"67","Nigeria","1","0","Imported cases only","3","20200302"
"68","conveyance","706","6","Local transmission","0","20200302"
