country,confirmed,death,Transmission classification,Days since last reported case,date
Bahrain,1677,7,Clusters of cases,0,20200416
Iraq,1415,79,Clusters of cases,0,20200416
Kuwait,1405,3,Clusters of cases,0,20200416
Oman,1019,4,Clusters of cases,0,20200416
Afghanistan,794,29,Clusters of cases,0,20200416
Tunisia,780,35,Community transmission,0,20200416
Lebanon,658,21,Clusters of cases,0,20200416
Djibouti,435,2,Clusters of cases,0,20200416
Jordan,401,7,Clusters of cases,0,20200416
Somalia,80,5,Sporadic cases,0,20200416
Libya,48,1,Clusters of cases,0,20200416
Syrian Arab Republic,33,2,Community transmission,0,20200416
Sudan,32,5,Sporadic cases,1,20200416
Yemen,1,0,Pending,5,20200416
occupied Palestinian territory,293,2,Clusters of cases,0,20200416
United States of America,604070,25871,Community transmission,0,20200416
Canada,27540,954,Community transmission,0,20200416
Brazil,25262,1532,Community transmission,0,20200416
Peru,10303,230,Community transmission,0,20200416
Chile,8273,94,Community transmission,0,20200416
Ecuador,7858,388,Community transmission,0,20200416
Mexico,5399,406,Community transmission,0,20200416
Dominican Republic,3614,189,Community transmission,0,20200416
Panama,3574,95,Community transmission,0,20200416
Colombia,2979,127,Community transmission,0,20200416
Argentina,2477,108,Community transmission,0,20200416
Cuba,814,24,Clusters of cases,0,20200416
Costa Rica,618,3,Clusters of cases,0,20200416
Uruguay,492,8,Clusters of cases,0,20200416
Honduras,419,31,Clusters of cases,0,20200416
Bolivia (Plurinational State of),397,28,Clusters of cases,0,20200416
Venezuela (Bolivarian Republic of),193,9,Clusters of cases,0,20200416
Guatemala,180,5,Clusters of cases,0,20200416
Paraguay,161,8,Community transmission,0,20200416
El Salvador,159,6,Clusters of cases,0,20200416
Trinidad and Tobago,114,8,Sporadic cases,0,20200416
Jamaica,105,5,Clusters of cases,0,20200416
Barbados,73,5,Clusters of cases,0,20200416
Bahamas,49,8,Clusters of cases,1,20200416
Guyana,48,6,Clusters of cases,0,20200416
Haiti,41,3,Clusters of cases,0,20200416
Antigua and Barbuda,23,2,Clusters of cases,2,20200416
Belize,18,2,Sporadic cases,1,20200416
Dominica,16,0,Clusters of cases,5,20200416
Saint Lucia,15,0,Sporadic cases,4,20200416
Grenada,14,0,Clusters of cases,4,20200416
Saint Kitts and Nevis,14,0,Sporadic cases,0,20200416
Saint Vincent and the Grenadines,12,0,Sporadic cases,5,20200416
Suriname,10,1,Sporadic cases,12,20200416
Nicaragua,9,1,Pending,3,20200416
Puerto Rico,974,51,Clusters of cases,0,20200416
Martinique,158,8,Clusters of cases,0,20200416
Guadeloupe,145,8,Clusters of cases,1,20200416
French Guiana,95,0,Clusters of cases,0,20200416
Aruba,93,1,Clusters of cases,0,20200416
Bermuda,57,5,Clusters of cases,2,20200416
Cayman Islands,54,1,Clusters of cases,1,20200416
Sint Maarten,53,9,Clusters of cases,0,20200416
United States Virgin Islands,51,1,Clusters of cases,5,20200416
Saint Martin,35,2,Sporadic cases,1,20200416
Curaçao,14,1,Sporadic cases,7,20200416
Falkland Islands (Malvinas),11,0,Clusters of cases,1,20200416
Montserrat,11,0,Sporadic cases,2,20200416
Turks and Caicos Islands,10,1,Sporadic cases,1,20200416
Saint Barthélemy,6,0,Sporadic cases,16,20200416
"Bonaire, Sint Eustatius and Saba",4,0,Sporadic cases,1,20200416
Anguilla,3,0,Sporadic cases,12,20200416
British Virgin Islands,3,0,Sporadic cases,15,20200416
Saint Pierre and Miquelon,1,0,Sporadic cases,8,20200416
South Africa,2506,34,Community transmission,0,20200416
Algeria,2160,336,Community transmission,0,20200416
Cameroon,855,17,Clusters of cases,1,20200416
Côte d’Ivoire,654,6,Clusters of cases,0,20200416
Ghana,636,8,Clusters of cases,1,20200416
Niger,584,14,Clusters of cases,0,20200416
Burkina Faso,528,28,Clusters of cases,0,20200416
Guinea,404,1,Clusters of cases,0,20200416
Nigeria,373,11,Clusters of cases,0,20200416
Mauritius,324,9,Clusters of cases,3,20200416
Senegal,314,2,Clusters of cases,0,20200416
Democratic Republic of the Congo,267,22,Clusters of cases,0,20200416
Kenya,225,10,Clusters of cases,0,20200416
Mali,144,13,Sporadic cases,0,20200416
Rwanda,136,0,Sporadic cases,0,20200416
Congo,117,5,Clusters of cases,0,20200416
Madagascar,110,0,Clusters of cases,1,20200416
United Republic of Tanzania,88,4,Sporadic cases,0,20200416
Gabon,87,1,Sporadic cases,0,20200416
Ethiopia,85,3,Sporadic cases,0,20200416
Togo,77,3,Sporadic cases,1,20200416
Liberia,59,6,Sporadic cases,1,20200416
Uganda,55,0,Sporadic cases,0,20200416
Equatorial Guinea,51,0,Sporadic cases,0,20200416
Zambia,48,2,Sporadic cases,0,20200416
Guinea-Bissau,43,0,Sporadic cases,0,20200416
Benin,35,1,Sporadic cases,4,20200416
Eritrea,35,0,Sporadic cases,0,20200416
Mozambique,28,0,Sporadic cases,1,20200416
Chad,27,0,Sporadic cases,0,20200416
Zimbabwe,23,3,Sporadic cases,0,20200416
Angola,19,2,Sporadic cases,7,20200416
Eswatini,16,0,Sporadic cases,0,20200416
Malawi,16,2,Sporadic cases,2,20200416
Namibia,16,0,Sporadic cases,10,20200416
Botswana,13,1,Sporadic cases,6,20200416
Sierra Leone,13,0,Sporadic cases,0,20200416
Central African Republic,11,0,Sporadic cases,5,20200416
Seychelles,11,0,Sporadic cases,9,20200416
Cabo Verde,10,1,Sporadic cases,2,20200416
Gambia,9,1,Sporadic cases,4,20200416
Mauritania,7,1,Sporadic cases,5,20200416
Burundi,5,0,Sporadic cases,3,20200416
São Tomé and Príncipe,4,0,Pending,9,20200416
South Sudan,4,0,Pending,4,20200416
Réunion,390,0,Clusters of cases,2,20200416
Mayotte,221,3,Clusters of cases,0,20200416
