country,confirmed,death,Transmission classification,Days since last reported case,date
Libya,63,3,Clusters of cases,2,20200504
Syrian Arab Republic,44,3,Community transmission,2,20200504
Yemen,10,2,Pending,1,20200504
occupied Palestinian territory,353,2,Clusters of cases,2,20200504
Spain,217466,25264,Community transmission,0,20200504
Italy,210717,28884,Community transmission,0,20200504
The United Kingdom,186603,28446,Community transmission,0,20200504
Germany,163175,6692,Community transmission,0,20200504
Russian Federation,145268,1356,Clusters of cases,0,20200504
France,129708,24859,Community transmission,0,20200504
Turkey,126045,3397,Community transmission,0,20200504
Belgium,49906,7844,Community transmission,0,20200504
Netherlands,40571,5056,Community transmission,0,20200504
Switzerland,29822,1472,Community transmission,0,20200504
Portugal,25282,1043,Community transmission,0,20200504
Sweden,22317,2679,Community transmission,0,20200504
Ireland,21506,1303,Community transmission,0,20200504
Belarus,17489,103,Clusters of cases,0,20200504
Israel,16152,227,Pending,2,20200504
Austria,15597,598,Community transmission,0,20200504
Poland,13693,678,Community transmission,0,20200504
Romania,13163,780,Community transmission,0,20200504
Ukraine,12331,303,Community transmission,0,20200504
Denmark,9523,484,Pending,0,20200504
Serbia,9464,193,Pending,0,20200504
Norway,7809,208,Pending,0,20200504
Czechia,7781,248,Community transmission,0,20200504
Finland,5254,230,Pending,0,20200504
Republic of Moldova,4121,128,Pending,0,20200504
Kazakhstan,3988,27,Pending,0,20200504
Luxembourg,3824,96,Pending,0,20200504
Hungary,3035,351,Clusters of cases,0,20200504
Greece,2626,144,Community transmission,0,20200504
Armenia,2507,39,Clusters of cases,0,20200504
Uzbekistan,2160,10,Clusters of cases,0,20200504
Croatia,2096,79,Community transmission,0,20200504
Azerbaijan,1932,25,Clusters of cases,0,20200504
Bosnia and Herzegovina,1857,76,Community transmission,0,20200504
Iceland,1799,10,Community transmission,0,20200504
Estonia,1700,55,Pending,0,20200504
Bulgaria,1618,73,Clusters of cases,0,20200504
North Macedonia,1511,84,Clusters of cases,0,20200504
Slovenia,1439,96,Community transmission,1,20200504
Lithuania,1410,46,Community transmission,0,20200504
Slovakia,1408,24,Clusters of cases,0,20200504
Latvia,879,16,Community transmission,0,20200504
Cyprus,872,20,Clusters of cases,0,20200504
Kyrgyzstan,830,10,Clusters of cases,0,20200504
Albania,795,31,Clusters of cases,1,20200504
Andorra,749,45,Community transmission,0,20200504
Georgia,593,9,Community transmission,0,20200504
San Marino,582,41,Community transmission,0,20200504
Malta,477,4,Pending,0,20200504
Montenegro,322,8,Clusters of cases,4,20200504
Tajikistan,128,4,Pending,0,20200504
Monaco,95,1,Sporadic cases,0,20200504
Liechtenstein,83,1,Pending,8,20200504
Holy See,11,0,Sporadic cases,3,20200504
Kosovo,851,27,Community transmission,0,20200504
Isle of Man,320,23,Pending,0,20200504
Jersey,291,24,Pending,0,20200504
Guernsey,252,13,Community transmission,1,20200504
Faroe Islands,187,0,Pending,10,20200504
Gibraltar,144,0,Clusters of cases,2,20200504
Greenland,11,0,Pending,28,20200504
India,42533,1373,Clusters of cases,0,20200504
Indonesia,11192,845,Community transmission,0,20200504
Bangladesh,9455,177,Clusters of cases,0,20200504
Thailand,2987,54,Clusters of cases,0,20200504
Sri Lanka,718,7,Clusters of cases,0,20200504
Maldives,527,1,Clusters of cases,0,20200504
Myanmar,155,6,Clusters of cases,0,20200504
Nepal,75,0,Sporadic cases,0,20200504
Timor-Leste,24,0,Clusters of cases,10,20200504
Bhutan,7,0,Sporadic cases,11,20200504
China,84400,4643,Clusters of cases,0,20200504
Singapore,18205,18,Clusters of cases,0,20200504
Japan,15057,510,Clusters of cases,0,20200504
Republic of Korea,10801,252,Clusters of cases,0,20200504
Philippines,9223,607,Clusters of cases,0,20200504
Australia,6801,95,Clusters of cases,0,20200504
Malaysia,6298,105,Clusters of cases,0,20200504
New Zealand,1137,20,Clusters of cases,0,20200504
Viet Nam,271,0,Clusters of cases,0,20200504
Brunei Darussalam,138,1,Sporadic cases,14,20200504
Cambodia,122,0,Sporadic cases,22,20200504
Mongolia,39,0,Sporadic cases,1,20200504
Lao People's Democratic Republic,19,0,Sporadic cases,21,20200504
Fiji,18,0,Sporadic cases,13,20200504
Papua New Guinea,8,0,Sporadic cases,11,20200504
Guam,146,5,Clusters of cases,0,20200504
French Polynesia,58,0,Sporadic cases,6,20200504
New Caledonia,18,0,Sporadic cases,31,20200504
Northern Mariana Islands (Commonwealth of the),14,2,Pending,16,20200504
