"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"69","Bhutan","1","0","Imported cases only","3","20200309"
"70","Nepal","1","0","Imported cases only","45","20200309"
"71","Sri Lanka","1","0","Imported cases only","42","20200309"
"72","","astern Mediterranean Region",NA,"",NA,"20200309"
"73","Iran (Islamic","",NA,"",NA,"20200309"
"74","Iran (Islamic Republic of)","6566","194","Local transmission","0","20200309"
"75","Bahrain","79","0","Local transmission","0","20200309"
"76","Kuwait","64","0","Imported cases only","0","20200309"
"77","Iraq","60","6","Local transmission","0","20200309"
"78","Egypt","55","1","Local transmission","0","20200309"
"79","United Arab","",NA,"",NA,"20200309"
"80","united Arab Emirates","45","0","Local transmission","2","20200309"
"81","Lebanon","32","0","Local transmission","0","20200309"
"82","Oman","16","0","Imported cases only","3","20200309"
"83","Qatar","15","0","Imported cases only","0","20200309"
"84","Saudi Arabia","15","0","Imported cases only","0","20200309"
"85","Pakistan","6","0","Imported cases only","0","20200309"
"86","Afghanistan","4","0","Imported cases only","1","20200309"
"87","Morocco","2","0","Imported cases only","4","20200309"
"88","Tunisia","2","0","Imported cases only","0","20200309"
"89","Jordan","1","0","Imported cases only","6","20200309"
"90","","erritories**",NA,"",NA,"20200309"
"91","occupied Palestinian","",NA,"",NA,"20200309"
"92","occupied Palestinian territory","19","0","Local transmission","0","20200309"
"93","","egion of the Americas",NA,"",NA,"20200309"
"94","United States of","",NA,"",NA,"20200309"
"95","United States of America","213","11","Local transmission","2","20200309"
"96","Canada","62","0","Local transmission","0","20200309"
"97","Brazil","25","0","Local transmission","0","20200309"
"98","Ecuador","15","0","Local transmission","0","20200309"
"99","Argentina","12","1","Imported cases only","0","20200309"
"100","Chile","10","0","Local transmission","0","20200309"
"101","Costa Rica","9","0","Local transmission","0","20200309"
"102","Mexico","7","0","Imported cases only","1","20200309"
"103","Peru","6","0","Local transmission","2","20200309"
"104","Colombia","1","0","Imported cases only","2","20200309"
"105","Dominican Republic","1","0","Imported cases only","7","20200309"
"106","Paraguay","1","0","Imported cases only","0","20200309"
"107","Territories**","",NA,"",NA,"20200309"
"108","French Guiana","5","0","Imported cases only","1","20200309"
"109","Martinique","2","0","Imported cases only","1","20200309"
"110","Saint Martin","2","0","Under investigation","6","20200309"
"111","Saint Barthelemy","1","0","Under investigation","6","20200309"
"112","African Region","",NA,"",NA,"20200309"
"113","Algeria","20","0","Local transmission","0","20200309"
"114","Senegal","4","0","Imported cases only","4","20200309"
"115","South Africa","3","0","Imported cases only","0","20200309"
"116","Cameroon","2","0","Local transmission","2","20200309"
"117","Nigeria","2","0","Imported cases only","0","20200309"
"118","Togo","1","0","Imported cases only","2","20200309"
"119","Subtotal for all","",NA,"",NA,"20200309"
"120","","",NA,"",NA,"20200309"
"121","regions","27 977","679","",NA,"20200309"
"122","International","",NA,"",NA,"20200309"
"123","conveyance","696","7","Local transmission","1","20200309"
"124","(Diamond Princess)","",NA,"",NA,"20200309"
"125","Grand total","28 673","686","",NA,"20200309"
