"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"132","Haiti","6","0","Imported cases only","0","20200324"
"133","Guyana","5","1","Local transmission","5","20200324"
"134","Bahamas","4","0","Local transmission","3","20200324"
"135","El Salvador","3","0","Imported cases only","0","20200324"
"136","Saint Lucia","3","0","Imported cases only","0","20200324"
"137","Nicaragua","2","0","Imported cases only","2","20200324"
"138","Suriname","2","0","Imported cases only","3","20200324"
"139","Antigua and Barbuda","1","0","Imported cases only","10","20200324"
"140","Belize","1","0","Imported cases only","0","20200324"
"141","Dominica","1","0","Imported cases only","0","20200324"
"142","Grenada","1","0","Imported cases only","1","20200324"
"143","Saint Vincent and the Grenadines","1","0","Imported cases only","11","20200324"
"144","Guadeloupe","62","0","Imported cases only","0","20200324"
"145","Martinique","53","0","Imported cases only","0","20200324"
"146","Puerto Rico","31","2","Imported cases only","0","20200324"
"147","French Guiana","20","0","Local transmission","0","20200324"
"148","United States Virgin Island","17","0","Imported cases only","0","20200324"
"149","Aruba","9","0","Imported cases only","0","20200324"
"150","Saint Martin","8","0","Under investigation","0","20200324"
"151","Bermuda","6","0","Imported cases only","0","20200324"
"152","Cayman Islands","5","1","Imported cases only","0","20200324"
"153","Curaçao","4","1","Imported cases only","0","20200324"
"154","Saint Barthélemy","3","0","Under investigation","8","20200324"
"155","Sint Maarten","2","0","Imported cases only","0","20200324"
"156","Montserrat","1","0","Imported cases only","6","20200324"
"157","Turks and Caicos Island","1","0","Imported cases only","0","20200324"
"158","South Africa","402","0","Local transmission","0","20200324"
"159","Algeria","231","17","Local transmission","0","20200324"
"160","Burkina Faso","99","3","Local transmission","0","20200324"
"161","Senegal","79","0","Local transmission","0","20200324"
"162","Cameroon","72","0","Local transmission","0","20200324"
"163","Democratic Republic of the Congo","36","2","Local transmission","0","20200324"
"164","Mauritius","36","0","Imported cases only","0","20200324"
"165","Rwanda","36","0","Local transmission","0","20200324"
"166","Ghana","27","2","Local transmission","0","20200324"
"167","Côte d’Ivoire","25","0","Imported cases only","1","20200324"
"168","Nigeria","22","0","Imported cases only","2","20200324"
"169","Togo","18","0","Imported cases only","0","20200324"
"170","Kenya","16","0","Local transmission","0","20200324"
"171","Madagascar","13","0","Imported cases only","0","20200324"
"172","United Republic of Tanzania","12","0","Imported cases only","1","20200324"
"173","Ethiopia","11","0","Imported cases only","1","20200324"
"174","Uganda","9","0","Imported cases only","0","20200324"
"175","Seychelles","7","0","Imported cases only","2","20200324"
"176","Equatorial Guinea","6","0","Imported cases only","2","20200324"
"177","Gabon","6","1","Imported cases only","1","20200324"
"178","Benin","5","0","Imported cases only","0","20200324"
"179","Central African Republic","4","0","Imported cases only","1","20200324"
"180","Congo","4","0","Imported cases only","2","20200324"
"181","Eswatini","4","0","Imported cases only","1","20200324"
"182","Guinea","4","0","Imported cases only","0","20200324"
"183","Cabo Verde","3","0","Imported cases only","2","20200324"
"184","Chad","3","0","Imported cases only","0","20200324"
"185","Liberia","3","0","Local transmission","2","20200324"
"186","Namibia","3","0","Imported cases only","4","20200324"
"187","Zambia","3","0","Imported cases only","1","20200324"
"188","Angola","2","0","Imported cases only","2","20200324"
"189","Mauritania","2","0","Imported cases only","5","20200324"
"190","Niger","2","0","Imported cases only","0","20200324"
"191","Zimbabwe","2","1","Imported cases only","2","20200324"
"192","Eritrea","1","0","Imported cases only","2","20200324"
"193","Gambia","1","0","Imported cases only","6","20200324"
"194","Mozambique","1","0","Imported cases only","1","20200324"
"195","Réunion","71","0","Under investigation","0","20200324"
"196","Mayotte","24","0","Imported cases only","0","20200324"
"197","conveyance","712","7","Local transmission","8","20200324"
