"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"131","Haiti","2","0","Imported cases only","0","20200321"
"132","Saint Lucia","2","0","Imported cases only","5","20200321"
"133","Suriname","2","0","Imported cases only","0","20200321"
"134","Antigua and Barbuda","1","0","Imported cases only","7","20200321"
"135","El Salvador","1","0","Imported cases only","1","20200321"
"136","Nicaragua","1","0","Imported cases only","1","20200321"
"137","Saint Vincent and the Grenadines","1","0","Imported cases only","7","20200321"
"138","Guadeloupe","51","0","Imported cases only","0","20200321"
"139","Martinique","32","0","Imported cases only","1","20200321"
"140","French Guiana","15","0","Local transmission","1","20200321"
"141","Puerto Rico","14","0","Imported cases only","0","20200321"
"142","Aruba","5","0","Imported cases only","1","20200321"
"143","Saint Martin","4","0","Under investigation","2","20200321"
"144","Cayman Islands","3","1","Imported cases only","1","20200321"
"145","Curaçao","3","0","Imported cases only","3","20200321"
"146","Saint Barthélemy","3","0","Under investigation","5","20200321"
"147","United States Virgin Island","3","0","Imported cases only","2","20200321"
"148","Bermuda","2","0","Imported cases only","2","20200321"
"149","Montserrat","1","0","Imported cases only","2","20200321"
"150","Sint Maarten","1","0","Imported cases only","2","20200321"
"151","South Africa","205","0","Local transmission","0","20200321"
"152","Algeria","94","10","Local transmission","0","20200321"
"153","Burkina Faso","40","1","Imported cases only","1","20200321"
"154","Senegal","38","0","Local transmission","1","20200321"
"155","Cameroon","22","0","Local transmission","0","20200321"
"156","Ghana","16","0","Local transmission","0","20200321"
"157","Democratic Republic of the Congo","14","0","Local transmission","1","20200321"
"158","Mauritius","12","0","Imported cases only","0","20200321"
"159","Nigeria","12","0","Imported cases only","1","20200321"
"160","Rwanda","11","0","Local transmission","2","20200321"
"161","Côte d’Ivoire","9","0","Imported cases only","2","20200321"
"162","Ethiopia","9","0","Imported cases only","1","20200321"
"163","Togo","9","0","Imported cases only","1","20200321"
"164","Kenya","7","0","Local transmission","2","20200321"
"165","Seychelles","6","0","Imported cases only","2","20200321"
"166","United Republic of Tanzania","6","0","Imported cases only","1","20200321"
"167","Equatorial Guinea","4","0","Imported cases only","1","20200321"
"168","Congo","3","0","Imported cases only","2","20200321"
"169","Gabon","3","1","Imported cases only","2","20200321"
"170","Namibia","3","0","Imported cases only","1","20200321"
"171","Benin","2","0","Imported cases only","1","20200321"
"172","Guinea","2","0","Imported cases only","1","20200321"
"173","Liberia","2","0","Local transmission","2","20200321"
"174","Mauritania","2","0","Imported cases only","2","20200321"
"175","Zambia","2","0","Imported cases only","2","20200321"
"176","Cabo Verde","1","0","Imported cases only","0","20200321"
"177","Central African Republic","1","0","Imported cases only","6","20200321"
"178","Chad","1","0","Imported cases only","1","20200321"
"179","Eswatini","1","0","Imported cases only","6","20200321"
"180","Gambia","1","0","Imported cases only","2","20200321"
"181","Niger","1","0","Imported cases only","1","20200321"
"182","Zimbabwe","1","0","Imported cases only","0","20200321"
"183","Réunion","28","0","Imported cases only","0","20200321"
"184","Mayotte","4","0","Imported cases only","1","20200321"
"185","","712","7","Local transmission","5","20200321"
