"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"43","Romania","433","2","Local transmission","0","20200323"
"44","Slovenia","414","1","Local transmission","0","20200323"
"45","Estonia","326","0","Local transmission","0","20200323"
"46","Croatia","235","0","Local transmission","0","20200323"
"47","Serbia","188","0","Local transmission","0","20200323"
"48","Armenia","190","0","Local transmission","0","20200323"
"49","Bulgaria","185","3","Local transmission","0","20200323"
"50","Slovakia","185","0","Local transmission","0","20200323"
"51","Hungary","167","7","Local transmission","0","20200323"
"52","San Marino","151","20","Local transmission","2","20200323"
"53","Lithuania","143","1","Local transmission","0","20200323"
"54","Latvia","139","0","Local transmission","0","20200323"
"55","Bosnia and Herzegovina","125","1","Local transmission","0","20200323"
"56","North Macedonia","114","1","Local transmission","0","20200323"
"57","Andorra","113","0","Local transmission","0","20200323"
"58","Cyprus","95","0","Local transmission","0","20200323"
"59","Republic of Moldova","94","1","Local transmission","0","20200323"
"60","Malta","90","0","Local transmission","0","20200323"
"61","Albania","89","2","Local transmission","0","20200323"
"62","Belarus","76","0","Local transmission","1","20200323"
"63","Azerbaijan","65","1","Local transmission","0","20200323"
"64","Kazakhstan","60","0","Imported cases only","0","20200323"
"65","Georgia","54","0","Local transmission","0","20200323"
"66","Ukraine","47","3","Local transmission","1","20200323"
"67","Liechtenstein","46","0","Imported cases only","0","20200323"
"68","Uzbekistan","46","0","Local transmission","0","20200323"
"69","Monaco","23","0","Local transmission","0","20200323"
"70","Montenegro","21","0","Imported cases only","0","20200323"
"71","Kyrgyzstan","14","0","Imported cases only","1","20200323"
"72","Holy See","1","0","Under investigation","16","20200323"
"73","Faroe Islands","115","0","Local transmission","0","20200323"
"74","Kosovo","31","1","Local transmission","0","20200323"
"75","Guernsey","17","0","Imported cases only","0","20200323"
"76","Gibraltar","15","0","Under investigation","0","20200323"
"77","Jersey","15","0","Imported cases only","0","20200323"
"78","Greenland","2","0","Under investigation","4","20200323"
"79","Isle of Man","2","0","Imported cases only","1","20200323"
"80","Thailand","721","1","Local transmission","0","20200323"
"81","Indonesia","514","48","Local transmission","0","20200323"
"82","India","415","7","Local transmission","0","20200323"
"83","Sri Lanka","82","0","Local transmission","0","20200323"
"84","Bangladesh","27","2","Local transmission","0","20200323"
"85","Maldives","13","0","Local transmission","7","20200323"
"86","Bhutan","2","0","Imported cases only","3","20200323"
"87","Nepal","1","0","Imported cases only","59","20200323"
"88","Timor-Leste","1","0","Imported cases only","2","20200323"
"89","Iran (Islamic Republic of)","21638","1685","Local transmission","0","20200323"
"90","Pakistan","784","5","Local transmission","0","20200323"
"91","Saudi Arabia","511","0","Local transmission","0","20200323"
"92","Qatar","494","0","Local transmission","0","20200323"
"93","Bahrain","337","2","Local transmission","0","20200323"
"94","Egypt","327","14","Local transmission","0","20200323"
"95","Lebanon","248","4","Local transmission","0","20200323"
"96","Iraq","233","20","Local transmission","0","20200323"
"97","Kuwait","189","0","Local transmission","0","20200323"
"98","United Arab Emirates","153","2","Local transmission","1","20200323"
"99","Morocco","115","4","Local transmission","0","20200323"
"100","Jordan","112","0","Imported cases only","0","20200323"
"101","Tunisia","75","3","Local transmission","0","20200323"
"102","Oman","55","0","Local transmission","0","20200323"
"103","Afghanistan","40","1","Imported cases only","0","20200323"
"104","Sudan","2","1","Imported cases only","1","20200323"
"105","Djibouti","1","0","Under investigation","5","20200323"
"106","Somalia","1","0","Imported cases only","6","20200323"
"107","Syrian Arab Republic","1","0","Imported cases only","0","20200323"
"108","occupied Palestinian territory","59","0","Local transmission","0","20200323"
"109","United States of America","31573","402","Local transmission","0","20200323"
"110","Canada","1384","19","Local transmission","0","20200323"
"111","Brazil","904","11","Local transmission","1","20200323"
"112","Chile","632","1","Local transmission","0","20200323"
"113","Ecuador","532","7","Local transmission","0","20200323"
"114","Peru","318","2","Local transmission","1","20200323"
"115","Mexico","251","2","Local transmission","0","20200323"
"116","Panama","245","3","Local transmission","0","20200323"
"117","Argentina","225","4","Local transmission","0","20200323"
"118","Colombia","196","2","Local transmission","1","20200323"
"119","Uruguay","135","0","Imported cases only","0","20200323"
"120","Costa Rica","117","2","Local transmission","0","20200323"
"121","Dominican Republic","72","2","Local transmission","2","20200323"
"122","Venezuela (Bolivarian Republic of)","70","0","Imported cases only","0","20200323"
"123","Trinidad and Tobago","50","0","Imported cases only","0","20200323"
"124","Honduras","26","0","Imported cases only","0","20200323"
"125","Bolivia (Plurinational State of)","24","0","Local transmission","0","20200323"
"126","Paraguay","22","1","Local transmission","0","20200323"
"127","Jamaica","19","1","Local transmission","0","20200323"
"128","Guatemala","18","1","Imported cases only","0","20200323"
"129","Cuba","16","1","Imported cases only","2","20200323"
"130","Barbados","5","0","Imported cases only","2","20200323"
"131","Guyana","5","1","Local transmission","4","20200323"
"132","Bahamas","4","0","Local transmission","2","20200323"
"133","Haiti","2","0","Imported cases only","2","20200323"
"134","Nicaragua","2","0","Imported cases only","1","20200323"
"135","Saint Lucia","2","0","Imported cases only","7","20200323"
"136","Suriname","2","0","Imported cases only","2","20200323"
"137","Antigua and Barbuda","1","0","Imported cases only","9","20200323"
"138","El Salvador","1","0","Imported cases only","3","20200323"
"139","Grenada","1","0","Imported cases only","0","20200323"
"140","Saint Vincent and the Grenadines","1","0","Imported cases only","10","20200323"
"141","Guadeloupe","56","0","Imported cases only","0","20200323"
"142","Martinique","32","0","Imported cases only","3","20200323"
"143","Puerto Rico","23","1","Imported cases only","0","20200323"
"144","French Guiana","18","0","Local transmission","0","20200323"
"145","Aruba","8","0","Imported cases only","0","20200323"
"146","United States Virgin Island","6","0","Imported cases only","1","20200323"
"147","Saint Martin","5","0","Under investigation","0","20200323"
"148","Cayman Islands","3","1","Imported cases only","3","20200323"
"149","Curaçao","3","1","Imported cases only","6","20200323"
"150","Saint Barthélemy","3","0","Under investigation","7","20200323"
"151","Bermuda","2","0","Imported cases only","4","20200323"
"152","Montserrat","1","0","Imported cases only","5","20200323"
"153","Sint Maarten","1","0","Imported cases only","5","20200323"
"154","South Africa","274","0","Local transmission","0","20200323"
"155","Algeria","201","17","Local transmission","0","20200323"
"156","Burkina Faso","75","3","Local transmission","0","20200323"
"157","Senegal","67","0","Local transmission","0","20200323"
"158","Cameroon","40","0","Local transmission","0","20200323"
"159","Democratic Republic of the Congo","30","2","Local transmission","0","20200323"
"160","Côte d’Ivoire","25","0","Imported cases only","0","20200323"
"161","Ghana","24","0","Local transmission","0","20200323"
"162","Nigeria","22","0","Imported cases only","1","20200323"
"163","Rwanda","17","0","Local transmission","1","20200323"
"164","Togo","16","0","Imported cases only","0","20200323"
"165","Kenya","15","0","Local transmission","0","20200323"
"166","Madagascar","12","0","Under investigation","0","20200323"
"167","Mauritius","12","0","Imported cases only","2","20200323"
"168","United Republic of Tanzania","12","0","Imported cases only","0","20200323"
"169","Ethiopia","11","0","Imported cases only","0","20200323"
"170","Seychelles","7","0","Imported cases only","1","20200323"
"171","Equatorial Guinea","6","0","Imported cases only","1","20200323"
"172","Gabon","6","1","Imported cases only","0","20200323"
"173","Central African Republic","4","0","Imported cases only","0","20200323"
"174","Congo","4","0","Imported cases only","1","20200323"
"175","Eswatini","4","0","Imported cases only","0","20200323"
"176","Cabo Verde","3","0","Imported cases only","1","20200323"
"177","Liberia","3","0","Local transmission","1","20200323"
"178","Namibia","3","0","Imported cases only","3","20200323"
"179","Zambia","3","0","Imported cases only","0","20200323"
"180","Angola","2","0","Imported cases only","1","20200323"
"181","Benin","2","0","Imported cases only","3","20200323"
"182","Guinea","2","0","Imported cases only","3","20200323"
"183","Mauritania","2","0","Imported cases only","4","20200323"
"184","Zimbabwe","2","0","Imported cases only","1","20200323"
"185","Chad","1","0","Imported cases only","3","20200323"
"186","Eritrea","1","0","Imported cases only","1","20200323"
"187","Gambia","1","0","Imported cases only","5","20200323"
"188","Mozambique","1","0","Imported cases only","0","20200323"
"189","Niger","1","0","Imported cases only","3","20200323"
"190","Uganda","1","0","Imported cases only","1","20200323"
"191","Réunion","64","0","Under investigation","0","20200323"
"192","Mayotte","14","0","Imported cases only","0","20200323"
"193","conveyance","712","7","Local transmission","7","20200323"
