"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"1","China","81601","3276","Local transmission","0","20200323"
"2","Republic of Korea","8961","111","Local transmission","0","20200323"
"3","Australia","1396","7","Local transmission","0","20200323"
"4","Malaysia","1306","10","Local transmission","0","20200323"
"5","Japan","1089","41","Local transmission","0","20200323"
"6","Singapore","455","2","Local transmission","0","20200323"
"7","Philippines","380","25","Local transmission","0","20200323"
"8","Viet Nam","113","0","Local transmission","0","20200323"
"9","New Zealand","102","0","Local transmission","0","20200323"
"10","Brunei Darussalam","88","0","Local transmission","0","20200323"
"11","Cambodia","84","0","Local transmission","0","20200323"
"12","Mongolia","10","0","Imported cases only","1","20200323"
"13","Fiji","2","0","Local transmission","1","20200323"
"14","Papua New Guinea","1","0","Imported cases only","2","20200323"
"15","Territories**","","","","","20200323"
"16","Guam","27","1","Local transmission","0","20200323"
"17","French Polynesia","17","0","Local transmission","0","20200323"
"18","New Caledonia","5","0","Imported cases only","0","20200323"
"19","European Region ^","","","","","20200323"
"20","Italy","59138","5476","Local transmission","0","20200323"
"21","Spain","28572","1720","Local transmission","0","20200323"
"22","Germany","24774","94","Local transmission","0","20200323"
"23","France","15821","674","Local transmission","0","20200323"
"24","Switzerland","6971","60","Local transmission","0","20200323"
"25","The United Kingdom","5687","281","Local transmission","0","20200323"
"26","Netherlands","4204","179","Local transmission","0","20200323"
"27","Austria","3631","16","Local transmission","0","20200323"
"28","Belgium","3401","75","Local transmission","0","20200323"
"29","Norway","2132","7","Local transmission","0","20200323"
"30","Sweden","1906","21","Local transmission","0","20200323"
"31","Portugal","1600","14","Local transmission","0","20200323"
"32","Denmark","1395","13","Local transmission","0","20200323"
"33","Turkey","1236","30","Local transmission","0","20200323"
"34","Czechia","1165","1","Local transmission","0","20200323"
"35","Israel","1071","1","Local transmission","0","20200323"
"36","Ireland","906","4","Local transmission","0","20200323"
"37","Luxembourg","798","8","Local transmission","0","20200323"
"38","Poland","634","7","Local transmission","0","20200323"
"39","Finland","626","1","Local transmission","0","20200323"
"40","Greece","624","15","Local transmission","0","20200323"
"41","Iceland","568","1","Local transmission","0","20200323"
"42","Russian Federation","438","0","Local transmission","0","20200323"
