"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"120","Mexico","370","4","Local transmission","1","20200325"
"121","Panama","345","6","Local transmission","1","20200325"
"122","Dominican Republic","312","6","Local transmission","0","20200325"
"123","Colombia","306","3","Local transmission","0","20200325"
"124","Argentina","301","4","Local transmission","0","20200325"
"125","Costa Rica","177","2","Local transmission","0","20200325"
"126","Uruguay","162","0","Imported cases only","1","20200325"
"127","Venezuela (Bolivarian Republic of)","77","0","Local transmission","0","20200325"
"128","Trinidad and Tobago","57","0","Imported cases only","0","20200325"
"129","Cuba","48","1","Local transmission","0","20200325"
"130","Honduras","30","0","Local transmission","1","20200325"
"131","Bolivia (Plurinational State of)","28","0","Local transmission","0","20200325"
"132","Paraguay","27","2","Local transmission","0","20200325"
"133","Guatemala","21","1","Local transmission","0","20200325"
"134","Jamaica","21","1","Local transmission","0","20200325"
"135","Barbados","18","0","Local transmission","0","20200325"
"136","Haiti","7","0","Imported cases only","0","20200325"
"137","Suriname","6","0","Imported cases only","0","20200325"
"138","El Salvador","5","0","Imported cases only","0","20200325"
"139","Guyana","5","1","Local transmission","6","20200325"
"140","Bahamas","4","0","Local transmission","4","20200325"
"141","Antigua and Barbuda","3","0","Imported cases only","0","20200325"
"142","Saint Lucia","3","0","Imported cases only","1","20200325"
"143","Dominica","2","0","Imported cases only","0","20200325"
"144","Nicaragua","2","0","Imported cases only","3","20200325"
"145","Belize","1","0","Imported cases only","1","20200325"
"146","Grenada","1","0","Imported cases only","2","20200325"
"147","Saint Vincent and the Grenadines","1","0","Imported cases only","12","20200325"
"148","Guadeloupe","73","0","Imported cases only","0","20200325"
"149","Martinique","57","0","Imported cases only","0","20200325"
"150","Puerto Rico","39","2","Imported cases only","0","20200325"
"151","French Guiana","23","0","Local transmission","0","20200325"
"152","United States Virgin Island","17","0","Imported cases only","1","20200325"
"153","Aruba","12","0","Local transmission","0","20200325"
"154","Saint Martin","8","0","Under investigation","1","20200325"
"155","Bermuda","6","0","Imported cases only","1","20200325"
"156","Curaçao","6","1","Imported cases only","0","20200325"
"157","Cayman Islands","5","1","Imported cases only","1","20200325"
"158","Saint Barthélemy","3","0","Under investigation","9","20200325"
"159","Sint Maarten","2","0","Imported cases only","1","20200325"
"160","Montserrat","1","0","Imported cases only","7","20200325"
"161","Turks and Caicos Island","1","0","Imported cases only","1","20200325"
"162","South Africa","554","0","Local transmission","0","20200325"
"163","Algeria","264","17","Local transmission","0","20200325"
"164","Burkina Faso","114","3","Local transmission","0","20200325"
"165","Senegal","86","0","Local transmission","0","20200325"
"166","Cameroon","72","1","Local transmission","1","20200325"
"167","Côte d’Ivoire","72","0","Imported cases only","0","20200325"
"168","Ghana","53","2","Local transmission","0","20200325"
"169","Democratic Republic of the Congo","45","2","Local transmission","0","20200325"
"170","Mauritius","42","2","Imported cases only","0","20200325"
"171","Nigeria","42","0","Imported cases only","0","20200325"
"172","Rwanda","40","0","Local transmission","0","20200325"
"173","Kenya","25","0","Local transmission","0","20200325"
"174","Togo","20","0","Imported cases only","0","20200325"
"175","Madagascar","19","0","Imported cases only","0","20200325"
"176","Ethiopia","12","0","Imported cases only","0","20200325"
"177","United Republic of Tanzania","12","0","Imported cases only","2","20200325"
"178","Uganda","9","0","Imported cases only","1","20200325"
"179","Seychelles","7","0","Imported cases only","3","20200325"
"180","Equatorial Guinea","6","0","Imported cases only","3","20200325"
"181","Gabon","6","1","Imported cases only","2","20200325"
"182","Benin","5","0","Imported cases only","1","20200325"
"183","Central African Republic","4","0","Imported cases only","2","20200325"
"184","Congo","4","0","Imported cases only","3","20200325"
"185","Eswatini","4","0","Imported cases only","2","20200325"
"186","Guinea","4","0","Imported cases only","1","20200325"
"187","Namibia","4","0","Imported cases only","0","20200325"
"188","Cabo Verde","3","0","Imported cases only","3","20200325"
"189","Chad","3","0","Imported cases only","1","20200325"
"190","Liberia","3","0","Local transmission","3","20200325"
"191","Mozambique","3","0","Imported cases only","0","20200325"
"192","Zambia","3","0","Imported cases only","2","20200325"
"193","Angola","2","0","Imported cases only","3","20200325"
"194","Gambia","2","0","Imported cases only","0","20200325"
"195","Mauritania","2","0","Imported cases only","6","20200325"
"196","Niger","2","0","Imported cases only","1","20200325"
"197","Zimbabwe","2","1","Imported cases only","3","20200325"
"198","Eritrea","1","0","Imported cases only","3","20200325"
"199","Réunion","83","0","Local transmission","0","20200325"
"200","Mayotte","30","0","Local transmission","0","20200325"
"201","conveyance","712","7","Local transmission","9","20200325"
