country,confirmed,death,Transmission classification,Days since last reported case,date
Peru,19250,530,Community transmission,0,20200424
Chile,11812,168,Community transmission,0,20200424
Ecuador,11183,560,Community transmission,0,20200424
Mexico,10544,970,Community transmission,0,20200424
Dominican Republic,5543,265,Community transmission,0,20200424
Panama,4992,144,Community transmission,0,20200424
Colombia,4356,206,Community transmission,0,20200424
Argentina,3340,159,Community transmission,0,20200424
Cuba,1235,43,Clusters of cases,0,20200424
Costa Rica,681,6,Clusters of cases,0,20200424
Bolivia (Plurinational State of),672,40,Clusters of cases,0,20200424
Uruguay,549,12,Clusters of cases,0,20200424
Honduras,519,47,Clusters of cases,0,20200424
Guatemala,342,10,Clusters of cases,0,20200424
Venezuela (Bolivarian Republic of),298,10,Clusters of cases,0,20200424
El Salvador,250,8,Clusters of cases,0,20200424
Jamaica,243,6,Clusters of cases,0,20200424
Paraguay,213,9,Community transmission,1,20200424
Trinidad and Tobago,115,8,Sporadic cases,1,20200424
Barbados,76,6,Clusters of cases,0,20200424
Bahamas,70,9,Clusters of cases,0,20200424
Guyana,67,7,Clusters of cases,1,20200424
Haiti,62,4,Clusters of cases,0,20200424
Antigua and Barbuda,24,3,Clusters of cases,1,20200424
Belize,18,2,Sporadic cases,9,20200424
Dominica,16,0,Clusters of cases,13,20200424
Grenada,15,0,Clusters of cases,0,20200424
Saint Kitts and Nevis,15,0,Sporadic cases,3,20200424
Saint Lucia,15,0,Sporadic cases,12,20200424
Saint Vincent and the Grenadines,13,0,Sporadic cases,1,20200424
Nicaragua,10,2,Pending,2,20200424
Suriname,10,1,Sporadic cases,20,20200424
Puerto Rico,1416,48,Clusters of cases,0,20200424
Martinique,170,14,Clusters of cases,0,20200424
Guadeloupe,148,12,Clusters of cases,4,20200424
French Guiana,107,1,Clusters of cases,0,20200424
Aruba,100,2,Clusters of cases,1,20200424
Bermuda,99,5,Clusters of cases,0,20200424
Sint Maarten,73,12,Clusters of cases,0,20200424
Cayman Islands,66,1,Clusters of cases,2,20200424
United States Virgin Islands,54,3,Clusters of cases,2,20200424
Saint Martin,38,2,Sporadic cases,1,20200424
Curaçao,14,1,Sporadic cases,15,20200424
Falkland Islands (Malvinas),12,0,Clusters of cases,1,20200424
Montserrat,11,0,Sporadic cases,10,20200424
Turks and Caicos Islands,11,1,Sporadic cases,7,20200424
Saint Barthélemy,6,0,Sporadic cases,24,20200424
"Bonaire, Sint Eustatius and Saba",5,0,Sporadic cases,6,20200424
British Virgin Islands,5,1,Sporadic cases,0,20200424
Anguilla,3,0,Sporadic cases,20,20200424
Saint Pierre and Miquelon,1,0,Sporadic cases,16,20200424
South Africa,3953,75,Community transmission,0,20200424
Algeria,3007,407,Community transmission,0,20200424
Cameroon,1401,49,Clusters of cases,0,20200424
Ghana,1154,9,Clusters of cases,1,20200424
Côte d’Ivoire,1004,14,Clusters of cases,0,20200424
Nigeria,981,31,Community transmission,0,20200424
Guinea,862,6,Community transmission,0,20200424
Niger,671,24,Clusters of cases,0,20200424
Burkina Faso,600,38,Community transmission,1,20200424
Senegal,479,6,Clusters of cases,0,20200424
Democratic Republic of the Congo,394,25,Clusters of cases,0,20200424
Mauritius,331,9,Community transmission,0,20200424
Kenya,320,14,Clusters of cases,0,20200424
Mali,309,21,Clusters of cases,0,20200424
United Republic of Tanzania,285,10,Clusters of cases,1,20200424
Congo,186,6,Clusters of cases,1,20200424
Gabon,166,2,Clusters of cases,1,20200424
Rwanda,154,0,Clusters of cases,0,20200424
Madagascar,121,0,Clusters of cases,4,20200424
Ethiopia,116,3,Clusters of cases,1,20200424
Liberia,101,8,Clusters of cases,2,20200424
Togo,88,6,Clusters of cases,1,20200424
Equatorial Guinea,84,1,Clusters of cases,1,20200424
Zambia,76,3,Sporadic cases,0,20200424
Cabo Verde,67,1,Sporadic cases,2,20200424
Sierra Leone,64,1,Clusters of cases,0,20200424
Uganda,63,0,Sporadic cases,0,20200424
Benin,58,1,Sporadic cases,0,20200424
Guinea-Bissau,52,0,Sporadic cases,0,20200424
Mozambique,41,0,Sporadic cases,1,20200424
Eritrea,39,0,Sporadic cases,5,20200424
Chad,34,0,Sporadic cases,2,20200424
Malawi,33,3,Sporadic cases,0,20200424
Eswatini,31,1,Sporadic cases,1,20200424
Zimbabwe,28,4,Sporadic cases,2,20200424
Angola,25,2,Sporadic cases,0,20200424
Botswana,22,1,Sporadic cases,1,20200424
Central African Republic,16,0,Sporadic cases,0,20200424
Namibia,16,0,Sporadic cases,18,20200424
Burundi,11,1,Sporadic cases,2,20200424
Seychelles,11,0,Sporadic cases,17,20200424
Gambia,10,1,Sporadic cases,3,20200424
São Tomé and Príncipe,8,0,Sporadic cases,0,20200424
Mauritania,7,1,Sporadic cases,13,20200424
South Sudan,4,0,Sporadic cases,12,20200424
Réunion,412,0,Clusters of cases,0,20200424
Mayotte,339,4,Clusters of cases,0,20200424
