country,confirmed,death,Transmission classification,Days since last reported case,date
China,83157,3342,Local transmission,0,20200408
Republic of Korea,10384,200,Local transmission,0,20200408
Australia,5956,45,Local transmission,0,20200408
Japan,4257,81,Local transmission,0,20200408
Malaysia,3963,63,Local transmission,0,20200408
Philippines,3764,177,Local transmission,0,20200408
Singapore,1481,6,Local transmission,0,20200408
New Zealand,969,1,Local transmission,0,20200408
Viet Nam,249,0,Local transmission,0,20200408
Brunei Darussalam,135,1,Local transmission,3,20200408
Cambodia,115,0,Local transmission,1,20200408
Fiji,15,0,Local transmission,0,20200408
Mongolia,15,0,Imported cases only,1,20200408
Lao People's Democratic Republic,12,0,Local transmission,1,20200408
Papua New Guinea,1,0,Imported cases only,18,20200408
Guam,121,4,Local transmission,0,20200408
French Polynesia,47,0,Local transmission,0,20200408
New Caledonia,18,0,Local transmission,5,20200408
Northern Mariana Islands (Commonwealth of the),8,2,Local transmission,5,20200408
Spain,140510,13798,Local transmission,0,20200408
Italy,135586,17129,Local transmission,0,20200408
Germany,103228,1861,Local transmission,0,20200408
France,77226,10313,Local transmission,0,20200408
The United Kingdom,55246,6159,Local transmission,0,20200408
Turkey,34109,725,Local transmission,0,20200408
Belgium,22194,2035,Local transmission,0,20200408
Switzerland,22164,641,Local transmission,0,20200408
Netherlands,19580,2101,Local transmission,0,20200408
Austria,12640,243,Local transmission,0,20200408
Portugal,12442,345,Local transmission,0,20200408
Israel,9404,71,Local transmission,0,20200408
Sweden,7693,591,Local transmission,0,20200408
Russian Federation,7497,58,Local transmission,0,20200408
Norway,5863,69,Local transmission,0,20200408
Ireland,5709,210,Local transmission,0,20200408
Denmark,5071,203,Local transmission,0,20200408
Czechia,5017,88,Local transmission,0,20200408
Poland,4848,129,Local transmission,0,20200408
Romania,4417,182,Local transmission,0,20200408
Luxembourg,2970,44,Local transmission,0,20200408
Serbia,2447,61,Local transmission,0,20200408
Finland,2308,34,Local transmission,0,20200408
Greece,1832,81,Local transmission,0,20200408
Ukraine,1668,52,Local transmission,0,20200408
Iceland,1586,6,Local transmission,0,20200408
Croatia,1282,18,Local transmission,0,20200408
Estonia,1149,21,Local transmission,0,20200408
Republic of Moldova,1056,22,Local transmission,0,20200408
Slovenia,1055,36,Local transmission,0,20200408
Hungary,895,58,Local transmission,0,20200408
