country,confirmed,death,Transmission classification,Days since last reported case,date
China,84237,4642,Clusters of cases,0,20200420
Japan,10751,171,Clusters of cases,0,20200420
Republic of Korea,10674,236,Clusters of cases,0,20200420
Australia,6612,70,Clusters of cases,0,20200420
Singapore,6588,11,Clusters of cases,0,20200420
Philippines,6259,409,Clusters of cases,0,20200420
Malaysia,5389,89,Clusters of cases,0,20200420
New Zealand,1105,12,Clusters of cases,0,20200420
Viet Nam,268,0,Clusters of cases,3,20200420
Brunei Darussalam,138,1,Sporadic cases,0,20200420
Cambodia,122,0,Sporadic cases,8,20200420
Mongolia,32,0,Sporadic cases,0,20200420
Lao People's Democratic Republic,19,0,Sporadic cases,7,20200420
Fiji,17,0,Sporadic cases,3,20200420
Papua New Guinea,7,0,Sporadic cases,3,20200420
Guam,133,5,Clusters of cases,8,20200420
French Polynesia,55,0,Sporadic cases,6,20200420
New Caledonia,18,0,Sporadic cases,17,20200420
Northern Mariana Islands (Commonwealth of the),14,2,Pending,2,20200420
Spain,195944,20453,Pending,0,20200420
Italy,178972,23660,Pending,0,20200420
Germany,141672,4404,Pending,0,20200420
The United Kingdom,120071,16060,Pending,0,20200420
France,111463,19689,Pending,0,20200420
Turkey,86306,2017,Community transmission,0,20200420
Russian Federation,42853,361,Clusters of cases,1,20200420
Belgium,38496,5683,Pending,0,20200420
Netherlands,32655,3684,Pending,0,20200420
Switzerland,27658,1134,Community transmission,0,20200420
Portugal,20206,714,Pending,0,20200420
Ireland,15251,610,Pending,0,20200420
Austria,14710,452,Pending,0,20200420
Sweden,14385,1540,Pending,0,20200420
Israel,13362,171,Pending,0,20200420
Poland,9287,360,Pending,0,20200420
Romania,8746,434,Pending,0,20200420
Denmark,7384,355,Pending,0,20200420
Norway,7068,154,Pending,0,20200420
Czechia,6787,188,Pending,0,20200420
Serbia,6318,122,Pending,0,20200420
Ukraine,5710,151,Community transmission,0,20200420
Belarus,4779,47,Clusters of cases,2,20200420
Finland,3783,94,Pending,0,20200420
Luxembourg,3550,73,Pending,0,20200420
Republic of Moldova,2472,67,Pending,0,20200420
Greece,2235,110,Pending,0,20200420
Hungary,1984,199,Pending,0,20200420
Croatia,1871,47,Pending,0,20200420
Iceland,1771,9,Pending,0,20200420
Uzbekistan,1565,5,Clusters of cases,0,20200420
Kazakhstan,1546,17,Pending,2,20200420
Estonia,1528,40,Pending,0,20200420
Azerbaijan,1398,19,Clusters of cases,0,20200420
Slovenia,1330,74,Pending,0,20200420
Lithuania,1326,36,Pending,0,20200420
Armenia,1291,20,Clusters of cases,0,20200420
Bosnia and Herzegovina,1286,46,Community transmission,0,20200420
North Macedonia,1207,51,Clusters of cases,0,20200420
Slovakia,1161,12,Pending,0,20200420
Bulgaria,915,43,Pending,0,20200420
Cyprus,767,17,Pending,0,20200420
Latvia,727,5,Pending,0,20200420
Andorra,717,36,Community transmission,0,20200420
Kyrgyzstan,568,7,Pending,0,20200420
Albania,562,26,Clusters of cases,0,20200420
San Marino,461,39,Community transmission,0,20200420
Malta,427,3,Pending,0,20200420
Georgia,399,4,Clusters of cases,0,20200420
Montenegro,308,5,Clusters of cases,1,20200420
Monaco,98,1,Sporadic cases,2,20200420
Liechtenstein,82,1,Pending,1,20200420
Holy See,8,0,Sporadic cases,11,20200420
Kosovo,535,12,Community transmission,0,20200420
Isle of Man,297,4,Pending,0,20200420
Jersey,245,12,Pending,0,20200420
Guernsey,239,9,Pending,0,20200420
Faroe Islands,185,0,Pending,0,20200420
Gibraltar,133,0,Pending,2,20200420
Greenland,11,0,Pending,14,20200420
India,17265,543,Clusters of cases,0,20200420
Indonesia,6575,582,Community transmission,0,20200420
Thailand,2792,47,Pending,0,20200420
Bangladesh,2456,91,Pending,0,20200420
Sri Lanka,271,7,Clusters of cases,0,20200420
Myanmar,111,5,Clusters of cases,0,20200420
Maldives,51,0,Sporadic cases,0,20200420
Nepal,31,0,Sporadic cases,1,20200420
Timor-Leste,19,0,Sporadic cases,1,20200420
Bhutan,5,0,Sporadic cases,17,20200420
Iran (Islamic Republic of),82211,5118,Community transmission,0,20200420
Saudi Arabia,9362,97,Clusters of cases,0,20200420
Pakistan,8418,176,Clusters of cases,0,20200420
United Arab Emirates,6781,41,Pending,0,20200420
Qatar,5448,8,Pending,0,20200420
Egypt,3144,239,Clusters of cases,0,20200420
Morocco,2855,141,Clusters of cases,0,20200420
Kuwait,1915,7,Clusters of cases,0,20200420
Bahrain,1881,7,Clusters of cases,0,20200420
Iraq,1539,82,Clusters of cases,0,20200420
Oman,1410,7,Clusters of cases,0,20200420
Afghanistan,996,33,Clusters of cases,0,20200420
Tunisia,866,37,Community transmission,1,20200420
Djibouti,846,2,Clusters of cases,0,20200420
Lebanon,673,21,Clusters of cases,1,20200420
Jordan,417,7,Clusters of cases,0,20200420
Somalia,164,7,Sporadic cases,0,20200420
Sudan,92,12,Sporadic cases,0,20200420
Libya,51,1,Clusters of cases,0,20200420
Syrian Arab Republic,39,3,Community transmission,0,20200420
Yemen,1,0,Pending,9,20200420
occupied Palestinian territory,324,2,Clusters of cases,0,20200420
United States of America,723605,34203,Community transmission,0,20200420
Brazil,36599,2347,Community transmission,0,20200420
Canada,33909,1506,Community transmission,0,20200420
Peru,14420,348,Community transmission,0,20200420
Chile,10888,133,Community transmission,0,20200420
Ecuador,9468,474,Community transmission,0,20200420
Mexico,7497,650,Community transmission,0,20200420
Dominican Republic,4680,226,Community transmission,0,20200420
Panama,4273,120,Community transmission,0,20200420
Colombia,3621,166,Community transmission,0,20200420
Argentina,2839,132,Community transmission,0,20200420
Cuba,1035,34,Clusters of cases,0,20200420
Costa Rica,655,4,Clusters of cases,0,20200420
Bolivia (Plurinational State of),520,32,Clusters of cases,0,20200420
Uruguay,517,9,Clusters of cases,0,20200420
Honduras,472,46,Clusters of cases,0,20200420
Guatemala,257,7,Clusters of cases,0,20200420
Venezuela (Bolivarian Republic of),228,9,Clusters of cases,0,20200420
Paraguay,206,8,Community transmission,0,20200420
El Salvador,201,7,Clusters of cases,0,20200420
Jamaica,173,5,Clusters of cases,0,20200420
Trinidad and Tobago,114,8,Sporadic cases,4,20200420
Barbados,75,5,Clusters of cases,3,20200420
Guyana,63,7,Clusters of cases,1,20200420
Bahamas,58,9,Clusters of cases,0,20200420
Haiti,44,3,Clusters of cases,1,20200420
Antigua and Barbuda,23,3,Clusters of cases,6,20200420
Belize,18,2,Sporadic cases,5,20200420
Dominica,16,0,Clusters of cases,9,20200420
Saint Lucia,15,0,Sporadic cases,8,20200420
Saint Kitts and Nevis,14,0,Sporadic cases,4,20200420
Grenada,13,0,Clusters of cases,8,20200420
Saint Vincent and the Grenadines,12,0,Sporadic cases,9,20200420
Suriname,10,1,Sporadic cases,16,20200420
Nicaragua,9,1,Pending,7,20200420
Puerto Rico,1213,62,Clusters of cases,0,20200420
Martinique,163,12,Clusters of cases,1,20200420
Guadeloupe,148,11,Clusters of cases,0,20200420
Aruba,97,2,Clusters of cases,0,20200420
French Guiana,96,0,Clusters of cases,3,20200420
Bermuda,86,5,Clusters of cases,0,20200420
Sint Maarten,64,9,Clusters of cases,0,20200420
Cayman Islands,61,1,Clusters of cases,2,20200420
United States Virgin Islands,53,3,Clusters of cases,1,20200420
Saint Martin,37,2,Sporadic cases,1,20200420
Curaçao,14,1,Sporadic cases,11,20200420
Falkland Islands (Malvinas),11,0,Clusters of cases,5,20200420
Montserrat,11,0,Sporadic cases,6,20200420
Turks and Caicos Islands,11,1,Sporadic cases,3,20200420
Saint Barthélemy,6,0,Sporadic cases,20,20200420
"Bonaire, Sint Eustatius and Saba",5,0,Sporadic cases,2,20200420
British Virgin Islands,4,1,Sporadic cases,0,20200420
Anguilla,3,0,Sporadic cases,16,20200420
Saint Pierre and Miquelon,1,0,Sporadic cases,12,20200420
South Africa,3158,54,Community transmission,0,20200420
Algeria,2629,375,Community transmission,0,20200420
Ghana,1042,9,Clusters of cases,0,20200420
Cameroon,1016,21,Clusters of cases,2,20200420
Côte d’Ivoire,847,9,Clusters of cases,0,20200420
Niger,648,20,Clusters of cases,0,20200420
Burkina Faso,565,36,Clusters of cases,0,20200420
Nigeria,541,19,Clusters of cases,0,20200420
Guinea,477,3,Clusters of cases,1,20200420
Senegal,367,3,Clusters of cases,0,20200420
Democratic Republic of the Congo,332,25,Clusters of cases,0,20200420
Mauritius,328,9,Clusters of cases,0,20200420
Kenya,270,14,Clusters of cases,0,20200420
Mali,224,14,Sporadic cases,0,20200420
United Republic of Tanzania,171,7,Sporadic cases,0,20200420
Rwanda,147,0,Sporadic cases,0,20200420
Congo,143,6,Clusters of cases,2,20200420
Madagascar,121,0,Clusters of cases,0,20200420
Gabon,109,1,Sporadic cases,0,20200420
Ethiopia,108,3,Sporadic cases,0,20200420
Liberia,91,8,Sporadic cases,0,20200420
Togo,83,5,Sporadic cases,2,20200420
Equatorial Guinea,79,0,Sporadic cases,1,20200420
Zambia,61,3,Sporadic cases,0,20200420
Cabo Verde,55,1,Sporadic cases,3,20200420
Uganda,55,0,Sporadic cases,4,20200420
Guinea-Bissau,50,0,Sporadic cases,2,20200420
Eritrea,39,0,Sporadic cases,1,20200420
Benin,37,1,Sporadic cases,3,20200420
Mozambique,35,0,Sporadic cases,0,20200420
Sierra Leone,35,0,Sporadic cases,0,20200420
Chad,33,0,Sporadic cases,2,20200420
Zimbabwe,25,3,Sporadic cases,1,20200420
Eswatini,22,1,Sporadic cases,1,20200420
Botswana,20,1,Sporadic cases,0,20200420
Angola,19,2,Sporadic cases,11,20200420
Malawi,17,2,Sporadic cases,2,20200420
Namibia,16,0,Sporadic cases,14,20200420
Central African Republic,12,0,Sporadic cases,3,20200420
Seychelles,11,0,Sporadic cases,13,20200420
Gambia,9,1,Sporadic cases,8,20200420
Mauritania,7,1,Sporadic cases,9,20200420
Burundi,6,1,Sporadic cases,0,20200420
São Tomé and Príncipe,4,0,Pending,13,20200420
South Sudan,4,0,Pending,8,20200420
Réunion,408,0,Clusters of cases,0,20200420
Mayotte,284,4,Clusters of cases,0,20200420
