"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"50","Cyprus","14","0","Imported cases only","0","20200314"
"51","Malta","12","0","Imported cases only","0","20200314"
"52","Azerbaijan","11","0","Imported cases only","1","20200314"
"53","Bosnia and Herzegovina","11","0","Local transmission","0","20200314"
"54","North Macedonia","9","0","Local transmission","0","20200314"
"55","Armenia","8","0","Imported cases only","0","20200314"
"56","Republic of Moldova","8","0","Imported cases only","0","20200314"
"57","Bulgaria","7","1","Local transmission","2","20200314"
"58","Lithuania","6","0","Imported cases only","0","20200314"
"59","Turkey","5","0","Imported cases only","0","20200314"
"60","Liechtenstein","4","0","Imported cases only","1","20200314"
"61","Ukraine","3","1","Local transmission","0","20200314"
"62","Andorra","2","0","Imported cases only","0","20200314"
"63","Monaco","2","0","Under investigation","0","20200314"
"64","Holy See","1","0","Under investigation","8","20200314"
"65","Faroe Islands","3","0","Imported cases only","0","20200314"
"66","Gibraltar","1","0","Under investigation","10","20200314"
"67","Guernsey","1","0","Imported cases only","4","20200314"
"68","Jersey","2","0","Imported cases only","1","20200314"
"69","India","82","2","Local transmission","0","20200314"
"70","Thailand","75","1","Local transmission","1","20200314"
"71","Indonesia","69","3","Local transmission","0","20200314"
"72","Maldives","9","0","Local transmission","0","20200314"
"73","Sri Lanka","6","0","Local transmission","0","20200314"
"74","Bangladesh","3","0","Local transmission","5","20200314"
"75","Bhutan","1","0","Imported cases only","8","20200314"
"76","Nepal","1","0","Imported cases only","50","20200314"
"77","Iran (Islamic Republic of)","11364","514","Local transmission","0","20200314"
"78","Qatar","262","0","Local transmission","2","20200314"
"79","Bahrain","210","0","Local transmission","0","20200314"
"80","Kuwait","100","0","Local transmission","0","20200314"
"81","Egypt","93","2","Local transmission","0","20200314"
"82","Iraq","93","9","Local transmission","0","20200314"
"83","United Arab Emirates","85","0","Local transmission","1","20200314"
"84","Lebanon","77","3","Local transmission","0","20200314"
"85","Saudi Arabia","62","0","Local transmission","0","20200314"
"86","Pakistan","21","0","Imported cases only","0","20200314"
"87","Oman","19","0","Imported cases only","0","20200314"
"88","Tunisia","16","0","Local transmission","0","20200314"
"89","Afghanistan","7","0","Imported cases only","2","20200314"
"90","Morocco","7","1","Local transmission","0","20200314"
"91","Jordan","1","0","Imported cases only","11","20200314"
"92","Sudan","1","0","Imported cases only","0","20200314"
"93","occupied Palestinian territory","35","0","Local transmission","0","20200314"
"94","United States of America","1678","41","Local transmission","0","20200314"
"95","Canada","176","1","Local transmission","0","20200314"
"96","Brazil","98","0","Local transmission","0","20200314"
"97","Chile","43","0","Local transmission","0","20200314"
"98","Argentina","34","2","Local transmission","0","20200314"
"99","Peru","28","0","Local transmission","0","20200314"
"100","Panama","27","1","Local transmission","0","20200314"
"101","Mexico","26","0","Imported cases only","0","20200314"
"102","Costa Rica","23","0","Local transmission","0","20200314"
"103","Ecuador","23","0","Local transmission","0","20200314"
"104","Colombia","16","0","Imported cases only","0","20200314"
"105","Jamaica","7","0","Imported cases only","0","20200314"
"106","Guyana","1","1","Imported cases only","1","20200314"
"107","Paraguay","6","0","Local transmission","0","20200314"
"108","Dominican Republic","5","0","Imported cases only","4","20200314"
"109","Cuba","4","0","Imported cases only","0","20200314"
"110","Bolivia (Plurinational State of)","3","0","Imported cases only","1","20200314"
"111","Puerto Rico","3","0","Imported cases only","0","20200314"
"112","Honduras","2","0","Imported cases only","2","20200314"
"113","Venezuela (Bolivarian Republic of)","2","0","Imported cases only","0","20200314"
"114","Antigua and Barbuda","1","0","Imported cases only","0","20200314"
"115","Guadeloupe","1","0","Imported cases only","0","20200314"
"116","Saint Vincent and the Grenadines","1","0","Imported cases only","1","20200314"
"117","Trinidad and Tobago","1","0","Imported cases only","0","20200314"
"118","French Guiana","6","0","Imported cases only","1","20200314"
"119","Martinique","6","0","Imported cases only","0","20200314"
"120","Saint Martin","2","0","Under investigation","11","20200314"
"121","Saint Barthelemy","1","0","Under investigation","11","20200314"
"122","Cayman Islands","1","0","Imported cases only","0","20200314"
"123","Algeria","26","2","Local transmission","0","20200314"
"124","South Africa","17","0","Local transmission","1","20200314"
"125","Senegal","10","0","Local transmission","1","20200314"
"126","Burkina Faso","2","0","Imported cases only","3","20200314"
"127","Cameroon","2","0","Local transmission","7","20200314"
"128","Democratic Republic of the Congo","2","0","Imported cases only","0","20200314"
"129","Nigeria","2","0","Imported cases only","5","20200314"
"130","Cote d’Ivoire","1","0","Imported cases only","2","20200314"
"131","Ethiopia","1","0","Imported cases only","0","20200314"
"132","Gabon","1","0","Imported cases only","0","20200314"
"133","Ghana","1","0","Imported cases only","0","20200314"
"134","Guinea","1","0","Imported cases only","0","20200314"
"135","Kenya","1","0","Imported cases only","0","20200314"
"136","Togo","1","0","Imported cases only","7","20200314"
"137","Réunion","5","0","Imported cases only","0","20200314"
"138","","697","7","Local transmission","0","20200314"
