"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"1","Republic of Korea","6284","42","Local transmission","0","20200306"
"2","Japan","349","6","Local transmission","0","20200306"
"3","Singapore","117","0","Local transmission","0","20200306"
"4","Australia","57","2","Local transmission","1","20200306"
"5","Malaysia","55","0","Local transmission","0","20200306"
"6","Viet Nam","16","0","Local transmission","22","20200306"
"7","Philippines","5","1","Local transmission","0","20200306"
"8","New Zealand","4","0","Local transmission","0","20200306"
"9","Cambodia","1","0","Imported cases only","38","20200306"
"10","China","80711","3045","","","20200306"
"11","Italy","3858","148","Local transmission","0","20200306"
"12","Germany","534","0","Local transmission","0","20200306"
"13","France","420","6","Local transmission","0","20200306"
"14","Spain","257","3","Local transmission","0","20200306"
"15","The United Kingdom","118","0","Local transmission","0","20200306"
"16","Norway","86","0","Local transmission","0","20200306"
"17","Switzerland","86","1","Local transmission","0","20200306"
"18","Netherlands","82","0","Local transmission","0","20200306"
"19","Sweden","61","0","Local transmission","0","20200306"
"20","Belgium","50","0","Local transmission","1","20200306"
"21","Austria","47","0","Imported cases only","0","20200306"
"22","Greece","32","0","Local transmission","1","20200306"
"23","Iceland","26","0","Imported cases only","1","20200306"
"24","San Marino","21","0","Local transmission","0","20200306"
"25","Denmark","18","0","Local transmission","1","20200306"
"26","Israel","15","0","Local transmission","1","20200306"
"27","Ireland","14","0","Local transmission","0","20200306"
"28","Czechia","12","0","Local transmission","0","20200306"
"29","Finland","12","0","Local transmission","0","20200306"
"30","Croatia","10","0","Local transmission","0","20200306"
"31","Georgia","9","0","Imported cases only","0","20200306"
"32","Portugal","9","0","Local transmission","1","20200306"
"33","Belarus","6","0","Local transmission","1","20200306"
"34","Romania","6","0","Local transmission","0","20200306"
"35","Slovenia","6","0","Local transmission","0","20200306"
"36","Russian Federation","4","0","Imported cases only","0","20200306"
"37","Azerbaijan","3","0","Imported cases only","5","20200306"
"38","Estonia","3","0","Imported cases only","0","20200306"
"39","Bosnia and","","","Local transmission","","20200306"
"40","Bosnia and Herzegovina","2","0","","1","20200306"
"41","Herzegovina","","","","","20200306"
"42","Hungary","2","0","Imported cases only","1","20200306"
"43","Andorra","1","0","Imported cases only","3","20200306"
"44","Armenia","1","0","Imported cases only","4","20200306"
"45","Latvia","1","0","Imported cases only","3","20200306"
"46","Liechtenstein","1","0","Imported cases only","0","20200306"
"47","Lithuania","1","0","Imported cases only","7","20200306"
"48","Luxembourg","1","0","Imported cases only","4","20200306"
"49","Monaco","1","0","Under investigation","5","20200306"
"50","North Macedonia","1","0","Imported cases only","8","20200306"
"51","Poland","1","0","Imported cases only","2","20200306"
"52","Serbia","1","0","Under investigation","0","20200306"
"53","Ukraine","1","0","Imported cases only","2","20200306"
"54","Gibraltar","1","0","Under investigation","2","20200306"
"55","Thailand","47","1","Local transmission","1","20200306"
"56","India","30","0","Local transmission","0","20200306"
"57","Indonesia","2","0","Local transmission","4","20200306"
"58","Bhutan","1","0","Imported cases only","0","20200306"
"59","Nepal","1","0","Imported cases only","42","20200306"
"60","Sri Lanka","1","0","Imported cases only","39","20200306"
"61","Iran (Islamic Republic of)","3513","107","Local transmission","0","20200306"
"62","Kuwait","58","0","Imported cases only","1","20200306"
"63","Bahrain","49","0","Imported cases only","3","20200306"
"64","Iraq","36","2","Imported cases only","1","20200306"
"65","united Arab Emirates","27","0","Local transmission","2","20200306"
"66","Lebanon","16","0","Local transmission","0","20200306"
"67","Oman","16","0","Imported cases only","0","20200306"
"68","Qatar","8","0","Imported cases only","2","20200306"
"69","Saudi Arabia","8","0","Imported cases only","0","20200306"
"70","Pakistan","5","0","Imported cases only","3","20200306"
"71","Egypt","3","0","Imported cases only","0","20200306"
"72","Morocco","2","0","Imported cases only","1","20200306"
"73","Afghanistan","1","0","Imported cases only","11","20200306"
"74","Jordan","1","0","Imported cases only","3","20200306"
"75","Tunisia","1","0","Imported cases only","3","20200306"
"76","occupied Palestinian territory","7","0","Imported cases only","1","20200306"
"77","United States of America","148","10","Local transmission","0","20200306"
"78","Canada","45","0","Local transmission","0","20200306"
"79","Ecuador","13","0","Local transmission","0","20200306"
"80","Brazil","7","0","Imported cases only","0","20200306"
"81","Mexico","5","0","Imported cases only","4","20200306"
"82","Argentina","1","0","Imported cases only","2","20200306"
"83","Chile","1","0","Imported cases only","2","20200306"
"84","Dominican Republic","1","0","Imported cases only","4","20200306"
"85","Saint Martin","2","0","Under investigation","3","20200306"
"86","Saint Barthélemy","1","0","Under investigation","3","20200306"
"87","Algeria","12","0","Local transmission","1","20200306"
"88","Senegal","4","0","Imported cases only","1","20200306"
"89","Cameroon","1","0","Imported cases only","0","20200306"
"90","Nigeria","1","0","Imported cases only","7","20200306"
"91","South Africa","1","0","Imported cases only","0","20200306"
"92","conveyance","696","6","Local transmission","0","20200306"
