country,confirmed,death,Transmission classification,Days since last reported case,date
Armenia,736,7,Local transmission,0,20200404
Hungary,678,32,Local transmission,0,20200404
Republic of Moldova,591,9,Local transmission,1,20200404
Bosnia and Herzegovina,586,18,Local transmission,0,20200404
Latvia,493,1,Local transmission,0,20200404
Bulgaria,485,14,Local transmission,0,20200404
Kazakhstan,460,3,Local transmission,0,20200404
Slovakia,450,0,Local transmission,0,20200404
Azerbaijan,443,5,Local transmission,0,20200404
Andorra,442,16,Local transmission,0,20200404
North Macedonia,430,12,Local transmission,0,20200404
Cyprus,396,11,Local transmission,0,20200404
Albania,333,17,Local transmission,0,20200404
Belarus,254,4,Local transmission,1,20200404
San Marino,252,32,Local transmission,0,20200404
Uzbekistan,241,2,Local transmission,0,20200404
Malta,202,0,Local transmission,0,20200404
Montenegro,160,2,Local transmission,0,20200404
Georgia,157,0,Local transmission,0,20200404
Kyrgyzstan,144,1,Local transmission,0,20200404
Liechtenstein,76,0,Under investigation,0,20200404
Monaco,37,0,Local transmission,3,20200404
Holy See,7,0,Under investigation,1,20200404
Faroe Islands,179,0,Local transmission,0,20200404
Kosovo,132,1,Local transmission,0,20200404
Jersey,118,2,Local transmission,0,20200404
Guernsey,114,2,Local transmission,0,20200404
Isle of Man,114,1,Local transmission,0,20200404
Gibraltar,95,1,Local transmission,0,20200404
Greenland,10,0,Under investigation,6,20200404
India,2301,56,Local transmission,0,20200404
Indonesia,1986,181,Local transmission,0,20200404
Thailand,1978,19,Local transmission,0,20200404
Sri Lanka,151,4,Local transmission,0,20200404
Bangladesh,61,6,Local transmission,0,20200404
Myanmar,20,1,Local transmission,0,20200404
Maldives,19,0,Local transmission,1,20200404
Nepal,6,0,Imported cases only,1,20200404
Bhutan,5,0,Imported cases only,1,20200404
Timor-Leste,1,0,Imported cases only,14,20200404
Iran (Islamic Republic of),53183,3294,Local transmission,0,20200404
Pakistan,2450,35,Local transmission,1,20200404
Saudi Arabia,2039,25,Local transmission,0,20200404
United Arab Emirates,1264,9,Local transmission,0,20200404
Qatar,1075,3,Local transmission,0,20200404
Egypt,985,66,Local transmission,0,20200404
Morocco,844,50,Local transmission,0,20200404
Iraq,820,54,Local transmission,0,20200404
Bahrain,673,4,Local transmission,0,20200404
Lebanon,508,17,Local transmission,1,20200404
Tunisia,495,18,Local transmission,0,20200404
Kuwait,479,1,Local transmission,1,20200404
Jordan,310,5,Local transmission,0,20200404
Oman,277,1,Local transmission,0,20200404
Afghanistan,270,5,Local transmission,0,20200404
Djibouti,50,0,Local transmission,0,20200404
Libya,17,1,Local transmission,0,20200404
Syrian Arab Republic,16,2,Imported cases only,1,20200404
Sudan,10,2,Local transmission,0,20200404
Somalia,7,0,Imported cases only,0,20200404
occupied Palestinian territory,193,1,Local transmission,0,20200404
United States of America,241703,5854,Local transmission,0,20200404
Canada,11732,152,Local transmission,0,20200404
Brazil,7910,299,Local transmission,0,20200404
Chile,3737,22,Local transmission,0,20200404
Ecuador,3163,120,Local transmission,1,20200404
Mexico,1510,50,Local transmission,0,20200404
Dominican Republic,1488,68,Local transmission,0,20200404
Panama,1475,37,Local transmission,0,20200404
Peru,1414,51,Local transmission,0,20200404
Argentina,1265,37,Local transmission,0,20200404
Colombia,1161,19,Local transmission,0,20200404
Costa Rica,396,2,Local transmission,0,20200404
Uruguay,369,4,Local transmission,0,20200404
Cuba,269,6,Local transmission,0,20200404
Honduras,222,15,Local transmission,0,20200404
Venezuela (Bolivarian Republic of),144,3,Local transmission,1,20200404
Bolivia (Plurinational State of),132,9,Local transmission,0,20200404
Trinidad and Tobago,97,6,Local transmission,0,20200404
Paraguay,92,3,Local transmission,0,20200404
Guatemala,50,1,Local transmission,0,20200404
Jamaica,47,3,Local transmission,0,20200404
El Salvador,46,2,Local transmission,0,20200404
Barbados,45,0,Local transmission,1,20200404
Bahamas,24,3,Local transmission,0,20200404
Guyana,19,4,Local transmission,2,20200404
Haiti,18,0,Imported cases only,0,20200404
Saint Lucia,13,0,Local transmission,2,20200404
Dominica,11,0,Local transmission,8,20200404
Grenada,10,0,Local transmission,1,20200404
Suriname,10,0,Local transmission,0,20200404
Saint Kitts and Nevis,8,0,Imported cases only,3,20200404
Antigua and Barbuda,7,0,Imported cases only,7,20200404
Nicaragua,5,1,Imported cases only,2,20200404
Belize,3,0,Local transmission,4,20200404
Saint Vincent and the Grenadines,3,0,Imported cases only,0,20200404
Puerto Rico,378,15,Local transmission,0,20200404
Martinique,138,3,Local transmission,0,20200404
Guadeloupe,130,7,Local transmission,0,20200404
Aruba,62,0,Local transmission,0,20200404
French Guiana,57,0,Local transmission,0,20200404
United States Virgin Islands,37,0,Local transmission,0,20200404
Bermuda,35,0,Local transmission,0,20200404
Cayman Islands,28,1,Local transmission,0,20200404
Sint Maarten,23,2,Imported cases only,0,20200404
Saint Martin,22,2,Under investigation,1,20200404
Curaçao,11,1,Imported cases only,4,20200404
Saint Barthélemy,6,0,Under investigation,4,20200404
Montserrat,5,0,Imported cases only,7,20200404
Turks and Caicos Islands,5,0,Local transmission,4,20200404
Anguilla,3,0,Local transmission,0,20200404
British Virgin Islands,3,0,Imported cases only,3,20200404
"Bonaire, Sint Eustatius and Saba",2,0,Imported cases only,0,20200404
South Africa,1505,7,Local transmission,0,20200404
Algeria,986,83,Local transmission,1,20200404
Burkina Faso,261,15,Local transmission,3,20200404
Cameroon,246,7,Local transmission,1,20200404
Senegal,207,1,Local transmission,0,20200404
Ghana,204,5,Local transmission,1,20200404
Côte d’Ivoire,203,1,Local transmission,0,20200404
Nigeria,190,2,Local transmission,0,20200404
Mauritius,186,7,Local transmission,0,20200404
Democratic Republic of the Congo,134,13,Local transmission,1,20200404
Kenya,122,4,Local transmission,0,20200404
Niger,98,5,Local transmission,0,20200404
Rwanda,89,0,Local transmission,0,20200404
Madagascar,65,0,Local transmission,1,20200404
Guinea,52,0,Local transmission,1,20200404
Uganda,45,0,Local transmission,0,20200404
Congo,41,3,Local transmission,1,20200404
Togo,39,2,Local transmission,1,20200404
Zambia,39,1,Local transmission,1,20200404
Mali,36,3,Local transmission,0,20200404
Ethiopia,35,0,Local transmission,0,20200404
Gabon,21,1,Imported cases only,0,20200404
Eritrea,20,0,Local transmission,1,20200404
United Republic of Tanzania,20,1,Local transmission,2,20200404
Equatorial Guinea,15,0,Local transmission,1,20200404
Guinea-Bissau,15,0,Imported cases only,0,20200404
Benin,13,0,Imported cases only,2,20200404
Namibia,13,0,Local transmission,1,20200404
Angola,10,2,Imported cases only,0,20200404
Mozambique,10,0,Local transmission,2,20200404
Seychelles,10,0,Imported cases only,2,20200404
Eswatini,9,0,Imported cases only,7,20200404
Zimbabwe,9,1,Local transmission,0,20200404
Central African Republic,8,0,Imported cases only,2,20200404
Chad,7,0,Imported cases only,3,20200404
Liberia,7,0,Local transmission,0,20200404
Mauritania,6,1,Imported cases only,0,20200404
Cabo Verde,5,1,Imported cases only,7,20200404
Botswana,4,1,Imported cases only,1,20200404
Gambia,4,1,Imported cases only,1,20200404
Burundi,3,0,Local transmission,0,20200404
Malawi,3,0,Local transmission,1,20200404
Sierra Leone,2,0,Imported cases only,2,20200404
Réunion,321,0,Local transmission,0,20200404
Mayotte,128,2,Local transmission,1,20200404
