"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"104","Djibouti","1","0","Under investigation","3","20200322"
"105","Somalia","1","0","Imported cases only","5","20200322"
"106","occupied Palestinian territory","52","0","Local transmission","0","20200322"
"107","United States of America","15219","201","Local transmission","1","20200322"
"108","Canada","1048","13","Local transmission","0","20200322"
"109","Brazil","904","11","Local transmission","0","20200322"
"110","Ecuador","506","7","Local transmission","0","20200322"
"111","Chile","434","1","Local transmission","1","20200322"
"112","Peru","318","2","Local transmission","0","20200322"
"113","Colombia","196","0","Local transmission","0","20200322"
"114","Mexico","164","1","Imported cases only","1","20200322"
"115","Argentina","158","3","Local transmission","0","20200322"
"116","Panama","137","1","Local transmission","1","20200322"
"117","Costa Rica","113","2","Local transmission","1","20200322"
"118","Uruguay","94","0","Imported cases only","1","20200322"
"119","Dominican Republic","72","2","Local transmission","1","20200322"
"120","Venezuela (Bolivarian Republic of)","36","0","Imported cases only","3","20200322"
"121","Honduras","24","0","Imported cases only","1","20200322"
"122","Bolivia (Plurinational State of)","19","0","Local transmission","0","20200322"
"123","Paraguay","18","1","Local transmission","0","20200322"
"124","Cuba","16","1","Imported cases only","1","20200322"
"125","Jamaica","16","1","Local transmission","1","20200322"
"126","Guatemala","12","1","Imported cases only","1","20200322"
"127","Trinidad and Tobago","9","0","Imported cases only","2","20200322"
"128","Barbados","5","0","Imported cases only","1","20200322"
"129","Guyana","5","1","Local transmission","3","20200322"
"130","Bahamas","4","0","Local transmission","1","20200322"
"131","Haiti","2","0","Imported cases only","1","20200322"
"132","Nicaragua","2","0","Imported cases only","0","20200322"
"133","Saint Lucia","2","0","Imported cases only","6","20200322"
"134","Suriname","2","0","Imported cases only","1","20200322"
"135","Antigua and Barbuda","1","0","Imported cases only","8","20200322"
"136","El Salvador","1","0","Imported cases only","2","20200322"
"137","Saint Vincent and the Grenadines","1","0","Imported cases only","8","20200322"
"138","Guadeloupe","51","0","Imported cases only","1","20200322"
"139","Martinique","32","0","Imported cases only","2","20200322"
"140","Puerto Rico","21","1","Imported cases only","0","20200322"
"141","French Guiana","15","0","Local transmission","2","20200322"
"142","United States Virgin Island","6","0","Imported cases only","0","20200322"
"143","Aruba","5","0","Imported cases only","2","20200322"
"144","Saint Martin","4","0","Under investigation","3","20200322"
"145","Cayman Islands","3","1","Imported cases only","2","20200322"
"146","Curaçao","3","1","Imported cases only","4","20200322"
"147","Saint Barthélemy","3","0","Under investigation","6","20200322"
"148","Bermuda","2","0","Imported cases only","3","20200322"
"149","Montserrat","1","0","Imported cases only","3","20200322"
"150","Sint Maarten","1","0","Imported cases only","3","20200322"
"151","South Africa","240","0","Local transmission","0","20200322"
"152","Algeria","94","15","Local transmission","1","20200322"
"153","Burkina Faso","72","3","Local transmission","0","20200322"
"154","Senegal","56","0","Local transmission","0","20200322"
"155","Cameroon","27","0","Local transmission","0","20200322"
"156","Democratic Republic of the Congo","23","1","Local transmission","0","20200322"
"157","Nigeria","22","0","Imported cases only","0","20200322"
"158","Ghana","19","0","Local transmission","0","20200322"
"159","Rwanda","17","0","Local transmission","0","20200322"
"160","Togo","15","0","Imported cases only","0","20200322"
"161","Mauritius","12","0","Imported cases only","1","20200322"
"162","Côte d’Ivoire","9","0","Imported cases only","3","20200322"
"163","Ethiopia","9","0","Imported cases only","2","20200322"
"164","Kenya","7","0","Local transmission","3","20200322"
"165","Seychelles","7","0","Imported cases only","0","20200322"
"166","Equatorial Guinea","6","0","Imported cases only","0","20200322"
"167","United Republic of Tanzania","6","0","Imported cases only","2","20200322"
"168","Congo","4","0","Imported cases only","0","20200322"
"169","Cabo Verde","3","0","Imported cases only","0","20200322"
"170","Central African Republic","3","0","Imported cases only","0","20200322"
"171","Gabon","3","1","Imported cases only","3","20200322"
"172","Liberia","3","0","Local transmission","0","20200322"
"173","Madagascar","3","0","Under investigation","0","20200322"
"174","Namibia","3","0","Imported cases only","2","20200322"
"175","Angola","2","0","Imported cases only","0","20200322"
"176","Benin","2","0","Imported cases only","2","20200322"
"177","Guinea","2","0","Imported cases only","2","20200322"
"178","Mauritania","2","0","Imported cases only","3","20200322"
"179","Zambia","2","0","Imported cases only","3","20200322"
"180","Zimbabwe","2","0","Imported cases only","0","20200322"
"181","Chad","1","0","Imported cases only","2","20200322"
"182","Eritrea","1","0","Imported cases only","0","20200322"
"183","Eswatini","1","0","Imported cases only","7","20200322"
"184","Gambia","1","0","Imported cases only","3","20200322"
"185","Niger","1","0","Imported cases only","2","20200322"
"186","Uganda","1","0","Imported cases only","0","20200322"
"187","Réunion","47","0","Imported cases only","0","20200322"
"188","Mayotte","11","0","Imported cases only","0","20200322"
