country,confirmed,death,Transmission classification,Days since last reported case,date
China,83071,3340,Local transmission,0,20200407
Republic of Korea,10331,192,Local transmission,0,20200407
Australia,5844,42,Local transmission,0,20200407
Japan,3906,80,Local transmission,0,20200407
Malaysia,3793,62,Local transmission,0,20200407
Philippines,3660,163,Local transmission,0,20200407
Singapore,1375,6,Local transmission,0,20200407
New Zealand,943,1,Local transmission,0,20200407
Viet Nam,245,0,Local transmission,0,20200407
Brunei Darussalam,135,1,Local transmission,2,20200407
Cambodia,115,0,Local transmission,0,20200407
Mongolia,15,0,Imported cases only,0,20200407
Fiji,14,0,Local transmission,0,20200407
Lao People's Democratic Republic,12,0,Local transmission,0,20200407
Papua New Guinea,1,0,Imported cases only,17,20200407
Guam,113,4,Local transmission,0,20200407
French Polynesia,42,0,Local transmission,0,20200407
New Caledonia,18,0,Local transmission,4,20200407
Northern Mariana Islands (Commonwealth of the),8,1,Local transmission,4,20200407
Spain,135032,13055,Local transmission,0,20200407
Italy,132547,16525,Local transmission,0,20200407
Germany,99225,1607,Local transmission,0,20200407
France,73488,8896,Local transmission,0,20200407
The United Kingdom,51612,5373,Local transmission,0,20200407
Turkey,30217,649,Local transmission,0,20200407
Switzerland,21574,715,Local transmission,0,20200407
Belgium,20814,1632,Local transmission,0,20200407
Netherlands,18803,1867,Local transmission,0,20200407
Austria,12297,220,Local transmission,0,20200407
Portugal,11730,311,Local transmission,0,20200407
Israel,8611,52,Local transmission,0,20200407
Sweden,7206,477,Local transmission,0,20200407
Russian Federation,6343,47,Local transmission,0,20200407
Norway,5755,59,Local transmission,0,20200407
Ireland,5364,174,Local transmission,0,20200407
Czechia,4822,78,Local transmission,0,20200407
Denmark,4681,187,Local transmission,0,20200407
Poland,4413,107,Local transmission,0,20200407
Romania,4057,157,Local transmission,0,20200407
Luxembourg,2843,41,Local transmission,0,20200407
Serbia,2200,58,Local transmission,0,20200407
Finland,2176,28,Local transmission,0,20200407
Greece,1755,79,Local transmission,0,20200407
Iceland,1562,6,Local transmission,0,20200407
Ukraine,1462,45,Local transmission,0,20200407
Croatia,1222,16,Local transmission,0,20200407
Estonia,1108,19,Local transmission,0,20200407
Slovenia,1021,30,Local transmission,0,20200407
Republic of Moldova,965,19,Local transmission,0,20200407
Lithuania,843,14,Local transmission,0,20200407
Armenia,833,8,Local transmission,0,20200407
Hungary,817,47,Local transmission,0,20200407
Belarus,700,13,Local transmission,0,20200407
Bosnia and Herzegovina,695,28,Local transmission,0,20200407
Kazakhstan,670,6,Local transmission,0,20200407
Azerbaijan,641,7,Local transmission,0,20200407
North Macedonia,570,21,Local transmission,0,20200407
Bulgaria,549,22,Local transmission,0,20200407
Latvia,542,1,Local transmission,0,20200407
Andorra,540,21,Local transmission,0,20200407
Slovakia,534,2,Local transmission,0,20200407
Uzbekistan,472,2,Local transmission,0,20200407
Cyprus,465,14,Local transmission,0,20200407
Albania,377,22,Local transmission,1,20200407
