country,confirmed,death,Transmission classification,Days since last reported case,date
China,83369,3349,Clusters of cases,0,20200411
Republic of Korea,10480,211,Clusters of cases,0,20200411
Australia,6238,54,Clusters of cases,0,20200411
Japan,6005,94,Clusters of cases,0,20200411
Malaysia,4346,70,Clusters of cases,0,20200411
Philippines,4195,221,Clusters of cases,0,20200411
Singapore,2108,7,Clusters of cases,0,20200411
New Zealand,1035,4,Sporadic cases,0,20200411
Viet Nam,257,0,Clusters of cases,0,20200411
Brunei Darussalam,136,1,Sporadic cases,0,20200411
Cambodia,120,0,Sporadic cases,0,20200411
Fiji,16,0,Sporadic cases,0,20200411
Lao People's Democratic Republic,16,0,Sporadic cases,0,20200411
Mongolia,16,0,Sporadic cases,2,20200411
Papua New Guinea,2,0,Sporadic cases,2,20200411
Guam,130,4,Clusters of cases,0,20200411
French Polynesia,51,0,Sporadic cases,2,20200411
New Caledonia,18,0,Sporadic cases,8,20200411
Northern Mariana Islands (Commonwealth of the),11,2,Pending,2,20200411
Spain,157022,15843,Pending,0,20200411
Italy,147577,18851,Pending,0,20200411
Germany,117658,2544,Pending,0,20200411
France,89683,13179,Pending,0,20200411
The United Kingdom,70276,8958,Pending,0,20200411
Turkey,47029,1006,Community transmission,0,20200411
Belgium,26667,3019,Pending,0,20200411
Switzerland,24228,805,Community transmission,0,20200411
Netherlands,23097,2511,Pending,0,20200411
Portugal,15472,435,Pending,0,20200411
Russian Federation,13584,106,Clusters of cases,0,20200411
Austria,13560,319,Pending,0,20200411
Israel,10095,92,Pending,0,20200411
Sweden,9685,870,Pending,0,20200411
Ireland,8089,287,Pending,0,20200411
Norway,6244,92,Pending,0,20200411
Poland,5955,181,Pending,0,20200411
Denmark,5819,247,Pending,0,20200411
Czechia,5732,119,Pending,0,20200411
Romania,5467,257,Pending,0,20200411
Luxembourg,3223,54,Pending,0,20200411
Serbia,3105,71,Pending,0,20200411
Finland,2769,48,Pending,0,20200411
Ukraine,2511,73,Clusters of cases,0,20200411
Greece,2011,90,Pending,0,20200411
Belarus,1981,19,Clusters of cases,0,20200411
Iceland,1675,7,Pending,0,20200411
Croatia,1495,21,Pending,0,20200411
Republic of Moldova,1438,29,Pending,0,20200411
Hungary,1310,85,Pending,0,20200411
Estonia,1258,24,Pending,0,20200411
Slovenia,1160,45,Pending,0,20200411
Lithuania,999,17,Pending,0,20200411
Azerbaijan,991,10,Clusters of cases,0,20200411
Armenia,937,11,Clusters of cases,1,20200411
Bosnia and Herzegovina,901,37,Community transmission,0,20200411
Kazakhstan,859,10,Pending,0,20200411
Slovakia,715,2,Pending,0,20200411
North Macedonia,711,32,Clusters of cases,0,20200411
Bulgaria,635,25,Pending,0,20200411
Uzbekistan,624,3,Clusters of cases,1,20200411
Latvia,612,2,Pending,0,20200411
Andorra,602,26,Community transmission,0,20200411
Cyprus,595,15,Pending,0,20200411
Albania,416,23,Clusters of cases,1,20200411
Malta,350,2,Pending,0,20200411
San Marino,344,34,Community transmission,1,20200411
Kyrgyzstan,339,5,Pending,0,20200411
Montenegro,255,2,Clusters of cases,0,20200411
Georgia,233,3,Clusters of cases,0,20200411
Liechtenstein,80,1,Pending,0,20200411
Monaco,54,0,Sporadic cases,2,20200411
Holy See,8,0,Sporadic cases,2,20200411
Kosovo,250,7,Community transmission,0,20200411
Guernsey,191,5,Pending,0,20200411
Isle of Man,190,1,Pending,0,20200411
Faroe Islands,184,0,Pending,3,20200411
Jersey,183,4,Pending,0,20200411
Gibraltar,113,1,Pending,3,20200411
Greenland,11,0,Pending,5,20200411
India,7447,239,Clusters of cases,0,20200411
Indonesia,3512,306,Clusters of cases,1,20200411
Thailand,2518,35,Clusters of cases,0,20200411
Bangladesh,424,27,Clusters of cases,0,20200411
Sri Lanka,197,7,Clusters of cases,0,20200411
Myanmar,28,3,Clusters of cases,0,20200411
Maldives,19,0,Clusters of cases,8,20200411
Nepal,9,0,Sporadic cases,6,20200411
Bhutan,5,0,Sporadic cases,8,20200411
Timor-Leste,2,0,Sporadic cases,0,20200411
Iran (Islamic Republic of),68192,4232,Community transmission,0,20200411
Pakistan,4788,71,Clusters of cases,0,20200411
Saudi Arabia,3651,47,Clusters of cases,0,20200411
United Arab Emirates,3360,16,Pending,0,20200411
Qatar,2512,6,Pending,0,20200411
Egypt,1794,135,Clusters of cases,0,20200411
Morocco,1448,107,Clusters of cases,0,20200411
Iraq,1280,71,Clusters of cases,0,20200411
Bahrain,998,6,Clusters of cases,0,20200411
Kuwait,993,1,Clusters of cases,0,20200411
Tunisia,671,25,Community transmission,0,20200411
Lebanon,609,20,Clusters of cases,0,20200411
Oman,546,3,Clusters of cases,0,20200411
Afghanistan,521,15,Clusters of cases,1,20200411
Jordan,372,7,Clusters of cases,1,20200411
Djibouti,150,1,Clusters of cases,0,20200411
Libya,24,1,Clusters of cases,1,20200411
Syrian Arab Republic,19,2,Community transmission,5,20200411
Sudan,17,2,Sporadic cases,0,20200411
Somalia,12,1,Sporadic cases,2,20200411
Yemen,1,0,Pending,0,20200411
