country,confirmed,death,Transmission classification,Days since last reported case,date
China,84302,4642,Clusters of cases,0,20200423
Japan,11919,287,Clusters of cases,0,20200423
Republic of Korea,10702,240,Clusters of cases,0,20200423
Singapore,10141,12,Clusters of cases,0,20200423
Philippines,6710,446,Clusters of cases,0,20200423
Australia,6654,74,Clusters of cases,0,20200423
Malaysia,5532,93,Clusters of cases,0,20200423
New Zealand,1112,16,Clusters of cases,1,20200423
Viet Nam,268,0,Clusters of cases,6,20200423
Brunei Darussalam,138,1,Sporadic cases,3,20200423
Cambodia,122,0,Sporadic cases,11,20200423
Mongolia,35,0,Sporadic cases,0,20200423
Lao People's Democratic Republic,19,0,Sporadic cases,10,20200423
Fiji,18,0,Sporadic cases,2,20200423
Papua New Guinea,8,0,Sporadic cases,0,20200423
Guam,133,5,Clusters of cases,11,20200423
French Polynesia,57,0,Sporadic cases,1,20200423
New Caledonia,18,0,Sporadic cases,20,20200423
Northern Mariana Islands (Commonwealth of the),14,2,Pending,5,20200423
Spain,208389,21717,Pending,0,20200423
Italy,187327,25085,Community transmission,0,20200423
Germany,148046,5094,Community transmission,0,20200423
The United Kingdom,133499,18100,Community transmission,0,20200423
France,117961,21307,Community transmission,0,20200423
Turkey,98674,2376,Community transmission,0,20200423
Russian Federation,62773,555,Clusters of cases,0,20200423
Belgium,41889,6262,Community transmission,0,20200423
Netherlands,34842,4054,Community transmission,0,20200423
Switzerland,28186,1216,Community transmission,0,20200423
Portugal,21982,785,Pending,0,20200423
Ireland,16671,769,Pending,0,20200423
Sweden,16004,1937,Pending,0,20200423
Austria,14924,494,Pending,0,20200423
Israel,14498,189,Pending,0,20200423
Poland,10169,426,Pending,0,20200423
Romania,9710,508,Community transmission,0,20200423
Denmark,7912,384,Pending,0,20200423
Belarus,7281,60,Community transmission,0,20200423
Norway,7250,169,Pending,0,20200423
Ukraine,7170,187,Community transmission,0,20200423
Czechia,7136,210,Community transmission,0,20200423
Serbia,7114,134,Pending,0,20200423
Finland,4129,149,Pending,0,20200423
Luxembourg,3654,80,Pending,0,20200423
Republic of Moldova,2778,76,Pending,0,20200423
Greece,2408,121,Pending,0,20200423
Hungary,2284,225,Clusters of cases,0,20200423
Kazakhstan,2025,19,Pending,0,20200423
Croatia,1950,48,Pending,0,20200423
Iceland,1785,10,Community transmission,0,20200423
Uzbekistan,1716,7,Clusters of cases,0,20200423
Estonia,1559,44,Pending,0,20200423
Azerbaijan,1518,20,Clusters of cases,0,20200423
Armenia,1473,24,Clusters of cases,0,20200423
Lithuania,1398,38,Pending,0,20200423
Bosnia and Herzegovina,1367,52,Community transmission,0,20200423
Slovenia,1353,79,Community transmission,0,20200423
North Macedonia,1259,56,Clusters of cases,0,20200423
Slovakia,1244,14,Clusters of cases,0,20200423
Bulgaria,1024,49,Pending,0,20200423
Cyprus,790,17,Clusters of cases,0,20200423
Latvia,761,11,Pending,0,20200423
Andorra,724,37,Community transmission,0,20200423
Albania,634,27,Clusters of cases,1,20200423
Kyrgyzstan,631,8,Pending,0,20200423
San Marino,488,40,Community transmission,0,20200423
Malta,444,3,Pending,0,20200423
Georgia,420,5,Community transmission,0,20200423
Montenegro,314,5,Clusters of cases,0,20200423
Liechtenstein,82,1,Pending,4,20200423
Monaco,68,1,Sporadic cases,9,20200423
Holy See,9,0,Sporadic cases,2,20200423
Kosovo,630,18,Community transmission,0,20200423
Isle of Man,307,10,Pending,1,20200423
Jersey,255,14,Pending,0,20200423
Guernsey,241,10,Community transmission,0,20200423
Faroe Islands,185,0,Pending,3,20200423
Gibraltar,133,0,Clusters of cases,5,20200423
Greenland,11,0,Pending,17,20200423
