country,confirmed,death,Transmission classification,Days since last reported case,date
India,21393,681,Clusters of cases,0,20200423
Indonesia,7418,635,Community transmission,0,20200423
Bangladesh,3772,120,Pending,0,20200423
Thailand,2839,50,Pending,0,20200423
Sri Lanka,330,7,Clusters of cases,0,20200423
Myanmar,127,5,Clusters of cases,0,20200423
Maldives,85,0,Clusters of cases,0,20200423
Nepal,45,0,Sporadic cases,0,20200423
Timor-Leste,23,0,Clusters of cases,2,20200423
Bhutan,7,0,Sporadic cases,0,20200423
Iran (Islamic Republic of),85996,5391,Community transmission,0,20200423
Saudi Arabia,12772,114,Clusters of cases,0,20200423
Pakistan,10513,224,Clusters of cases,0,20200423
United Arab Emirates,8238,52,Pending,0,20200423
Qatar,7141,10,Pending,0,20200423
Egypt,3659,276,Clusters of cases,0,20200423
Morocco,3446,149,Clusters of cases,0,20200423
Kuwait,2248,13,Clusters of cases,0,20200423
Bahrain,2027,7,Clusters of cases,0,20200423
Oman,1716,8,Clusters of cases,0,20200423
Iraq,1631,83,Clusters of cases,0,20200423
Afghanistan,1176,40,Clusters of cases,0,20200423
Djibouti,974,2,Clusters of cases,0,20200423
Tunisia,909,38,Community transmission,0,20200423
Lebanon,682,22,Clusters of cases,1,20200423
Jordan,435,7,Clusters of cases,0,20200423
Somalia,286,14,Sporadic cases,1,20200423
Sudan,162,13,Sporadic cases,0,20200423
Libya,60,1,Clusters of cases,0,20200423
Syrian Arab Republic,42,3,Community transmission,1,20200423
Yemen,1,0,Pending,12,20200423
occupied Palestinian territory,336,2,Clusters of cases,0,20200423
United States of America,800926,40073,Community transmission,0,20200423
Brazil,43079,2741,Community transmission,0,20200423
Canada,38923,1871,Community transmission,0,20200423
Peru,17837,484,Community transmission,0,20200423
Chile,11296,160,Community transmission,0,20200423
Ecuador,10850,537,Community transmission,0,20200423
Mexico,9501,857,Community transmission,0,20200423
Dominican Republic,5300,260,Community transmission,0,20200423
Panama,4821,141,Community transmission,0,20200423
Colombia,4149,196,Community transmission,0,20200423
Argentina,3197,152,Community transmission,0,20200423
Cuba,1189,40,Clusters of cases,0,20200423
Costa Rica,669,6,Clusters of cases,0,20200423
Bolivia (Plurinational State of),609,37,Clusters of cases,0,20200423
Uruguay,543,12,Clusters of cases,0,20200423
Honduras,510,46,Clusters of cases,0,20200423
Guatemala,316,8,Clusters of cases,0,20200423
Venezuela (Bolivarian Republic of),288,10,Clusters of cases,0,20200423
El Salvador,237,7,Clusters of cases,0,20200423
Jamaica,233,6,Clusters of cases,0,20200423
Paraguay,213,9,Community transmission,0,20200423
Trinidad and Tobago,115,8,Sporadic cases,0,20200423
Barbados,75,5,Clusters of cases,6,20200423
Guyana,67,7,Clusters of cases,0,20200423
Bahamas,65,9,Clusters of cases,0,20200423
Haiti,58,4,Clusters of cases,0,20200423
Antigua and Barbuda,24,3,Clusters of cases,0,20200423
Belize,18,2,Sporadic cases,8,20200423
Dominica,16,0,Clusters of cases,12,20200423
Saint Kitts and Nevis,15,0,Sporadic cases,2,20200423
Saint Lucia,15,0,Sporadic cases,11,20200423
Grenada,14,0,Clusters of cases,1,20200423
Saint Vincent and the Grenadines,13,0,Sporadic cases,0,20200423
Nicaragua,10,2,Pending,1,20200423
Suriname,10,1,Sporadic cases,19,20200423
Puerto Rico,1298,64,Clusters of cases,1,20200423
Martinique,164,14,Clusters of cases,0,20200423
Guadeloupe,148,12,Clusters of cases,3,20200423
Aruba,100,2,Clusters of cases,0,20200423
Bermuda,98,5,Clusters of cases,0,20200423
French Guiana,97,1,Clusters of cases,2,20200423
Sint Maarten,71,11,Clusters of cases,0,20200423
Cayman Islands,66,1,Clusters of cases,1,20200423
United States Virgin Islands,54,3,Clusters of cases,1,20200423
Saint Martin,38,2,Sporadic cases,0,20200423
Curaçao,14,1,Sporadic cases,14,20200423
Falkland Islands (Malvinas),12,0,Clusters of cases,0,20200423
Montserrat,11,0,Sporadic cases,9,20200423
Turks and Caicos Islands,11,1,Sporadic cases,6,20200423
Saint Barthelemy,6,0,Sporadic cases,23,20200423
"Bonaire, Sint Eustatius and Saba",5,0,Sporadic cases,5,20200423
British Virgin Islands,4,1,Sporadic cases,3,20200423
Anguilla,3,0,Sporadic cases,19,20200423
Saint Pierre and Miquelon,1,0,Sporadic cases,15,20200423
South Africa,3635,65,Community transmission,0,20200423
Algeria,2910,402,Community transmission,0,20200423
Cameroon,1163,43,Clusters of cases,2,20200423
Ghana,1154,9,Clusters of cases,0,20200423
Côte d’Ivoire,952,14,Clusters of cases,0,20200423
Guinea,761,6,Community transmission,0,20200423
Niger,662,22,Clusters of cases,0,20200423
Burkina Faso,600,38,Community transmission,0,20200423
Nigeria,541,19,Community transmission,3,20200423
Senegal,442,6,Clusters of cases,0,20200423
Democratic Republic of the Congo,359,25,Clusters of cases,1,20200423
Mauritius,329,9,Community transmission,0,20200423
Kenya,303,14,Clusters of cases,0,20200423
Mali,293,17,Clusters of cases,0,20200423
United Republic of Tanzania,285,10,Clusters of cases,0,20200423
Congo,186,6,Clusters of cases,0,20200423
Gabon,166,1,Clusters of cases,0,20200423
Rwanda,153,0,Clusters of cases,0,20200423
Madagascar,121,0,Clusters of cases,3,20200423
Ethiopia,116,3,Clusters of cases,0,20200423
Liberia,101,8,Clusters of cases,1,20200423
Togo,88,6,Clusters of cases,0,20200423
Equatorial Guinea,84,1,Clusters of cases,0,20200423
Zambia,74,3,Sporadic cases,0,20200423
Cabo Verde,67,1,Sporadic cases,1,20200423
Sierra Leone,61,1,Clusters of cases,0,20200423
Uganda,61,0,Sporadic cases,0,20200423
Benin,54,1,Sporadic cases,2,20200423
Guinea-Bissau,50,0,Sporadic cases,5,20200423
Mozambique,41,0,Sporadic cases,0,20200423
Eritrea,39,0,Sporadic cases,4,20200423
Chad,34,0,Sporadic cases,1,20200423
Eswatini,31,1,Sporadic cases,0,20200423
Zimbabwe,28,4,Sporadic cases,1,20200423
Angola,24,2,Sporadic cases,2,20200423
Malawi,23,3,Sporadic cases,0,20200423
Botswana,22,1,Sporadic cases,0,20200423
Namibia,16,0,Sporadic cases,17,20200423
Central African Republic,14,0,Sporadic cases,1,20200423
Burundi,11,1,Sporadic cases,1,20200423
Seychelles,11,0,Sporadic cases,16,20200423
Gambia,10,1,Sporadic cases,2,20200423
Mauritania,7,1,Sporadic cases,12,20200423
São Tomé and Príncipe,7,0,Sporadic cases,0,20200423
South Sudan,4,0,Sporadic cases,11,20200423
Réunion,410,0,Clusters of cases,1,20200423
Mayotte,326,4,Clusters of cases,0,20200423
