country,confirmed,death,Transmission classification,Days since last reported case,date
Côte d’Ivoire,916,13,Clusters of cases,0,20200422
Guinea,688,6,Community transmission,0,20200422
Niger,657,20,Clusters of cases,0,20200422
Burkina Faso,581,38,Community transmission,0,20200422
Nigeria,541,19,Community transmission,2,20200422
Senegal,412,5,Clusters of cases,0,20200422
Democratic Republic of the Congo,359,25,Clusters of cases,0,20200422
Mauritius,328,9,Community transmission,2,20200422
Kenya,296,14,Clusters of cases,0,20200422
Mali,258,14,Clusters of cases,0,20200422
United Republic of Tanzania,255,10,Clusters of cases,1,20200422
Congo,165,6,Clusters of cases,0,20200422
Gabon,156,1,Clusters of cases,0,20200422
Rwanda,150,0,Clusters of cases,0,20200422
Madagascar,121,0,Clusters of cases,2,20200422
Ethiopia,114,3,Clusters of cases,0,20200422
Liberia,101,8,Clusters of cases,0,20200422
Togo,86,6,Clusters of cases,0,20200422
Equatorial Guinea,79,0,Clusters of cases,3,20200422
Zambia,70,3,Sporadic cases,0,20200422
Cabo Verde,67,1,Sporadic cases,0,20200422
Uganda,56,0,Sporadic cases,0,20200422
Benin,54,1,Sporadic cases,1,20200422
Guinea-Bissau,50,0,Sporadic cases,4,20200422
Sierra Leone,50,0,Clusters of cases,0,20200422
Eritrea,39,0,Sporadic cases,3,20200422
Mozambique,39,0,Sporadic cases,0,20200422
Chad,34,0,Sporadic cases,0,20200422
Zimbabwe,28,3,Sporadic cases,0,20200422
Angola,24,2,Sporadic cases,1,20200422
Eswatini,24,1,Sporadic cases,1,20200422
Botswana,20,1,Sporadic cases,2,20200422
Malawi,18,2,Sporadic cases,0,20200422
Namibia,16,0,Sporadic cases,16,20200422
Central African Republic,14,0,Sporadic cases,0,20200422
Burundi,11,1,Sporadic cases,0,20200422
Seychelles,11,0,Sporadic cases,15,20200422
Gambia,10,1,Sporadic cases,1,20200422
Mauritania,7,1,Sporadic cases,11,20200422
São Tomé and Príncipe,4,0,Sporadic cases,15,20200422
South Sudan,4,0,Sporadic cases,10,20200422
Réunion,410,0,Clusters of cases,0,20200422
Mayotte,311,4,Clusters of cases,0,20200422
