country,confirmed,death,Transmission classification,Days since last reported case,date
Timor-Leste,24,0,Clusters of cases,1,20200425
Bhutan,7,0,Sporadic cases,2,20200425
Iran (Islamic Republic of),88194,5574,Community transmission,0,20200425
Saudi Arabia,15102,127,Clusters of cases,0,20200425
Pakistan,11940,253,Clusters of cases,0,20200425
United Arab Emirates,9281,64,Pending,0,20200425
Qatar,8525,10,Pending,0,20200425
Egypt,4092,294,Clusters of cases,0,20200425
Morocco,3758,158,Clusters of cases,0,20200425
Kuwait,2614,15,Clusters of cases,0,20200425
Bahrain,2518,8,Clusters of cases,0,20200425
Oman,1905,10,Clusters of cases,0,20200425
Iraq,1708,86,Clusters of cases,0,20200425
Afghanistan,1330,43,Clusters of cases,0,20200425
Djibouti,999,2,Clusters of cases,0,20200425
Tunisia,922,38,Community transmission,0,20200425
Lebanon,696,22,Clusters of cases,0,20200425
Jordan,441,7,Clusters of cases,0,20200425
Somalia,328,16,Sporadic cases,1,20200425
Sudan,174,16,Sporadic cases,1,20200425
Libya,61,2,Clusters of cases,0,20200425
Syrian Arab Republic,42,3,Community transmission,3,20200425
Yemen,1,0,Pending,14,20200425
occupied Palestinian territory,340,2,Clusters of cases,0,20200425
United States of America,860772,44053,Community transmission,0,20200425
Brazil,49492,3313,Community transmission,0,20200425
Canada,42739,2197,Community transmission,0,20200425
Ecuador,22719,576,Community transmission,0,20200425
Peru,20914,572,Community transmission,0,20200425
Chile,12306,174,Community transmission,0,20200425
Mexico,11633,1069,Community transmission,0,20200425
Dominican Republic,5749,267,Community transmission,0,20200425
Panama,5166,146,Community transmission,0,20200425
Colombia,4561,215,Community transmission,0,20200425
Argentina,3479,167,Community transmission,0,20200425
Cuba,1285,49,Clusters of cases,0,20200425
Bolivia (Plurinational State of),703,43,Clusters of cases,0,20200425
Costa Rica,686,6,Clusters of cases,0,20200425
Honduras,562,47,Clusters of cases,0,20200425
Uruguay,557,12,Clusters of cases,0,20200425
Guatemala,384,11,Clusters of cases,0,20200425
Venezuela (Bolivarian Republic of),318,10,Clusters of cases,0,20200425
El Salvador,261,8,Clusters of cases,0,20200425
Jamaica,257,7,Clusters of cases,0,20200425
Paraguay,220,9,Community transmission,0,20200425
Trinidad and Tobago,115,8,Sporadic cases,2,20200425
Barbados,76,6,Clusters of cases,1,20200425
Bahamas,72,11,Clusters of cases,0,20200425
Haiti,72,5,Clusters of cases,0,20200425
Guyana,70,7,Clusters of cases,0,20200425
Antigua and Barbuda,24,3,Clusters of cases,2,20200425
Belize,18,2,Sporadic cases,10,20200425
Dominica,16,0,Clusters of cases,14,20200425
Grenada,15,0,Clusters of cases,1,20200425
Saint Kitts and Nevis,15,0,Sporadic cases,4,20200425
Saint Lucia,15,0,Sporadic cases,13,20200425
Saint Vincent and the Grenadines,14,0,Sporadic cases,0,20200425
Nicaragua,11,3,Pending,0,20200425
Suriname,10,1,Sporadic cases,21,20200425
Puerto Rico,1276,51,Clusters of cases,3,20200425
Martinique,170,14,Clusters of cases,1,20200425
Guadeloupe,149,12,Clusters of cases,0,20200425
French Guiana,109,1,Clusters of cases,0,20200425
Aruba,100,2,Clusters of cases,2,20200425
Bermuda,99,5,Clusters of cases,1,20200425
Sint Maarten,73,12,Clusters of cases,1,20200425
Cayman Islands,66,1,Clusters of cases,3,20200425
United States Virgin Islands,54,3,Clusters of cases,3,20200425
Saint Martin,38,2,Sporadic cases,2,20200425
Curaçao,14,1,Sporadic cases,16,20200425
Falkland Islands (Malvinas),12,0,Clusters of cases,2,20200425
Montserrat,11,0,Sporadic cases,11,20200425
Turks and Caicos Islands,11,1,Sporadic cases,8,20200425
Saint Barthélemy,6,0,Sporadic cases,25,20200425
"Bonaire, Sint Eustatius and Saba",5,0,Sporadic cases,7,20200425
British Virgin Islands,5,1,Sporadic cases,1,20200425
Anguilla,3,0,Sporadic cases,21,20200425
Saint Pierre and Miquelon,1,0,Sporadic cases,17,20200425
South Africa,4220,79,Community transmission,0,20200425
Algeria,3127,415,Community transmission,0,20200425
Cameroon,1403,49,Clusters of cases,0,20200425
Ghana,1279,10,Clusters of cases,0,20200425
Nigeria,1095,32,Community transmission,0,20200425
Côte d’Ivoire,1077,14,Clusters of cases,0,20200425
Guinea,954,6,Community transmission,0,20200425
Niger,681,24,Clusters of cases,0,20200425
Burkina Faso,616,41,Community transmission,0,20200425
Senegal,545,7,Clusters of cases,0,20200425
Democratic Republic of the Congo,416,28,Clusters of cases,0,20200425
Kenya,336,14,Clusters of cases,0,20200425
Mauritius,331,9,Community transmission,1,20200425
Mali,325,21,Clusters of cases,0,20200425
United Republic of Tanzania,300,10,Clusters of cases,0,20200425
Equatorial Guinea,212,1,Clusters of cases,0,20200425
Congo,200,6,Clusters of cases,0,20200425
Rwanda,176,0,Clusters of cases,0,20200425
Gabon,172,3,Clusters of cases,0,20200425
Madagascar,122,0,Clusters of cases,0,20200425
Ethiopia,117,3,Clusters of cases,0,20200425
Liberia,117,8,Clusters of cases,0,20200425
Togo,90,6,Clusters of cases,0,20200425
Cabo Verde,88,1,Sporadic cases,0,20200425
Zambia,84,3,Sporadic cases,0,20200425
Sierra Leone,82,3,Clusters of cases,0,20200425
Uganda,75,0,Sporadic cases,0,20200425
Mozambique,65,0,Sporadic cases,0,20200425
Benin,58,1,Sporadic cases,1,20200425
Guinea-Bissau,52,0,Sporadic cases,1,20200425
Chad,40,0,Sporadic cases,0,20200425
Eswatini,40,1,Sporadic cases,0,20200425
Eritrea,39,0,Sporadic cases,6,20200425
Malawi,33,3,Sporadic cases,1,20200425
Zimbabwe,29,4,Sporadic cases,0,20200425
Angola,25,2,Sporadic cases,1,20200425
Botswana,22,1,Sporadic cases,2,20200425
Central African Republic,19,0,Sporadic cases,0,20200425
Namibia,16,0,Sporadic cases,19,20200425
Burundi,12,1,Sporadic cases,0,20200425
Seychelles,11,0,Sporadic cases,18,20200425
Gambia,10,1,Sporadic cases,4,20200425
São Tomé and Príncipe,8,0,Sporadic cases,1,20200425
Mauritania,7,1,Sporadic cases,14,20200425
South Sudan,5,0,Sporadic cases,0,20200425
Réunion,412,0,Clusters of cases,1,20200425
Mayotte,354,4,Clusters of cases,0,20200425
