country,confirmed,death,Transmission classification,Days since last reported case,date
Slovakia,1455,26,Clusters of cases,0,20200509
Slovenia,1450,100,Community transmission,0,20200509
Lithuania,1436,49,Community transmission,0,20200509
Kyrgyzstan,931,12,Clusters of cases,0,20200509
Latvia,928,18,Community transmission,0,20200509
Cyprus,891,21,Clusters of cases,0,20200509
Albania,856,31,Clusters of cases,0,20200509
Andorra,754,47,Community transmission,0,20200509
San Marino,632,41,Community transmission,1,20200509
Georgia,626,10,Community transmission,0,20200509
Tajikistan,522,18,Pending,0,20200509
Malta,489,5,Pending,0,20200509
Montenegro,324,8,Clusters of cases,3,20200509
Monaco,95,1,Sporadic cases,5,20200509
Liechtenstein,83,1,Pending,13,20200509
Holy See,12,0,Sporadic cases,2,20200509
Kosovo,862,28,Community transmission,0,20200509
Isle of Man,329,23,Pending,0,20200509
Jersey,293,25,Pending,3,20200509
Guernsey,252,13,Community transmission,6,20200509
Faroe Islands,187,0,Pending,15,20200509
Gibraltar,144,0,Clusters of cases,7,20200509
Greenland,11,0,Pending,33,20200509
India,59662,1981,Clusters of cases,0,20200509
Bangladesh,13134,206,Clusters of cases,0,20200509
Indonesia,13112,943,Community transmission,0,20200509
Thailand,3004,56,Clusters of cases,0,20200509
Sri Lanka,835,9,Clusters of cases,0,20200509
Maldives,744,3,Clusters of cases,0,20200509
Myanmar,177,6,Clusters of cases,0,20200509
Nepal,109,0,Sporadic cases,0,20200509
Timor-Leste,24,0,Clusters of cases,15,20200509
Bhutan,7,0,Sporadic cases,16,20200509
China,84416,4643,Clusters of cases,0,20200509
Singapore,21707,20,Clusters of cases,0,20200509
Japan,15628,601,Clusters of cases,0,20200509
Republic of Korea,10840,256,Clusters of cases,0,20200509
Philippines,10463,696,Clusters of cases,0,20200509
Australia,6914,97,Clusters of cases,0,20200509
Malaysia,6535,107,Clusters of cases,0,20200509
New Zealand,1142,21,Clusters of cases,0,20200509
Viet Nam,288,0,Clusters of cases,1,20200509
Brunei Darussalam,141,1,Sporadic cases,1,20200509
Cambodia,122,0,Sporadic cases,27,20200509
Mongolia,42,0,Sporadic cases,0,20200509
Lao People's Democratic Republic,19,0,Sporadic cases,26,20200509
Fiji,18,0,Sporadic cases,18,20200509
Papua New Guinea,8,0,Sporadic cases,16,20200509
Guam,147,5,Clusters of cases,2,20200509
French Polynesia,60,0,Sporadic cases,3,20200509
New Caledonia,18,0,Sporadic cases,36,20200509
Northern Mariana Islands (Commonwealth of the),15,2,Pending,2,20200509
