country,confirmed,death,Transmission classification,Days since last reported case,date
Kazakhstan,1091,12,Pending,0,20200414
Lithuania,1070,24,Pending,0,20200414
Uzbekistan,1054,4,Clusters of cases,0,20200414
Armenia,1039,14,Clusters of cases,1,20200414
Bosnia and Herzegovina,1034,38,Community transmission,0,20200414
North Macedonia,854,38,Clusters of cases,0,20200414
Slovakia,769,2,Pending,0,20200414
Bulgaria,685,32,Pending,0,20200414
Cyprus,662,17,Pending,0,20200414
Latvia,655,5,Pending,0,20200414
Andorra,651,29,Community transmission,0,20200414
Albania,475,23,Clusters of cases,0,20200414
Kyrgyzstan,430,5,Pending,0,20200414
Malta,384,3,Pending,0,20200414
San Marino,371,36,Community transmission,0,20200414
Georgia,296,3,Clusters of cases,0,20200414
Montenegro,274,4,Clusters of cases,0,20200414
Monaco,93,0,Sporadic cases,0,20200414
Liechtenstein,80,1,Pending,3,20200414
Holy See,8,0,Sporadic cases,5,20200414
Kosovo,377,8,Community transmission,0,20200414
Isle of Man,228,2,Pending,0,20200414
Guernsey,218,6,Pending,0,20200414
Jersey,213,4,Pending,0,20200414
Faroe Islands,184,0,Pending,6,20200414
Gibraltar,129,0,Pending,1,20200414
Greenland,11,0,Pending,8,20200414
India,10363,339,Clusters of cases,0,20200414
Indonesia,4557,399,Community transmission,0,20200414
Thailand,2613,41,Pending,0,20200414
Bangladesh,803,39,Pending,0,20200414
Sri Lanka,218,7,Clusters of cases,0,20200414
Myanmar,62,4,Clusters of cases,0,20200414
Maldives,20,0,Sporadic cases,1,20200414
Nepal,16,0,Sporadic cases,0,20200414
Timor-Leste,6,0,Sporadic cases,0,20200414
Bhutan,5,0,Sporadic cases,11,20200414
Iran (Islamic Republic of),73303,4585,Community transmission,0,20200414
Pakistan,5716,96,Clusters of cases,0,20200414
Saudi Arabia,4934,65,Clusters of cases,0,20200414
United Arab Emirates,4521,25,Pending,0,20200414
Qatar,3231,7,Pending,0,20200414
Egypt,2190,164,Clusters of cases,0,20200414
Morocco,1763,126,Clusters of cases,0,20200414
Iraq,1378,78,Clusters of cases,0,20200414
Bahrain,1362,7,Clusters of cases,0,20200414
Kuwait,1300,2,Clusters of cases,0,20200414
Oman,813,4,Clusters of cases,0,20200414
Tunisia,726,34,Community transmission,0,20200414
Afghanistan,665,22,Clusters of cases,0,20200414
Lebanon,632,20,Clusters of cases,0,20200414
Jordan,391,7,Clusters of cases,0,20200414
Djibouti,298,2,Clusters of cases,0,20200414
Somalia,60,2,Sporadic cases,0,20200414
Sudan,29,4,Sporadic cases,0,20200414
Libya,26,1,Clusters of cases,0,20200414
Syrian Arab Republic,25,2,Community transmission,2,20200414
Yemen,1,0,Pending,3,20200414
occupied Palestinian territory,274,2,Clusters of cases,0,20200414
United States of America,553822,21972,Community transmission,0,20200414
Canada,24786,734,Community transmission,0,20200414
Brazil,22169,1223,Community transmission,0,20200414
Ecuador,7529,355,Community transmission,0,20200414
Chile,7525,82,Community transmission,0,20200414
Peru,7519,193,Community transmission,0,20200414
Mexico,4661,296,Community transmission,0,20200414
Panama,3400,87,Community transmission,0,20200414
Dominican Republic,3167,177,Community transmission,0,20200414
Colombia,2776,109,Community transmission,0,20200414
Argentina,2252,95,Community transmission,0,20200414
Cuba,726,21,Clusters of cases,0,20200414
Costa Rica,595,3,Clusters of cases,0,20200414
Uruguay,512,7,Clusters of cases,0,20200414
Honduras,397,25,Clusters of cases,0,20200414
Bolivia (Plurinational State of),330,27,Clusters of cases,0,20200414
Venezuela (Bolivarian Republic of),181,9,Clusters of cases,0,20200414
Guatemala,156,5,Clusters of cases,0,20200414
Paraguay,147,6,Community transmission,0,20200414
El Salvador,137,6,Clusters of cases,0,20200414
Trinidad and Tobago,113,8,Clusters of cases,0,20200414
Jamaica,72,4,Clusters of cases,0,20200414
Barbados,71,4,Clusters of cases,0,20200414
Bahamas,47,8,Clusters of cases,0,20200414
Guyana,47,6,Clusters of cases,0,20200414
Haiti,40,3,Community transmission,0,20200414
Antigua and Barbuda,23,2,Clusters of cases,0,20200414
Dominica,16,0,Clusters of cases,3,20200414
Saint Lucia,15,0,Sporadic cases,2,20200414
Belize,14,2,Sporadic cases,0,20200414
Grenada,14,0,Clusters of cases,2,20200414
Saint Kitts and Nevis,12,0,Sporadic cases,2,20200414
Saint Vincent and the Grenadines,12,0,Sporadic cases,3,20200414
Suriname,10,1,Sporadic cases,10,20200414
Nicaragua,9,1,Pending,1,20200414
Puerto Rico,903,45,Clusters of cases,0,20200414
Martinique,157,8,Clusters of cases,0,20200414
Guadeloupe,143,8,Clusters of cases,3,20200414
Aruba,92,0,Clusters of cases,2,20200414
French Guiana,88,0,Clusters of cases,0,20200414
Bermuda,57,4,Clusters of cases,0,20200414
Cayman Islands,53,1,Clusters of cases,1,20200414
Sint Maarten,52,9,Clusters of cases,0,20200414
United States Virgin Islands,51,1,Clusters of cases,3,20200414
Saint Martin,33,2,Sporadic cases,2,20200414
Curaçao,14,1,Sporadic cases,5,20200414
Montserrat,11,0,Sporadic cases,0,20200414
Turks and Caicos Islands,9,1,Sporadic cases,1,20200414
Saint Barthelemy,6,0,Sporadic cases,14,20200414
Falkland Islands (Malvinas),5,0,Clusters of cases,5,20200414
Anguilla,3,0,Sporadic cases,10,20200414
"Bonaire, Sint Eustatius and Saba",3,0,Sporadic cases,1,20200414
British Virgin Islands,3,0,Sporadic cases,13,20200414
Saint Pierre and Miquelon,1,0,Sporadic cases,6,20200414
South Africa,2272,27,Community transmission,0,20200414
Algeria,1983,313,Community transmission,0,20200414
Cameroon,803,10,Clusters of cases,3,20200414
Côte d’Ivoire,626,6,Clusters of cases,0,20200414
Ghana,566,8,Clusters of cases,1,20200414
Niger,548,13,Clusters of cases,0,20200414
Burkina Faso,497,27,Clusters of cases,0,20200414
Nigeria,343,10,Clusters of cases,0,20200414
Mauritius,324,9,Clusters of cases,1,20200414
Guinea,319,0,Clusters of cases,0,20200414
Senegal,291,2,Clusters of cases,0,20200414
Democratic Republic of the Congo,241,20,Clusters of cases,0,20200414
Kenya,208,9,Clusters of cases,0,20200414
Rwanda,127,0,Sporadic cases,0,20200414
Mali,116,9,Sporadic cases,0,20200414
Madagascar,106,0,Clusters of cases,1,20200414
Togo,76,3,Sporadic cases,1,20200414
Congo,74,5,Clusters of cases,0,20200414
Ethiopia,74,3,Sporadic cases,0,20200414
Gabon,57,1,Sporadic cases,1,20200414
Uganda,54,0,Sporadic cases,1,20200414
Liberia,51,6,Sporadic cases,0,20200414
United Republic of Tanzania,49,3,Sporadic cases,0,20200414
Zambia,45,2,Sporadic cases,0,20200414
Guinea-Bissau,39,0,Sporadic cases,1,20200414
Benin,35,1,Sporadic cases,2,20200414
Eritrea,34,0,Sporadic cases,1,20200414
Chad,23,0,Sporadic cases,0,20200414
Equatorial Guinea,21,0,Sporadic cases,0,20200414
Mozambique,21,0,Sporadic cases,0,20200414
Angola,19,2,Sporadic cases,5,20200414
Zimbabwe,17,3,Sporadic cases,0,20200414
Malawi,16,2,Sporadic cases,0,20200414
Namibia,16,0,Sporadic cases,8,20200414
Eswatini,14,0,Sporadic cases,1,20200414
Botswana,13,1,Sporadic cases,4,20200414
Central African Republic,11,0,Sporadic cases,3,20200414
Seychelles,11,0,Sporadic cases,7,20200414
Cabo Verde,10,1,Sporadic cases,0,20200414
Sierra Leone,10,0,Sporadic cases,1,20200414
Gambia,9,1,Sporadic cases,2,20200414
Mauritania,7,1,Sporadic cases,3,20200414
Burundi,5,0,Sporadic cases,1,20200414
São Tomé and Príncipe,4,0,Pending,7,20200414
South Sudan,4,0,Pending,2,20200414
Réunion,391,0,Clusters of cases,0,20200414
Mayotte,207,3,Clusters of cases,1,20200414
