country,confirmed,death,Transmission classification,Days since last reported case,date
China,83696,3351,Clusters of cases,0,20200414
Republic of Korea,10564,222,Clusters of cases,0,20200414
Japan,7645,109,Clusters of cases,0,20200414
Australia,6366,61,Clusters of cases,0,20200414
Philippines,4932,315,Clusters of cases,0,20200414
Malaysia,4817,77,Clusters of cases,0,20200414
Singapore,2918,9,Clusters of cases,0,20200414
New Zealand,1072,9,Sporadic cases,0,20200414
Viet Nam,265,0,Clusters of cases,0,20200414
Brunei Darussalam,136,1,Sporadic cases,3,20200414
Cambodia,122,0,Sporadic cases,2,20200414
Lao People's Democratic Republic,19,0,Sporadic cases,1,20200414
Mongolia,17,0,Sporadic cases,0,20200414
Fiji,16,0,Sporadic cases,3,20200414
Papua New Guinea,2,0,Sporadic cases,5,20200414
Guam,134,5,Clusters of cases,0,20200414
French Polynesia,55,0,Sporadic cases,0,20200414
New Caledonia,18,0,Sporadic cases,11,20200414
Northern Mariana Islands (Commonwealth of the),11,2,Pending,5,20200414
Spain,169496,17489,Pending,0,20200414
Italy,159516,20465,Pending,0,20200414
Germany,125098,2969,Pending,0,20200414
France,97050,14946,Pending,0,20200414
The United Kingdom,88625,11329,Pending,0,20200414
Turkey,61049,1296,Community transmission,0,20200414
Belgium,30589,3903,Pending,0,20200414
Netherlands,26551,2823,Pending,0,20200414
Switzerland,25499,885,Community transmission,0,20200414
Russian Federation,21102,170,Clusters of cases,0,20200414
Portugal,16934,535,Pending,0,20200414
Austria,14043,368,Pending,0,20200414
Israel,11235,110,Pending,0,20200414
Sweden,10948,919,Pending,0,20200414
Ireland,10647,365,Pending,0,20200414
Poland,6934,245,Pending,0,20200414
Romania,6633,318,Pending,0,20200414
Norway,6488,114,Pending,0,20200414
Denmark,6318,285,Pending,0,20200414
Czechia,6059,143,Pending,0,20200414
Serbia,4054,85,Pending,0,20200414
Ukraine,3372,98,Clusters of cases,0,20200414
Luxembourg,3292,69,Pending,0,20200414
Finland,3064,59,Pending,0,20200414
Belarus,2919,29,Clusters of cases,0,20200414
Greece,2145,99,Pending,0,20200414
Republic of Moldova,1712,36,Pending,0,20200414
Iceland,1711,8,Pending,0,20200414
Croatia,1650,25,Pending,0,20200414
Hungary,1512,122,Pending,0,20200414
Estonia,1332,28,Pending,0,20200414
Slovenia,1212,55,Pending,0,20200414
Azerbaijan,1148,12,Clusters of cases,0,20200414
