"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"1","China","80924","3140","","","20200310"
"2","Republic of Korea","7513","54","Local transmission","0","20200310"
"3","Japan","514","9","Local transmission","0","20200310"
"4","Singapore","160","0","Local transmission","0","20200310"
"5","Malaysia","117","0","Local transmission","0","20200310"
"6","Australia","92","3","Local transmission","0","20200310"
"7","Philippines","33","1","Local transmission","0","20200310"
"8","Viet Nam","31","0","Local transmission","0","20200310"
"9","New Zealand","5","0","Local transmission","3","20200310"
"10","Cambodia","2","0","Local transmission","2","20200310"
"11","Brunei Darussalam","1","0","Imported cases only","0","20200310"
"12","Mongolia","1","0","Imported cases only","0","20200310"
"13","European Region","","","","","20200310"
"14","Italy","9172","463","Local transmission","0","20200310"
"15","France","1402","30","Local transmission","0","20200310"
"16","Germany","1139","2","Local transmission","0","20200310"
"17","Spain","1024","28","Local transmission","0","20200310"
"18","Switzerland","332","2","Local transmission","1","20200310"
"19","The United Kingdom","323","3","Local transmission","0","20200310"
"20","Netherlands","321","3","Local transmission","0","20200310"
"21","Sweden","248","0","Local transmission","0","20200310"
"22","Belgium","239","0","Local transmission","0","20200310"
"23","Norway","192","0","Local transmission","0","20200310"
"24","Austria","131","0","Local transmission","0","20200310"
"25","Denmark","90","0","Local transmission","0","20200310"
"26","Greece","73","0","Local transmission","1","20200310"
"27","Iceland","55","0","Local transmission","2","20200310"
"28","San Marino","49","2","Local transmission","0","20200310"
"29","Finland","40","0","Local transmission","0","20200310"
"30","Israel","39","0","Local transmission","1","20200310"
"31","Czechia","38","0","Local transmission","0","20200310"
"32","Portugal","30","0","Local transmission","1","20200310"
"33","Ireland","24","0","Local transmission","0","20200310"
"34","Slovenia","23","0","Local transmission","0","20200310"
"35","Poland","16","0","Local transmission","0","20200310"
"36","Georgia","15","0","Imported cases only","0","20200310"
"37","Romania","15","0","Local transmission","1","20200310"
"38","Croatia","12","0","Local transmission","0","20200310"
"39","Estonia","10","0","Imported cases only","3","20200310"
"40","Azerbaijan","9","0","Imported cases only","3","20200310"
"41","Hungary","9","0","Local transmission","1","20200310"
"42","North Macedonia","7","0","Local transmission","0","20200310"
"43","Russian Federation","7","0","Imported cases only","3","20200310"
"44","Slovakia","7","0","Local transmission","0","20200310"
"45","Belarus","6","0","Local transmission","5","20200310"
"46","Latvia","6","0","Imported cases only","0","20200310"
"47","Luxembourg","5","0","Imported cases only","0","20200310"
"48","Bulgaria","4","0","Local transmission","2","20200310"
"49","Malta","4","0","Imported cases only","0","20200310"
"50","Albania","2","0","Imported cases only","1","20200310"
"51","Bosnia and","",NA,"",NA,"20200310"
"52","Bosnia and Herzegovina","2","0","Local transmission","5","20200310"
"53","Cyprus","2","0","Imported cases only","0","20200310"
"54","Andorra","1","0","Imported cases only","7","20200310"
"55","Armenia","1","0","Imported cases only","8","20200310"
"56","Holy See","1","0","Under investigation","4","20200310"
"57","Liechtenstein","1","0","Imported cases only","4","20200310"
