"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"58","Lithuania","1","0","Imported cases only","11","20200310"
"59","Monaco","1","0","Under investigation","9","20200310"
"60","Republic of Moldova","1","0","Imported cases only","2","20200310"
"61","Serbia","1","0","Under investigation","4","20200310"
"62","Ukraine","1","0","Imported cases only","6","20200310"
"63","","erritories**",NA,"",NA,"20200310"
"64","Faroe Islands","2","0","Imported cases only","1","20200310"
"65","Gibraltar","1","0","Under investigation","6","20200310"
"66","Guernsey","1","0","Imported cases only","0","20200310"
"67","","outh-East Asia Region",NA,"",NA,"20200310"
"68","Thailand","53","1","Local transmission","0","20200310"
"69","India","44","0","Local transmission","0","20200310"
"70","Indonesia","19","0","Local transmission","0","20200310"
"71","Maldives","4","0","Local transmission","1","20200310"
"72","Bangladesh","3","0","Local transmission","1","20200310"
"73","Bhutan","1","0","Imported cases only","4","20200310"
"74","Nepal","1","0","Imported cases only","46","20200310"
"75","Sri Lanka","1","0","Imported cases only","43","20200310"
"76","","astern Mediterranean Region",NA,"",NA,"20200310"
"77","Iran (Islamic","",NA,"",NA,"20200310"
"78","Iran (Islamic Republic of)","7161","237","Local transmission","0","20200310"
"79","Bahrain","109","0","Local transmission","0","20200310"
"80","Kuwait","65","0","Imported cases only","0","20200310"
"81","Iraq","61","6","Local transmission","0","20200310"
"82","Egypt","59","1","Local transmission","0","20200310"
"83","United Arab","",NA,"",NA,"20200310"
"84","united Arab Emirates","59","0","Local transmission","0","20200310"
"85","Lebanon","41","0","Local transmission","0","20200310"
"86","Oman","18","0","Imported cases only","0","20200310"
"87","Qatar","18","0","Imported cases only","0","20200310"
"88","Pakistan","16","0","Local transmission","0","20200310"
"89","Saudi Arabia","15","0","Imported cases only","1","20200310"
"90","Afghanistan","4","0","Imported cases only","2","20200310"
"91","Morocco","2","0","Imported cases only","5","20200310"
"92","Tunisia","2","0","Imported cases only","1","20200310"
"93","Jordan","1","0","Imported cases only","7","20200310"
"94","","erritories**",NA,"",NA,"20200310"
"95","occupied Palestinian","",NA,"",NA,"20200310"
"96","occupied Palestinian territory","26","0","Local transmission","0","20200310"
"97","","egion of the Americas",NA,"",NA,"20200310"
"98","United States of","",NA,"",NA,"20200310"
"99","United States of America","472","19","Local transmission","0","20200310"
"100","Canada","77","0","Local transmission","0","20200310"
"101","Brazil","25","0","Local transmission","1","20200310"
"102","Ecuador","15","0","Local transmission","1","20200310"
"103","Chile","13","0","Local transmission","0","20200310"
"104","Argentina","12","1","Imported cases only","1","20200310"
"105","Costa Rica","9","0","Local transmission","1","20200310"
"106","Peru","9","0","Local transmission","0","20200310"
"107","Mexico","7","0","Imported cases only","2","20200310"
"108","Dominican Republic","5","0","Imported cases only","0","20200310"
"109","Colombia","3","0","Imported cases only","0","20200310"
"110","Panama","1","0","Imported cases only","0","20200310"
"111","Paraguay","1","0","Imported cases only","1","20200310"
"112","Territories**",NA,NA,"",NA,"20200310"
"113","French Guiana","5","0","Imported cases only","2","20200310"
"114","Martinique","2","0","Imported cases only","2","20200310"
"115","Saint Martin","2","0","Under investigation","7","20200310"
"116","Saint Barthelemy","1","0","Under investigation","7","20200310"
"117","African Region",NA,NA,"",NA,"20200310"
"118","Algeria","20","0","Local transmission","1","20200310"
"119","South Africa","7","0","Imported cases only","0","20200310"
"120","Senegal","4","0","Imported cases only","5","20200310"
"121","Cameroon","2","0","Local transmission","3","20200310"
"122","Nigeria","2","0","Imported cases only","1","20200310"
"123","Togo","1","0","Imported cases only","3","20200310"
"124","Subtotal for all",NA,NA,"",NA,"20200310"
"125","",NA,NA,"",NA,"20200310"
"126","regions","32082","865","",NA,"20200310"
"127","International",NA,NA,"",NA,"20200310"
"128","conveyance","696","7","Local transmission","2","20200310"
"129","(Diamond Princess)",NA,NA,"",NA,"20200310"
"130","Grand total","32778","872","",NA,"20200310"
