country,confirmed,death,Transmission classification,Days since last reported case,date
South Africa,5647,103,Community transmission,0,20200501
Algeria,4006,450,Community transmission,0,20200501
Ghana,2074,17,Clusters of cases,0,20200501
Nigeria,1932,58,Community transmission,0,20200501
Cameroon,1832,61,Clusters of cases,0,20200501
Guinea,1495,7,Community transmission,0,20200501
Côte d’Ivoire,1275,14,Clusters of cases,0,20200501
Senegal,933,9,Clusters of cases,0,20200501
Niger,719,32,Clusters of cases,0,20200501
Burkina Faso,645,43,Community transmission,0,20200501
Democratic Republic of the Congo,572,31,Clusters of cases,0,20200501
Mali,490,26,Clusters of cases,0,20200501
United Republic of Tanzania,480,17,Clusters of cases,1,20200501
Kenya,396,17,Clusters of cases,0,20200501
Mauritius,332,10,Community transmission,4,20200501
Equatorial Guinea,315,2,Clusters of cases,2,20200501
Gabon,276,3,Clusters of cases,1,20200501
Rwanda,243,0,Clusters of cases,0,20200501
Congo,220,9,Clusters of cases,1,20200501
Guinea-Bissau,201,1,Sporadic cases,0,20200501
Liberia,141,16,Clusters of cases,2,20200501
Madagascar,132,0,Clusters of cases,0,20200501
Ethiopia,131,3,Clusters of cases,0,20200501
Sierra Leone,124,7,Clusters of cases,0,20200501
Cabo Verde,121,1,Sporadic cases,0,20200501
Togo,116,9,Clusters of cases,0,20200501
Zambia,106,3,Sporadic cases,0,20200501
Eswatini,100,1,Sporadic cases,0,20200501
Benin,84,2,Sporadic cases,0,20200501
Uganda,81,0,Sporadic cases,0,20200501
Mozambique,76,0,Sporadic cases,4,20200501
Chad,73,3,Sporadic cases,0,20200501
Central African Republic,64,0,Sporadic cases,0,20200501
Eritrea,39,0,Sporadic cases,12,20200501
Malawi,37,3,Sporadic cases,0,20200501
South Sudan,35,0,Sporadic cases,0,20200501
Zimbabwe,32,4,Sporadic cases,2,20200501
Angola,27,2,Sporadic cases,3,20200501
Botswana,23,1,Sporadic cases,2,20200501
Namibia,16,0,Sporadic cases,25,20200501
São Tomé and Príncipe,16,1,Sporadic cases,0,20200501
Burundi,15,1,Sporadic cases,4,20200501
Gambia,12,1,Sporadic cases,0,20200501
Seychelles,11,0,Sporadic cases,24,20200501
Mauritania,8,1,Sporadic cases,0,20200501
Comoros,1,0,Pending,0,20200501
Mayotte,539,4,Clusters of cases,0,20200501
Réunion,420,0,Clusters of cases,1,20200501
United States of America,1035353,55337,Community transmission,0,20200501
Brazil,78162,5466,Community transmission,0,20200501
Canada,52056,3082,Community transmission,0,20200501
Peru,33931,943,Community transmission,0,20200501
Ecuador,24934,900,Community transmission,0,20200501
Mexico,17799,1732,Community transmission,0,20200501
Chile,16023,227,Community transmission,0,20200501
Dominican Republic,6972,301,Community transmission,0,20200501
Panama,6378,178,Community transmission,0,20200501
Colombia,6211,278,Community transmission,0,20200501
Argentina,4304,215,Community transmission,0,20200501
Cuba,1501,61,Clusters of cases,0,20200501
Bolivia (Plurinational State of),1110,59,Clusters of cases,0,20200501
Honduras,771,71,Clusters of cases,0,20200501
Costa Rica,713,6,Clusters of cases,0,20200501
Uruguay,630,15,Clusters of cases,0,20200501
Guatemala,585,16,Clusters of cases,0,20200501
Jamaica,396,7,Clusters of cases,0,20200501
El Salvador,395,9,Clusters of cases,0,20200501
Venezuela (Bolivarian Republic of),331,10,Clusters of cases,0,20200501
Paraguay,249,9,Community transmission,0,20200501
Trinidad and Tobago,116,8,Sporadic cases,3,20200501
Bahamas,80,11,Clusters of cases,3,20200501
Barbados,80,7,Clusters of cases,2,20200501
Guyana,78,8,Clusters of cases,0,20200501
Haiti,76,7,Clusters of cases,2,20200501
Antigua and Barbuda,24,3,Clusters of cases,8,20200501
Grenada,20,0,Clusters of cases,0,20200501
Belize,18,2,Sporadic cases,16,20200501
Saint Lucia,17,0,Sporadic cases,1,20200501
Dominica,16,0,Clusters of cases,20,20200501
Saint Vincent and the Grenadines,16,0,Sporadic cases,1,20200501
Saint Kitts and Nevis,15,0,Sporadic cases,10,20200501
Nicaragua,14,4,Pending,0,20200501
Suriname,10,1,Sporadic cases,27,20200501
Puerto Rico,1539,54,Clusters of cases,0,20200501
Martinique,178,14,Clusters of cases,0,20200501
Guadeloupe,152,12,Clusters of cases,0,20200501
French Guiana,126,1,Clusters of cases,0,20200501
Bermuda,111,6,Clusters of cases,1,20200501
Aruba,100,2,Clusters of cases,8,20200501
Sint Maarten,76,13,Clusters of cases,0,20200501
Cayman Islands,73,1,Clusters of cases,1,20200501
United States Virgin Islands,66,4,Clusters of cases,0,20200501
Saint Martin,38,3,Sporadic cases,8,20200501
Curaçao,16,1,Sporadic cases,3,20200501
Falkland Islands (Malvinas),13,0,Clusters of cases,5,20200501
Turks and Caicos Islands,12,1,Sporadic cases,3,20200501
Montserrat,11,1,Sporadic cases,17,20200501
"Bonaire, Sint Eustatius and Saba",6,0,Sporadic cases,3,20200501
British Virgin Islands,6,1,Sporadic cases,5,20200501
Saint Barthélemy,6,0,Sporadic cases,31,20200501
Anguilla,3,0,Sporadic cases,27,20200501
Saint Pierre and Miquelon,1,0,Sporadic cases,23,20200501
Iran (Islamic Republic of),94640,6028,Community transmission,0,20200501
Saudi Arabia,22753,162,Clusters of cases,0,20200501
Pakistan,16817,385,Clusters of cases,0,20200501
Qatar,13409,10,Pending,0,20200501
United Arab Emirates,12481,105,Pending,0,20200501
Egypt,5537,392,Clusters of cases,0,20200501
Morocco,4423,170,Clusters of cases,0,20200501
Kuwait,4024,26,Clusters of cases,0,20200501
Bahrain,3040,8,Clusters of cases,0,20200501
Oman,2447,11,Clusters of cases,0,20200501
Afghanistan,2171,64,Clusters of cases,0,20200501
Iraq,2085,93,Clusters of cases,0,20200501
Djibouti,1089,2,Clusters of cases,0,20200501
Tunisia,994,41,Community transmission,0,20200501
Lebanon,725,24,Clusters of cases,0,20200501
Somalia,601,28,Sporadic cases,0,20200501
Jordan,453,8,Clusters of cases,0,20200501
Sudan,442,31,Sporadic cases,0,20200501
Libya,61,3,Clusters of cases,6,20200501
Syrian Arab Republic,43,3,Community transmission,3,20200501
Yemen,6,2,Pending,1,20200501
occupied Palestinian territory,344,2,Clusters of cases,1,20200501
Spain,213435,24543,Community transmission,0,20200501
Italy,205463,27967,Community transmission,0,20200501
The United Kingdom,171257,26771,Community transmission,0,20200501
Germany,159119,6288,Community transmission,1,20200501
France,128121,24342,Community transmission,0,20200501
Turkey,120204,3174,Community transmission,0,20200501
Russian Federation,114431,1169,Clusters of cases,0,20200501
Belgium,48519,7594,Community transmission,0,20200501
Netherlands,39316,4795,Community transmission,0,20200501
Switzerland,29503,1422,Community transmission,0,20200501
Portugal,25056,989,Community transmission,0,20200501
Sweden,21092,2586,Community transmission,0,20200501
Ireland,20612,1232,Community transmission,0,20200501
Israel,16004,223,Pending,0,20200501
Austria,15457,584,Community transmission,0,20200501
Belarus,14027,89,Clusters of cases,0,20200501
Poland,12877,644,Community transmission,0,20200501
Romania,12240,717,Community transmission,0,20200501
Ukraine,10861,272,Community transmission,0,20200501
Denmark,9158,452,Pending,0,20200501
Serbia,9009,179,Pending,0,20200501
Norway,7710,204,Pending,0,20200501
Czechia,7682,236,Community transmission,0,20200501
Finland,4995,211,Pending,0,20200501
Republic of Moldova,3897,119,Pending,0,20200501
Luxembourg,3784,90,Pending,0,20200501
Kazakhstan,3551,25,Pending,0,20200501
Hungary,2863,323,Clusters of cases,0,20200501
Greece,2591,140,Community transmission,0,20200501
Armenia,2148,33,Clusters of cases,0,20200501
Croatia,2076,69,Community transmission,0,20200501
Uzbekistan,2046,9,Clusters of cases,0,20200501
Azerbaijan,1804,24,Clusters of cases,0,20200501
Iceland,1797,10,Community transmission,1,20200501
Bosnia and Herzegovina,1757,68,Community transmission,0,20200501
Estonia,1689,52,Pending,0,20200501
Bulgaria,1506,66,Pending,0,20200501
North Macedonia,1465,77,Clusters of cases,0,20200501
Slovenia,1429,91,Community transmission,0,20200501
Slovakia,1396,23,Clusters of cases,0,20200501
Lithuania,1385,45,Community transmission,0,20200501
Latvia,858,15,Community transmission,0,20200501
Cyprus,850,20,Clusters of cases,0,20200501
Albania,773,31,Clusters of cases,1,20200501
Kyrgyzstan,756,8,Clusters of cases,0,20200501
Andorra,746,42,Community transmission,0,20200501
San Marino,569,41,Community transmission,0,20200501
Georgia,566,6,Community transmission,0,20200501
Malta,465,4,Pending,0,20200501
Montenegro,322,7,Clusters of cases,1,20200501
Liechtenstein,83,1,Pending,5,20200501
Monaco,68,1,Sporadic cases,17,20200501
Tajikistan,15,0,Pending,0,20200501
Holy See,11,0,Sporadic cases,0,20200501
Kosovo,799,22,Community transmission,1,20200501
Isle of Man,311,22,Pending,0,20200501
Jersey,290,20,Pending,0,20200501
Guernsey,251,13,Community transmission,0,20200501
Faroe Islands,187,0,Pending,7,20200501
Gibraltar,141,0,Clusters of cases,4,20200501
Greenland,11,0,Pending,25,20200501
India,35043,1147,Clusters of cases,0,20200501
Indonesia,10118,792,Community transmission,0,20200501
Bangladesh,7667,168,Pending,0,20200501
Thailand,2960,54,Clusters of cases,0,20200501
Sri Lanka,665,7,Clusters of cases,0,20200501
Maldives,396,0,Clusters of cases,0,20200501
Myanmar,151,6,Clusters of cases,0,20200501
Nepal,57,0,Sporadic cases,1,20200501
Timor-Leste,24,0,Clusters of cases,7,20200501
Bhutan,7,0,Sporadic cases,8,20200501
China,84385,4643,Clusters of cases,0,20200501
Singapore,16169,15,Clusters of cases,0,20200501
Japan,14281,432,Clusters of cases,0,20200501
Republic of Korea,10774,248,Clusters of cases,0,20200501
Philippines,8488,568,Clusters of cases,0,20200501
Australia,6762,92,Clusters of cases,0,20200501
Malaysia,6002,102,Clusters of cases,0,20200501
New Zealand,1132,19,Clusters of cases,0,20200501
Viet Nam,270,0,Clusters of cases,6,20200501
Brunei Darussalam,138,1,Sporadic cases,11,20200501
Cambodia,122,0,Sporadic cases,19,20200501
Mongolia,38,0,Sporadic cases,4,20200501
Lao People's Democratic Republic,19,0,Sporadic cases,18,20200501
Fiji,18,0,Sporadic cases,10,20200501
Papua New Guinea,8,0,Sporadic cases,8,20200501
Guam,142,5,Clusters of cases,0,20200501
French Polynesia,58,0,Sporadic cases,3,20200501
New Caledonia,18,0,Sporadic cases,28,20200501
Northern Mariana Islands (Commonwealth of the),14,2,Pending,13,20200501
