country,confirmed,death,Transmission classification,Days since last reported case,date
Togo,40,3,Local transmission,0,20200405
Mali,39,4,Local transmission,0,20200405
Zambia,39,1,Local transmission,2,20200405
Ethiopia,38,0,Local transmission,0,20200405
Gabon,21,1,Imported cases only,1,20200405
Eritrea,20,0,Local transmission,2,20200405
United Republic of Tanzania,20,1,Local transmission,3,20200405
Guinea-Bissau,18,0,Imported cases only,0,20200405
Equatorial Guinea,16,0,Local transmission,0,20200405
Namibia,14,0,Local transmission,0,20200405
Benin,13,0,Imported cases only,3,20200405
Angola,10,2,Imported cases only,1,20200405
Liberia,10,1,Local transmission,0,20200405
Mozambique,10,0,Local transmission,3,20200405
Seychelles,10,0,Imported cases only,3,20200405
Central African Republic,9,0,Local transmission,0,20200405
Eswatini,9,0,Imported cases only,8,20200405
Zimbabwe,9,1,Local transmission,1,20200405
Chad,7,0,Imported cases only,4,20200405
Mauritania,6,1,Imported cases only,1,20200405
Cabo Verde,5,1,Imported cases only,8,20200405
Botswana,4,1,Imported cases only,2,20200405
Gambia,4,1,Imported cases only,2,20200405
Sierra Leone,4,0,Imported cases only,0,20200405
Burundi,3,0,Local transmission,1,20200405
Malawi,3,0,Local transmission,2,20200405
Réunion,334,0,Local transmission,0,20200405
Mayotte,147,2,Local transmission,0,20200405
