"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"1","China","82447","3310","Local transmission","0","20200330"
"2","Republic of Korea","9661","158","Local transmission","0","20200330"
"3","Australia","3966","16","Local transmission","1","20200330"
"4","Malaysia","2470","34","Local transmission","0","20200330"
"5","Japan","1866","54","Local transmission","0","20200330"
"6","Philippines","1418","71","Local transmission","0","20200330"
"7","Singapore","844","3","Local transmission","0","20200330"
"8","New Zealand","552","1","Local transmission","0","20200330"
"9","Viet Nam","188","0","Local transmission","0","20200330"
"10","Brunei Darussalam","126","1","Local transmission","0","20200330"
"11","Cambodia","103","0","Local transmission","0","20200330"
"12","Mongolia","12","0","Imported cases only","2","20200330"
"13","Lao People's Democratic Republic","8","0","Local transmission","0","20200330"
"14","Fiji","5","0","Local transmission","4","20200330"
"15","Papua New Guinea","1","0","Imported cases only","9","20200330"
"16","Guam","56","1","Local transmission","1","20200330"
"17","French Polynesia","35","0","Local transmission","0","20200330"
"18","New Caledonia","15","0","Local transmission","2","20200330"
"19","Northern Mariana Islands (Commonwealth of the)","2","0","Under investigation","1","20200330"
"20","Italy","97689","10781","Local transmission","0","20200330"
"21","Spain","78797","6528","Local transmission","0","20200330"
"22","Germany","57298","455","Local transmission","0","20200330"
"23","France","39642","2602","Local transmission","0","20200330"
"24","The United Kingdom","19526","1228","Local transmission","0","20200330"
"25","Switzerland","14274","257","Local transmission","0","20200330"
"26","Netherlands","10866","771","Local transmission","0","20200330"
"27","Belgium","10836","431","Local transmission","0","20200330"
"28","Turkey","9271","131","Local transmission","0","20200330"
"29","Austria","8813","86","Local transmission","0","20200330"
"30","Portugal","5962","119","Local transmission","0","20200330"
"31","Israel","4247","15","Local transmission","0","20200330"
"32","Norway","4102","22","Local transmission","0","20200330"
"33","Sweden","3700","110","Local transmission","0","20200330"
"34","Czechia","2829","16","Local transmission","0","20200330"
"35","Ireland","2615","46","Local transmission","0","20200330"
"36","Denmark","2395","72","Local transmission","0","20200330"
"37","Luxembourg","1950","21","Local transmission","0","20200330"
"38","Poland","1862","22","Local transmission","0","20200330"
"39","Romania","1760","40","Local transmission","0","20200330"
"40","Russian Federation","1534","10","Local transmission","1","20200330"
"41","Finland","1218","11","Local transmission","1","20200330"
"42","Greece","1156","38","Local transmission","0","20200330"
"43","Iceland","1020","2","Local transmission","0","20200330"
"44","Serbia","741","13","Local transmission","0","20200330"
"45","Slovenia","730","11","Local transmission","0","20200330"
"46","Croatia","713","6","Local transmission","0","20200330"
"47","Estonia","679","3","Local transmission","0","20200330"
"48","Lithuania","484","7","Local transmission","0","20200330"
"49","Armenia","482","3","Local transmission","0","20200330"
"50","Ukraine","480","11","Local transmission","0","20200330"
"51","Hungary","447","15","Local transmission","0","20200330"
"52","Latvia","376","0","Local transmission","0","20200330"
"53","Bulgaria","346","8","Local transmission","0","20200330"
"54","Andorra","341","6","Local transmission","0","20200330"
"55","Slovakia","336","0","Local transmission","0","20200330"
"56","Bosnia and Herzegovina","325","6","Local transmission","0","20200330"
"57","Kazakhstan","294","1","Under investigation","0","20200330"
"58","Republic of Moldova","263","2","Local transmission","0","20200330"
"59","North Macedonia","259","6","Local transmission","0","20200330"
"60","San Marino","229","24","Local transmission","0","20200330"
"61","Albania","223","10","Local transmission","0","20200330"
"62","Cyprus","214","6","Local transmission","0","20200330"
"63","Azerbaijan","190","4","Local transmission","0","20200330"
"64","Malta","151","0","Local transmission","0","20200330"
"65","Uzbekistan","145","2","Local transmission","0","20200330"
"66","Georgia","98","0","Local transmission","0","20200330"
"67","Belarus","152","0","Local transmission","0","20200330"
"68","Montenegro","85","1","Local transmission","0","20200330"
"69","Kyrgyzstan","84","0","Local transmission","1","20200330"
"70","Liechtenstein","62","0","Under investigation","0","20200330"
"71","Monaco","46","0","Local transmission","0","20200330"
"72","Holy See","6","0","Under investigation","0","20200330"
"73","Faroe Islands","159","0","Local transmission","0","20200330"
"74","Kosovo","94","1","Local transmission","0","20200330"
"75","Gibraltar","65","0","Local transmission","0","20200330"
"76","Jersey","63","2","Local transmission","0","20200330"
"77","Isle of Man","42","0","Local transmission","0","20200330"
