"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"78","Guernsey","39","0","Local transmission","1","20200330"
"79","Greenland","10","0","Under investigation","1","20200330"
"80","Thailand","1524","9","Local transmission","0","20200330"
"81","Indonesia","1285","114","Local transmission","0","20200330"
"82","India","1071","29","Local transmission","0","20200330"
"83","Sri Lanka","120","1","Local transmission","0","20200330"
"84","Bangladesh","49","5","Local transmission","0","20200330"
"85","Maldives","17","0","Local transmission","0","20200330"
"86","Myanmar","8","0","Local transmission","1","20200330"
"87","Nepal","5","0","Imported cases only","1","20200330"
"88","Bhutan","4","0","Imported cases only","0","20200330"
"89","Timor-Leste","1","0","Under investigation","9","20200330"
"90","Iran (Islamic Republic of)","38309","2640","Local transmission","0","20200330"
"91","Pakistan","1625","18","Local transmission","0","20200330"
"92","Saudi Arabia","1299","8","Local transmission","0","20200330"
"93","Qatar","634","2","Local transmission","0","20200330"
"94","Egypt","609","40","Local transmission","0","20200330"
"95","United Arab Emirates","570","3","Local transmission","0","20200330"
"96","Iraq","547","42","Local transmission","0","20200330"
"97","Morocco","516","27","Local transmission","0","20200330"
"98","Bahrain","515","4","Local transmission","0","20200330"
"99","Lebanon","438","10","Local transmission","0","20200330"
"100","Tunisia","312","8","Local transmission","0","20200330"
"101","Jordan","259","3","Local transmission","0","20200330"
"102","Kuwait","255","0","Local transmission","0","20200330"
"103","Oman","167","0","Local transmission","1","20200330"
"104","Afghanistan","114","4","Local transmission","1","20200330"
"105","Djibouti","19","0","Local transmission","0","20200330"
"106","Syrian Arab Republic","9","1","Imported cases only","0","20200330"
"107","Libya","8","0","Local transmission","0","20200330"
"108","Sudan","6","2","Imported cases only","0","20200330"
"109","Somalia","3","0","Imported cases only","3","20200330"
"110","occupied Palestinian territory","115","1","Local transmission","0","20200330"
"111","United States of America","122653","2112","Local transmission","0","20200330"
"112","Canada","5655","61","Local transmission","0","20200330"
"113","Brazil","3904","114","Local transmission","0","20200330"
"114","Chile","1909","6","Local transmission","1","20200330"
"115","Ecuador","1835","48","Local transmission","0","20200330"
"116","Panama","901","17","Local transmission","0","20200330"
"117","Mexico","848","16","Local transmission","0","20200330"
"118","Argentina","745","19","Local transmission","0","20200330"
"119","Peru","671","11","Local transmission","0","20200330"
"120","Colombia","608","6","Local transmission","0","20200330"
"121","Dominican Republic","581","20","Local transmission","2","20200330"
"122","Uruguay","303","0","Local transmission","0","20200330"
"123","Costa Rica","295","2","Local transmission","0","20200330"
"124","Cuba","119","3","Local transmission","1","20200330"
"125","Venezuela (Bolivarian Republic of)","113","2","Local transmission","1","20200330"
"126","Honduras","110","2","Local transmission","0","20200330"
"127","Trinidad and Tobago","76","3","Local transmission","0","20200330"
"128","Bolivia (Plurinational State of)","74","0","Local transmission","1","20200330"
"129","Paraguay","59","3","Local transmission","0","20200330"
"130","Guatemala","34","1","Local transmission","0","20200330"
"131","Jamaica","32","1","Local transmission","0","20200330"
"132","Barbados","26","0","Local transmission","0","20200330"
"133","El Salvador","24","0","Local transmission","0","20200330"
"134","Haiti","15","0","Imported cases only","0","20200330"
"135","Dominica","11","0","Local transmission","3","20200330"
"136","Bahamas","10","0","Local transmission","1","20200330"
"137","Suriname","8","0","Imported cases only","2","20200330"
"138","Antigua and Barbuda","7","0","Imported cases only","2","20200330"
"139","Grenada","7","0","Local transmission","3","20200330"
"140","Guyana","5","1","Local transmission","11","20200330"
"141","Nicaragua","4","1","Imported cases only","1","20200330"
"142","Saint Kitts and Nevis","4","0","Imported cases only","0","20200330"
"143","Saint Lucia","4","0","Imported cases only","0","20200330"
"144","Belize","2","0","Local transmission","4","20200330"
"145","Saint Vincent and the Grenadines","1","0","Imported cases only","17","20200330"
"146","Martinique","105","2","Imported cases only","0","20200330"
"147","Guadeloupe","96","2","Imported cases only","2","20200330"
"148","Puerto Rico","64","2","Imported cases only","3","20200330"
"149","Aruba","46","0","Local transmission","1","20200330"
"150","French Guiana","31","0","Local transmission","2","20200330"
"151","Bermuda","22","0","Local transmission","0","20200330"
"152","United States Virgin Island","22","0","Imported cases only","0","20200330"
"153","Cayman Islands","8","1","Imported cases only","4","20200330"
"154","Curaçao","7","1","Imported cases only","3","20200330"
"155","Saint Martin","6","0","Under investigation","0","20200330"
"156","Montserrat","5","0","Imported cases only","2","20200330"
"157","Saint Barthélemy","5","0","Under investigation","2","20200330"
"158","Turks and Caicos Island","4","0","Local transmission","0","20200330"
"159","Sint Maarten","3","0","Imported cases only","2","20200330"
"160","Anguilla","2","0","Local transmission","3","20200330"
"161","British Virgin Islands","2","0","Imported cases only","3","20200330"
"162","South Africa","1280","1","Local transmission","0","20200330"
"163","Algeria","454","29","Local transmission","0","20200330"
"164","Burkina Faso","222","3","Local transmission","0","20200330"
"165","Cote d’Ivoire","165","0","Local transmission","0","20200330"
"166","Ghana","152","5","Local transmission","0","20200330"
"167","Senegal","142","0","Local transmission","0","20200330"
"168","Cameroon","113","2","Local transmission","0","20200330"
"169","Mauritius","102","2","Local transmission","1","20200330"
"170","Democratic Republic of the Congo","81","8","Local transmission","0","20200330"
"171","Rwanda","70","0","Local transmission","0","20200330"
"172","Nigeria","65","1","Local transmission","3","20200330"
"173","Madagascar","37","0","Imported cases only","0","20200330"
"174","Uganda","33","0","Local transmission","0","20200330"
"175","Togo","28","1","Local transmission","0","20200330"
"176","Kenya","25","1","Local transmission","5","20200330"
"177","Ethiopia","21","0","Local transmission","0","20200330"
"178","Niger","20","3","Local transmission","0","20200330"
"179","Congo","19","0","Imported cases only","2","20200330"
"180","Mali","18","0","Local transmission","1","20200330"
"181","Guinea","16","0","Imported cases only","0","20200330"
"182","Zambia","16","0","Local transmission","1","20200330"
"183","United Republic of Tanzania","14","0","Under investigation","1","20200330"
"184","Equatorial Guinea","13","0","Local transmission","0","20200330"
"185","Namibia","11","0","Imported cases only","0","20200330"
"186","Eswatini","9","0","Imported cases only","2","20200330"
"187","Mozambique","8","0","Local transmission","1","20200330"
"188","Seychelles","8","0","Imported cases only","0","20200330"
"189","Gabon","7","1","Imported cases only","2","20200330"
"190","Benin","6","0","Imported cases only","3","20200330"
"191","Central African Republic","6","0","Imported cases only","2","20200330"
"192","Eritrea","6","0","Imported cases only","3","20200330"
"193","Cabo Verde","5","1","Imported cases only","2","20200330"
"194","Chad","5","0","Imported cases only","3","20200330"
"195","Mauritania","5","0","Imported cases only","1","20200330"
"196","Zimbabwe","5","1","Local transmission","2","20200330"
"197","Gambia","3","1","Imported cases only","1","20200330"
"198","Liberia","3","0","Local transmission","8","20200330"
"199","Angola","2","0","Imported cases only","8","20200330"
"200","Guinea-Bissau","2","0","Imported cases only","4","20200330"
"201","Réunion","207","0","Local transmission","0","20200330"
"202","Mayotte","82","0","Local transmission","0","20200330"
"203","conveyance (Diamond","712","7","Local transmission","14","20200330"
