"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"53","Bosnia and","",NA,"",NA,"20200315"
"54","Bosnia and Herzegovina","18","0","Local transmission","0","20200315"
"55","North Macedonia","13","0","Local transmission","0","20200315"
"56","Malta","12","0","Imported cases only","2","20200315"
"57","Republic of Moldova","12","0","Imported cases only","0","20200315"
"58","Lithuania","9","0","Imported cases only","0","20200315"
"59","Armenia","8","0","Local transmission","1","20200315"
"60","Kazakhstan","6","0","Imported cases only","0","20200315"
"61","Turkey","5","0","Imported cases only","1","20200315"
"62","Liechtenstein","4","0","Imported cases only","2","20200315"
"63","Ukraine","3","1","Local transmission","1","20200315"
"64","Andorra","2","0","Imported cases only","1","20200315"
"65","Monaco","2","0","Under investigation","1","20200315"
"66","Holy See","1","0","Under investigation","9","20200315"
"67","","erritories**",NA,"",NA,"20200315"
"68","Faroe Islands","9","0","Imported cases only","0","20200315"
"69","Gibraltar","1","0","Under investigation","11","20200315"
"70","Guernsey","1","0","Imported cases only","5","20200315"
"71","Jersey","2","0","Imported cases only","2","20200315"
"72","","outh-East Asia Region",NA,"",NA,"20200315"
"73","Indonesia","117","4","Local transmission","0","20200315"
"74","India","107","2","Local transmission","0","20200315"
"75","Thailand","75","1","Local transmission","2","20200315"
"76","Sri Lanka","11","0","Local transmission","0","20200315"
"77","Maldives","10","0","Local transmission","0","20200315"
"78","Bangladesh","3","0","Local transmission","6","20200315"
"79","Bhutan","1","0","Imported cases only","9","20200315"
"80","Nepal","1","0","Imported cases only","51","20200315"
"81","","astern Mediterranean Region",NA,"",NA,"20200315"
"82","Iran (Islamic Republic","",NA,"",NA,"20200315"
"83","Iran (Islamic Republic of)","12729","608","Local transmission","0","20200315"
"84","Qatar","337","0","Local transmission","0","20200315"
"85","Bahrain","211","0","Local transmission","0","20200315"
"86","Kuwait","112","0","Local transmission","0","20200315"
"87","Saudi Arabia","103","0","Local transmission","0","20200315"
"88","Egypt","93","2","Local transmission","1","20200315"
"89","Iraq","93","9","Local transmission","1","20200315"
"90","Lebanon","93","3","Local transmission","0","20200315"
"91","United Arab Emirates","85","0","Local transmission","2","20200315"
"92","Pakistan","28","0","Imported cases only","0","20200315"
"93","Oman","20","0","Imported cases only","0","20200315"
"94","Morocco","18","1","Local transmission","0","20200315"
"95","Tunisia","16","0","Local transmission","1","20200315"
"96","Afghanistan","10","0","Imported cases only","0","20200315"
"97","Jordan","1","0","Imported cases only","12","20200315"
"98","Sudan","1","0","Imported cases only","1","20200315"
"99","","erritories**",NA,"",NA,"20200315"
"100","occupied Palestinian","",NA,"",NA,"20200315"
"101","occupied Palestinian territory","38","0","Local transmission","1","20200315"
"102","","egion of the Americas",NA,"",NA,"20200315"
"103","United States of America","1678","41","Local transmission","1","20200315"
"104","America","",NA,"",NA,"20200315"
"105","Canada","244","1","Local transmission","0","20200315"
"106","Brazil","121","0","Local transmission","0","20200315"
"107","Chile","61","0","Local transmission","0","20200315"
"108","Argentina","45","2","Local transmission","0","20200315"
"109","Peru","43","0","Local transmission","0","20200315"
"110","Mexico","41","0","Imported cases only","0","20200315"
"111","Panama","27","1","Local transmission","1","20200315"
"112","Colombia","24","0","Local transmission","0","20200315"
"113","Costa Rica","23","0","Local transmission","1","20200315"
"114","Ecuador","23","0","Local transmission","1","20200315"
"115","Jamaica","8","0","Local transmission","0","20200315"
"116","Guyana","1","1","Imported cases only","2","20200315"
"117","Paraguay","6","0","Local transmission","1","20200315"
"118","Dominican Republic","5","0","Imported cases only","5","20200315"
"119","Cuba","4","0","Imported cases only","1","20200315"
"120","Bolivia (Plurinational","",NA,"",NA,"20200315"
"121","Bolivia (Plurinational State of)","3","0","Imported cases only","2","20200315"
"122","Puerto Rico","3","0","Imported cases only","1","20200315"
"123","Honduras","2","0","Imported cases only","3","20200315"
"124","Venezuela (Bolivarian","",NA,"",NA,"20200315"
"125","Venezuela (Bolivarian Republic of)","2","0","Imported cases only","1","20200315"
"126","Antigua and Barbuda","1","0","Imported cases only","1","20200315"
"127","Saint Vincent and the","",NA,"",NA,"20200315"
"128","Saint Vincent and the Grenadines","1","0","Imported cases only","2","20200315"
"129","Trinidad and Tobago","1","0","Imported cases only","1","20200315"
"130","","Territories**",NA,"",NA,"20200315"
"131","French Guiana","7","0","Imported cases only","2","20200315"
"132","Martinique","10","0","Imported cases only","0","20200315"
"133","Saint Martin","2","0","Under investigation","12","20200315"
"134","Saint Barthelemy","1","0","Under investigation","12","20200315"
"135","Cayman Islands","1","0","Imported cases only","1","20200315"
"136","Guadeloupe","3","0","Imported cases only","0","20200315"
"137","Curaçao","2","0","Imported cases only","0","20200315"
"138","","African Region",NA,"",NA,"20200315"
"139","South Africa","38","0","Local transmission","0","20200315"
"140","Algeria","37","3","Local transmission","0","20200315"
"141","Senegal","21","0","Local transmission","0","20200315"
"142","Burkina Faso","3","0","Imported cases only","0","20200315"
"143","Cameroon","3","0","Local transmission","0","20200315"
"144","Cote d’Ivoire","3","0","Imported cases only","0","20200315"
"145","Democratic Republic","",NA,"",NA,"20200315"
"146","Democratic Republic of the Congo","2","0","Imported cases only","1","20200315"
"147","Ghana","2","0","Imported cases only","0","20200315"
"148","Namibia","2","0","Imported cases only","0","20200315"
"149","Nigeria","2","0","Imported cases only","6","20200315"
"150","Central African","",NA,"",NA,"20200315"
"151","Central African Republic","1","0","Imported cases only","0","20200315"
"152","Congo","1","0","Imported cases only","0","20200315"
"153","Equatorial Guinea","1","0","Imported cases only","0","20200315"
"154","Eswatini","1","0","Imported cases only","0","20200315"
"155","Ethiopia","1","0","Imported cases only","1","20200315"
"156","Gabon","1","0","Imported cases only","1","20200315"
"157","Guinea","1","0","Imported cases only","1","20200315"
"158","Kenya","1","0","Imported cases only","1","20200315"
"159","Mauritania","1","0","Imported cases only","0","20200315"
"160","Togo","1","0","Imported cases only","8","20200315"
"161","Territories**",NA,NA,"",NA,"20200315"
"162","Réunion","6","0","Imported cases only","0","20200315"
"163","Mayotte","1","0","Imported cases only","0","20200315"
"164","Subtotal for all",NA,NA,"",NA,"20200315"
"165","",NA,NA,"",NA,"20200315"
"166","regions","71772","2524","",NA,"20200315"
"167","International",NA,NA,"",NA,"20200315"
"168","conveyance","697","7","Local transmission","1","20200315"
"169","(Diamond Princess)",NA,NA,"",NA,"20200315"
"170","Grand total","72469","2531","",NA,"20200315"
