country,confirmed,death,Transmission classification,Days since last reported case,date
Grenada,15,0,Clusters of cases,2,20200426
Saint Kitts and Nevis,15,0,Sporadic cases,5,20200426
Saint Lucia,15,0,Sporadic cases,14,20200426
Saint Vincent and the Grenadines,14,0,Sporadic cases,1,20200426
Nicaragua,11,3,Pending,1,20200426
Suriname,10,1,Sporadic cases,22,20200426
Puerto Rico,1276,77,Clusters of cases,4,20200426
Martinique,170,14,Clusters of cases,2,20200426
Guadeloupe,149,12,Clusters of cases,1,20200426
French Guiana,109,1,Clusters of cases,1,20200426
Aruba,100,2,Clusters of cases,3,20200426
Bermuda,99,5,Clusters of cases,2,20200426
Sint Maarten,73,12,Clusters of cases,2,20200426
Cayman Islands,70,1,Clusters of cases,0,20200426
United States Virgin Islands,55,3,Clusters of cases,0,20200426
Saint Martin,38,3,Sporadic cases,3,20200426
Curaçao,14,1,Sporadic cases,17,20200426
Falkland Islands (Malvinas),13,0,Clusters of cases,0,20200426
Montserrat,11,1,Sporadic cases,12,20200426
Turks and Caicos Islands,11,1,Sporadic cases,9,20200426
British Virgin Islands,6,1,Sporadic cases,0,20200426
Saint Barthélemy,6,0,Sporadic cases,26,20200426
"Bonaire, Sint Eustatius and Saba",5,0,Sporadic cases,8,20200426
Anguilla,3,0,Sporadic cases,22,20200426
Saint Pierre and Miquelon,1,0,Sporadic cases,18,20200426
South Africa,4361,86,Community transmission,0,20200426
Algeria,3256,419,Community transmission,0,20200426
Cameroon,1518,53,Clusters of cases,0,20200426
Ghana,1279,10,Clusters of cases,1,20200426
Nigeria,1182,35,Community transmission,0,20200426
Côte d’Ivoire,1111,14,Clusters of cases,0,20200426
Guinea,996,7,Community transmission,0,20200426
Niger,684,27,Clusters of cases,0,20200426
Burkina Faso,629,41,Community transmission,0,20200426
Senegal,614,7,Clusters of cases,0,20200426
Democratic Republic of the Congo,442,28,Clusters of cases,0,20200426
Mali,370,21,Clusters of cases,0,20200426
Kenya,343,14,Clusters of cases,0,20200426
Mauritius,331,9,Community transmission,2,20200426
United Republic of Tanzania,300,10,Clusters of cases,1,20200426
Equatorial Guinea,258,1,Clusters of cases,0,20200426
Congo,200,8,Clusters of cases,1,20200426
Rwanda,183,0,Clusters of cases,0,20200426
Gabon,176,3,Clusters of cases,0,20200426
Madagascar,124,0,Clusters of cases,0,20200426
Ethiopia,122,3,Clusters of cases,0,20200426
Liberia,120,11,Clusters of cases,0,20200426
Togo,96,6,Clusters of cases,0,20200426
Cabo Verde,90,1,Sporadic cases,0,20200426
Sierra Leone,86,3,Clusters of cases,0,20200426
Zambia,84,3,Sporadic cases,1,20200426
Uganda,75,0,Sporadic cases,1,20200426
Mozambique,70,0,Sporadic cases,0,20200426
Benin,58,1,Sporadic cases,2,20200426
Eswatini,56,1,Sporadic cases,0,20200426
Guinea-Bissau,52,0,Sporadic cases,2,20200426
Chad,46,0,Sporadic cases,0,20200426
Eritrea,39,0,Sporadic cases,7,20200426
Malawi,33,3,Sporadic cases,2,20200426
Zimbabwe,31,4,Sporadic cases,0,20200426
Angola,25,2,Sporadic cases,2,20200426
Botswana,22,1,Sporadic cases,3,20200426
Central African Republic,19,0,Sporadic cases,1,20200426
Namibia,16,0,Sporadic cases,20,20200426
Burundi,12,1,Sporadic cases,1,20200426
Seychelles,11,0,Sporadic cases,19,20200426
Gambia,10,1,Sporadic cases,5,20200426
São Tomé and Príncipe,8,0,Sporadic cases,2,20200426
Mauritania,7,1,Sporadic cases,15,20200426
South Sudan,5,0,Sporadic cases,1,20200426
Réunion,412,0,Clusters of cases,2,20200426
Mayotte,354,4,Clusters of cases,1,20200426
