country,confirmed,death,Transmission classification,Days since last reported case,date
China,82724,3327,Local transmission,0,20200402
Republic of Korea,9976,169,Local transmission,0,20200402
Australia,4976,21,Local transmission,0,20200402
Malaysia,2908,45,Local transmission,0,20200402
Japan,2384,57,Local transmission,0,20200402
Philippines,2311,96,Local transmission,0,20200402
Singapore,1000,3,Local transmission,0,20200402
New Zealand,723,1,Local transmission,0,20200402
Viet Nam,218,0,Local transmission,0,20200402
Brunei Darussalam,131,1,Local transmission,0,20200402
Cambodia,109,0,Local transmission,1,20200402
Mongolia,14,0,Imported cases only,0,20200402
Lao People's Democratic Republic,10,0,Local transmission,0,20200402
Fiji,5,0,Local transmission,7,20200402
Papua New Guinea,1,0,Imported cases only,12,20200402
Guam,77,3,Local transmission,0,20200402
French Polynesia,37,0,Local transmission,1,20200402
New Caledonia,16,0,Local transmission,1,20200402
Northern Mariana Islands (Commonwealth of the),6,0,Local transmission,0,20200402
Italy,110574,13157,Local transmission,0,20200402
Spain,102136,9053,Local transmission,0,20200402
Germany,73522,872,Local transmission,0,20200402
France,56261,4019,Local transmission,0,20200402
The United Kingdom,29478,2532,Local transmission,0,20200402
Switzerland,17070,378,Local transmission,0,20200402
Turkey,15679,277,Local transmission,0,20200402
Belgium,13964,828,Local transmission,0,20200402
Netherlands,13614,1173,Local transmission,0,20200402
Austria,10711,146,Local transmission,0,20200402
Portugal,8251,187,Local transmission,0,20200402
Israel,5591,21,Local transmission,0,20200402
Sweden,4947,239,Local transmission,0,20200402
Norway,4665,32,Local transmission,0,20200402
Czechia,3589,39,Local transmission,0,20200402
Ireland,3447,85,Local transmission,0,20200402
Denmark,3107,104,Local transmission,0,20200402
Russian Federation,2777,24,Local transmission,0,20200402
Poland,2554,43,Local transmission,0,20200402
Romania,2460,85,Local transmission,0,20200402
Luxembourg,2319,29,Local transmission,0,20200402
Finland,1446,17,Local transmission,0,20200402
Greece,1375,50,Local transmission,0,20200402
Iceland,1220,2,Local transmission,0,20200402
Serbia,1060,13,Local transmission,0,20200402
Croatia,963,6,Local transmission,0,20200402
Slovenia,841,15,Local transmission,0,20200402
Ukraine,804,20,Local transmission,0,20200402
Estonia,779,5,Local transmission,0,20200402
Lithuania,581,8,Local transmission,0,20200402
Armenia,571,3,Local transmission,0,20200402
Hungary,525,20,Local transmission,0,20200402
Bosnia and Herzegovina,464,13,Local transmission,0,20200402
Latvia,446,0,Local transmission,0,20200402
Republic of Moldova,423,5,Local transmission,0,20200402
Bulgaria,422,10,Local transmission,0,20200402
Slovakia,400,0,Local transmission,0,20200402
Andorra,396,13,Local transmission,0,20200402
Kazakhstan,386,3,Local transmission,0,20200402
Azerbaijan,359,5,Local transmission,0,20200402
North Macedonia,354,11,Local transmission,0,20200402
Cyprus,320,9,Local transmission,0,20200402
Albania,277,15,Local transmission,0,20200402
San Marino,236,28,Local transmission,1,20200402
Belarus,192,2,Local transmission,0,20200402
Uzbekistan,190,2,Local transmission,0,20200402
Malta,188,0,Local transmission,0,20200402
Georgia,121,0,Local transmission,0,20200402
