"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"1","China","82078","3298","Local transmission","0","20200327"
"2","Republic of Korea","9332","139","Local transmission","0","20200327"
"3","Australia","2985","13","Local transmission","0","20200327"
"4","Malaysia","2031","23","Local transmission","0","20200327"
"5","Japan","1387","46","Local transmission","0","20200327"
"6","Philippines","707","45","Local transmission","0","20200327"
"7","Singapore","683","2","Local transmission","0","20200327"
"8","New Zealand","338","0","Local transmission","0","20200327"
"9","Viet Nam","153","0","Local transmission","0","20200327"
"10","Brunei Darussalam","114","0","Local transmission","0","20200327"
"11","Cambodia","98","0","Local transmission","0","20200327"
"12","Mongolia","11","0","Imported cases only","0","20200327"
"13","Lao People's Democratic Republic","6","0","Under investigation","0","20200327"
"14","Fiji","5","0","Local transmission","1","20200327"
"15","Papua New Guinea","1","0","Imported cases only","6","20200327"
"16","Guam","45","1","Local transmission","0","20200327"
"17","French Polynesia","30","0","Local transmission","0","20200327"
"18","New Caledonia","14","0","Local transmission","1","20200327"
"19","Italy","80539","8165","Local transmission","0","20200327"
"20","Spain","56188","4089","Local transmission","0","20200327"
"21","Germany","42288","253","Local transmission","0","20200327"
"22","France","28786","1695","Local transmission","0","20200327"
"23","The United Kingdom","11662","578","Local transmission","0","20200327"
"24","Switzerland","10714","161","Local transmission","0","20200327"
"25","Netherlands","7431","434","Local transmission","0","20200327"
"26","Austria","7029","52","Local transmission","0","20200327"
"27","Belgium","6235","220","Local transmission","0","20200327"
"28","Turkey","3629","75","Local transmission","0","20200327"
"29","Portugal","3544","60","Local transmission","0","20200327"
"30","Norway","3156","14","Local transmission","0","20200327"
"31","Israel","3035","10","Local transmission","0","20200327"
"32","Sweden","2806","66","Local transmission","0","20200327"
"33","Czechia","2062","9","Local transmission","0","20200327"
"34","Denmark","1877","41","Local transmission","0","20200327"
"35","Ireland","1819","19","Local transmission","0","20200327"
"36","Luxembourg","1453","9","Local transmission","0","20200327"
"37","Poland","1221","16","Local transmission","0","20200327"
"38","Russian Federation","1036","3","Local transmission","0","20200327"
"39","Romania","1029","17","Local transmission","0","20200327"
"40","Finland","958","4","Local transmission","0","20200327"
"41","Greece","892","26","Local transmission","0","20200327"
"42","Iceland","802","2","Local transmission","0","20200327"
"43","Slovenia","577","5","Local transmission","0","20200327"
"44","Estonia","538","1","Local transmission","0","20200327"
"45","Croatia","495","2","Local transmission","0","20200327"
"46","Serbia","457","7","Local transmission","0","20200327"
"47","Armenia","329","1","Local transmission","0","20200327"
"48","Hungary","300","10","Local transmission","0","20200327"
"49","Lithuania","299","4","Local transmission","0","20200327"
"50","Bulgaria","264","3","Local transmission","0","20200327"
"51","Latvia","244","0","Local transmission","0","20200327"
"52","Andorra","231","3","Local transmission","0","20200327"
"53","Slovakia","226","0","Local transmission","0","20200327"
