"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"54","San Marino","218","21","Local transmission","0","20200327"
"55","Ukraine","218","5","Local transmission","0","20200327"
"56","Bosnia and Herzegovina","213","3","Local transmission","0","20200327"
"57","North Macedonia","201","3","Local transmission","0","20200327"
"58","Albania","186","8","Local transmission","0","20200327"
"59","Republic of Moldova","177","2","Local transmission","0","20200327"
"60","Cyprus","146","3","Local transmission","0","20200327"
"61","Malta","134","0","Local transmission","0","20200327"
"62","Kazakhstan","125","0","Imported cases only","0","20200327"
"63","Azerbaijan","122","3","Local transmission","0","20200327"
"64","Belarus","86","0","Local transmission","1","20200327"
"65","Uzbekistan","83","0","Local transmission","0","20200327"
"66","Georgia","81","0","Local transmission","0","20200327"
"67","Montenegro","67","1","Local transmission","0","20200327"
"68","Kyrgyzstan","58","0","Local transmission","0","20200327"
"69","Liechtenstein","56","0","Imported cases only","0","20200327"
"70","Monaco","19","0","Local transmission","4","20200327"
"71","Holy See","4","0","Under investigation","1","20200327"
"72","Faroe Islands","140","0","Local transmission","0","20200327"
"73","Kosovo","79","1","Local transmission","0","20200327"
"74","Gibraltar","35","0","Local transmission","0","20200327"
"75","Guernsey","34","0","Local transmission","0","20200327"
"76","Jersey","32","1","Local transmission","0","20200327"
"77","Isle of Man","26","0","Local transmission","0","20200327"
"78","Greenland","6","0","Under investigation","0","20200327"
"79","Thailand","1136","5","Local transmission","0","20200327"
"80","Indonesia","893","78","Local transmission","0","20200327"
"81","India","724","17","Local transmission","0","20200327"
"82","Sri Lanka","106","0","Local transmission","0","20200327"
"83","Bangladesh","48","5","Local transmission","0","20200327"
"84","Maldives","13","0","Local transmission","11","20200327"
"85","Myanmar","5","0","Imported cases only","0","20200327"
"86","Bhutan","3","0","Imported cases only","0","20200327"
"87","Nepal","3","0","Imported cases only","1","20200327"
"88","Timor-Leste","1","0","Imported cases only","6","20200327"
"89","Iran (Islamic Republic of)","29406","2234","Local transmission","0","20200327"
"90","Pakistan","1057","8","Local transmission","1","20200327"
"91","Saudi Arabia","1012","3","Local transmission","0","20200327"
"92","Qatar","549","0","Local transmission","0","20200327"
"93","Egypt","495","24","Local transmission","0","20200327"
"94","Bahrain","458","4","Local transmission","0","20200327"
"95","Iraq","382","36","Local transmission","0","20200327"
"96","Lebanon","368","6","Local transmission","0","20200327"
"97","United Arab Emirates","333","2","Local transmission","1","20200327"
"98","Morocco","275","10","Local transmission","0","20200327"
"99","Jordan","212","0","Local transmission","0","20200327"
"100","Kuwait","208","0","Local transmission","1","20200327"
"101","Tunisia","197","5","Local transmission","0","20200327"
"102","Oman","109","0","Local transmission","0","20200327"
"103","Afghanistan","80","2","Local transmission","1","20200327"
"104","Djibouti","12","0","Local transmission","1","20200327"
"105","Syrian Arab Republic","5","0","Imported cases only","1","20200327"
"106","Somalia","3","0","Imported cases only","0","20200327"
"107","Sudan","3","1","Imported cases only","2","20200327"
"108","Libya","1","0","Imported cases only","2","20200327"
"109","occupied Palestinian territory","84","1","Local transmission","0","20200327"
"110","United States of America","68334","991","Local transmission","0","20200327"
"111","Canada","3555","35","Local transmission","0","20200327"
"112","Brazil","2433","57","Local transmission","1","20200327"
"113","Chile","1306","4","Local transmission","0","20200327"
"114","Ecuador","1211","29","Local transmission","1","20200327"
"115","Peru","580","9","Local transmission","0","20200327"
"116","Panama","558","8","Local transmission","1","20200327"
"117","Argentina","502","8","Local transmission","0","20200327"
"118","Dominican Republic","488","10","Local transmission","0","20200327"
"119","Mexico","478","5","Local transmission","1","20200327"
"120","Colombia","470","4","Local transmission","1","20200327"
"121","Uruguay","217","0","Imported cases only","1","20200327"
"122","Costa Rica","201","2","Local transmission","1","20200327"
"123","Venezuela (Bolivarian Republic of)","91","0","Local transmission","1","20200327"
"124","Cuba","67","1","Local transmission","0","20200327"
"125","Trinidad and Tobago","61","1","Local transmission","0","20200327"
"126","Honduras","52","1","Local transmission","1","20200327"
"127","Paraguay","41","3","Local transmission","1","20200327"
"128","Bolivia (Plurinational State of)","39","0","Local transmission","1","20200327"
"129","Jamaica","26","1","Local transmission","1","20200327"
"130","Guatemala","24","1","Local transmission","1","20200327"
"131","Barbados","18","0","Local transmission","2","20200327"
"132","El Salvador","13","0","Imported cases only","1","20200327"
"133","Dominica","11","0","Local transmission","0","20200327"
"134","Haiti","8","0","Imported cases only","1","20200327"
"135","Grenada","7","0","Local transmission","0","20200327"
"136","Suriname","7","0","Imported cases only","1","20200327"
"137","Bahamas","5","0","Local transmission","1","20200327"
"138","Guyana","5","1","Local transmission","8","20200327"
"139","Antigua and Barbuda","3","0","Imported cases only","2","20200327"
"140","Saint Lucia","3","0","Imported cases only","3","20200327"
"141","Belize","2","0","Local transmission","1","20200327"
"142","Nicaragua","2","0","Imported cases only","5","20200327"
"143","Saint Kitts and Nevis","2","0","Imported cases only","1","20200327"
"144","Saint Vincent and the Grenadines","1","0","Imported cases only","14","20200327"
"145","Guadeloupe","76","0","Imported cases only","1","20200327"
"146","Martinique","66","1","Imported cases only","1","20200327"
"147","Puerto Rico","64","2","Imported cases only","0","20200327"
"148","French Guiana","28","0","Local transmission","1","20200327"
"149","Aruba","19","0","Local transmission","1","20200327"
"150","United States Virgin Island","17","0","Imported cases only","3","20200327"
"151","Saint Martin","11","0","Under investigation","1","20200327"
"152","Cayman Islands","8","1","Imported cases only","1","20200327"
"153","Bermuda","7","0","Local transmission","1","20200327"
"154","Curaçao","7","1","Imported cases only","0","20200327"
"155","Saint Barthélemy","3","0","Under investigation","11","20200327"
"156","Anguilla","2","0","Local transmission","0","20200327"
"157","British Virgin Islands","2","0","Imported cases only","0","20200327"
"158","Montserrat","2","0","Imported cases only","1","20200327"
"159","Sint Maarten","2","0","Imported cases only","3","20200327"
"160","Turks and Caicos Island","2","0","Imported cases only","0","20200327"
"161","South Africa","927","0","Local transmission","0","20200327"
"162","Algeria","305","21","Local transmission","0","20200327"
"163","Burkina Faso","146","3","Local transmission","1","20200327"
"164","Ghana","132","3","Local transmission","0","20200327"
"165","Senegal","105","0","Local transmission","0","20200327"
"166","Mauritius","81","2","Imported cases only","0","20200327"
"167","Côte d’Ivoire","80","0","Imported cases only","1","20200327"
"168","Cameroon","75","1","Local transmission","0","20200327"
"169","Nigeria","65","1","Local transmission","0","20200327"
"170","Democratic Republic of the Congo","54","4","Local transmission","0","20200327"
"171","Rwanda","50","0","Local transmission","0","20200327"
"172","Kenya","25","1","Local transmission","2","20200327"
"173","Madagascar","24","0","Imported cases only","0","20200327"
"174","Togo","24","0","Imported cases only","0","20200327"
"175","Uganda","14","0","Imported cases only","1","20200327"
"176","United Republic of Tanzania","13","0","Imported cases only","1","20200327"
"177","Ethiopia","12","0","Imported cases only","2","20200327"
"178","Niger","10","1","Imported cases only","0","20200327"
"179","Namibia","8","0","Imported cases only","0","20200327"
"180","Seychelles","7","0","Imported cases only","5","20200327"
"181","Benin","6","0","Imported cases only","0","20200327"
"182","Equatorial Guinea","6","0","Imported cases only","5","20200327"
"183","Eritrea","6","0","Imported cases only","0","20200327"
"184","Eswatini","6","0","Imported cases only","0","20200327"
"185","Gabon","6","1","Imported cases only","4","20200327"
"186","Central African Republic","5","0","Imported cases only","1","20200327"
"187","Chad","5","0","Imported cases only","0","20200327"
"188","Guinea","5","0","Imported cases only","0","20200327"
"189","Mozambique","5","0","Local transmission","1","20200327"
"190","Congo","4","0","Imported cases only","5","20200327"
"191","Cabo Verde","3","0","Imported cases only","5","20200327"
"192","Liberia","3","0","Local transmission","5","20200327"
"193","Mauritania","3","0","Imported cases only","0","20200327"
"194","Zambia","3","0","Imported cases only","4","20200327"
"195","Zimbabwe","3","1","Imported cases only","0","20200327"
"196","Angola","2","0","Imported cases only","5","20200327"
"197","Gambia","2","0","Imported cases only","2","20200327"
"198","Guinea-Bissau","2","0","Imported cases only","1","20200327"
"199","Mali","2","0","Imported cases only","1","20200327"
"200","Réunion","135","0","Local transmission","0","20200327"
"201","Mayotte","50","0","Local transmission","0","20200327"
"202","conveyance","712","7","Local transmission","11","20200327"
