"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"59","Republic of Moldova","149","1","Local transmission","0","20200326"
"60","Cyprus","132","3","Local transmission","0","20200326"
"61","Malta","129","0","Local transmission","0","20200326"
"62","Kazakhstan","97","0","Imported cases only","0","20200326"
"63","Azerbaijan","93","2","Local transmission","0","20200326"
"64","Belarus","86","0","Local transmission","0","20200326"
"65","Georgia","77","0","Local transmission","0","20200326"
"66","Uzbekistan","65","0","Local transmission","0","20200326"
"67","Montenegro","52","1","Imported cases only","0","20200326"
"68","Liechtenstein","51","0","Imported cases only","0","20200326"
"69","Kyrgyzstan","44","0","Local transmission","0","20200326"
"70","Monaco","23","0","Local transmission","3","20200326"
"71","Holy See","4","0","Under investigation","0","20200326"
"72","Faroe Islands","132","0","Local transmission","0","20200326"
"73","Kosovo","71","1","Local transmission","0","20200326"
"74","Guernsey","30","0","Local transmission","0","20200326"
"75","Gibraltar","26","0","Local transmission","0","20200326"
"76","Isle of Man","23","0","Imported cases only","1","20200326"
"77","Jersey","18","0","Local transmission","0","20200326"
"78","Greenland","5","0","Under investigation","0","20200326"
"79","Thailand","934","4","Local transmission","1","20200326"
"80","Indonesia","790","58","Local transmission","0","20200326"
"81","India","649","13","Local transmission","0","20200326"
"82","Sri Lanka","102","0","Local transmission","1","20200326"
"83","Bangladesh","39","4","Local transmission","1","20200326"
"84","Maldives","13","0","Local transmission","10","20200326"
"85","Myanmar","3","0","Imported cases only","1","20200326"
"86","Nepal","3","0","Imported cases only","0","20200326"
"87","Bhutan","2","0","Imported cases only","6","20200326"
"88","Timor-Leste","1","0","Imported cases only","5","20200326"
"89","Iran (Islamic Republic of)","27017","2077","Local transmission","0","20200326"
"90","Pakistan","1057","8","Local transmission","0","20200326"
"91","Saudi Arabia","900","2","Local transmission","0","20200326"
"92","Qatar","537","0","Local transmission","0","20200326"
"93","Egypt","456","21","Local transmission","0","20200326"
"94","Bahrain","419","4","Local transmission","0","20200326"
"95","Iraq","346","29","Local transmission","0","20200326"
"96","Lebanon","333","4","Local transmission","0","20200326"
"97","United Arab Emirates","333","2","Local transmission","0","20200326"
"98","Morocco","225","6","Local transmission","0","20200326"
"99","Kuwait","208","0","Local transmission","0","20200326"
"100","Tunisia","173","5","Local transmission","0","20200326"
"101","Jordan","172","0","Local transmission","0","20200326"
"102","Oman","99","0","Local transmission","1","20200326"
"103","Afghanistan","80","2","Local transmission","0","20200326"
"104","Djibouti","12","0","Local transmission","0","20200326"
"105","Syrian Arab Republic","5","0","Imported cases only","0","20200326"
"106","Sudan","3","1","Imported cases only","1","20200326"
"107","Somalia","2","0","Imported cases only","0","20200326"
"108","Libya","1","0","Imported cases only","1","20200326"
"109","occupied Palestinian territory","64","1","Local transmission","0","20200326"
"110","United States of America","63570","884","Local transmission","0","20200326"
"111","Canada","3409","35","Local transmission","0","20200326"
"112","Brazil","2433","57","Local transmission","0","20200326"
"113","Ecuador","1211","29","Local transmission","0","20200326"
"114","Chile","1142","3","Local transmission","0","20200326"
"115","Panama","558","8","Local transmission","0","20200326"
"116","Peru","480","9","Local transmission","0","20200326"
"117","Mexico","478","5","Local transmission","0","20200326"
"118","Colombia","470","4","Local transmission","0","20200326"
"119","Dominican Republic","392","10","Local transmission","0","20200326"
"120","Argentina","387","6","Local transmission","0","20200326"
"121","Uruguay","217","0","Imported cases only","0","20200326"
"122","Costa Rica","201","2","Local transmission","0","20200326"
"123","Venezuela (Bolivarian Republic of)","91","0","Local transmission","0","20200326"
"124","Trinidad and Tobago","60","1","Local transmission","0","20200326"
"125","Cuba","57","1","Local transmission","0","20200326"
"126","Honduras","52","0","Local transmission","0","20200326"
"127","Paraguay","41","3","Local transmission","0","20200326"
"128","Bolivia (Plurinational State of)","39","0","Local transmission","0","20200326"
"129","Jamaica","26","1","Local transmission","0","20200326"
"130","Guatemala","24","1","Local transmission","0","20200326"
"131","Barbados","18","0","Local transmission","1","20200326"
"132","El Salvador","13","0","Imported cases only","0","20200326"
"133","Haiti","8","0","Imported cases only","0","20200326"
"134","Dominica","7","0","Local transmission","0","20200326"
"135","Suriname","7","0","Imported cases only","0","20200326"
"136","Bahamas","5","0","Local transmission","0","20200326"
"137","Guyana","5","1","Local transmission","7","20200326"
"138","Antigua and Barbuda","3","0","Imported cases only","1","20200326"
"139","Saint Lucia","3","0","Imported cases only","2","20200326"
"140","Belize","2","0","Local transmission","0","20200326"
"141","Nicaragua","2","0","Imported cases only","4","20200326"
"142","Saint Kitts and Nevis","2","0","Imported cases only","0","20200326"
"143","Grenada","1","0","Imported cases only","3","20200326"
"144","Saint Vincent and the Grenadines","1","0","Imported cases only","13","20200326"
"145","Guadeloupe","76","0","Imported cases only","0","20200326"
"146","Martinique","66","1","Imported cases only","0","20200326"
"147","Puerto Rico","51","2","Imported cases only","0","20200326"
"148","French Guiana","28","0","Local transmission","0","20200326"
"149","Aruba","19","0","Local transmission","0","20200326"
"150","United States Virgin Island","17","0","Imported cases only","2","20200326"
"151","Saint Martin","11","0","Under investigation","0","20200326"
"152","Cayman Islands","8","1","Imported cases only","0","20200326"
"153","Bermuda","7","0","Local transmission","0","20200326"
"154","Curaçao","6","1","Imported cases only","1","20200326"
"155","Saint Barthélemy","3","0","Under investigation","10","20200326"
"156","Montserrat","2","0","Imported cases only","0","20200326"
"157","Sint Maarten","2","0","Imported cases only","2","20200326"
"158","Turks and Caicos Island","1","0","Imported cases only","2","20200326"
"159","South Africa","709","0","Local transmission","0","20200326"
"160","Algeria","264","17","Local transmission","1","20200326"
"161","Burkina Faso","146","3","Local transmission","0","20200326"
"162","Senegal","99","0","Local transmission","0","20200326"
"163","Côte d’Ivoire","80","0","Imported cases only","0","20200326"
"164","Cameroon","70","1","Local transmission","2","20200326"
"165","Ghana","68","2","Local transmission","0","20200326"
"166","Democratic Republic of the Congo","51","3","Local transmission","0","20200326"
"167","Mauritius","47","2","Imported cases only","0","20200326"
"168","Nigeria","46","1","Local transmission","0","20200326"
"169","Rwanda","41","0","Local transmission","0","20200326"
"170","Kenya","25","0","Local transmission","1","20200326"
"171","Togo","23","0","Imported cases only","0","20200326"
"172","Madagascar","19","0","Imported cases only","1","20200326"
"173","Uganda","14","0","Imported cases only","0","20200326"
"174","United Republic of Tanzania","13","0","Imported cases only","0","20200326"
"175","Ethiopia","12","0","Imported cases only","1","20200326"
"176","Seychelles","7","0","Imported cases only","4","20200326"
"177","Equatorial Guinea","6","0","Imported cases only","4","20200326"
"178","Gabon","6","1","Imported cases only","3","20200326"
"179","Benin","5","0","Imported cases only","2","20200326"
"180","Central African Republic","5","0","Imported cases only","0","20200326"
"181","Mozambique","5","0","Local transmission","0","20200326"
"182","Namibia","5","0","Imported cases only","0","20200326"
"183","Congo","4","0","Imported cases only","4","20200326"
"184","Eritrea","4","0","Imported cases only","0","20200326"
"185","Eswatini","4","0","Imported cases only","3","20200326"
"186","Guinea","4","0","Imported cases only","2","20200326"
"187","Cabo Verde","3","0","Imported cases only","4","20200326"
"188","Chad","3","0","Imported cases only","2","20200326"
"189","Liberia","3","0","Local transmission","4","20200326"
"190","Zambia","3","0","Imported cases only","3","20200326"
"191","Angola","2","0","Imported cases only","4","20200326"
"192","Gambia","2","0","Imported cases only","1","20200326"
"193","Guinea-Bissau","2","0","Imported cases only","0","20200326"
"194","Mali","2","0","Imported cases only","0","20200326"
"195","Mauritania","2","0","Imported cases only","7","20200326"
"196","Niger","2","0","Imported cases only","2","20200326"
"197","Zimbabwe","2","1","Imported cases only","4","20200326"
"198","Réunion","94","0","Local transmission","0","20200326"
"199","Mayotte","35","0","Local transmission","0","20200326"
"200","conveyance","712","7","Local transmission","10","20200326"
