"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"95","occupied Palestinian territory","38","0","Local transmission","2","20200316"
"96","United States of America","1678","41","Local transmission","2","20200316"
"97","Canada","304","1","Local transmission","0","20200316"
"98","Brazil","200","0","Local transmission","0","20200316"
"99","Chile","75","0","Local transmission","0","20200316"
"100","Peru","71","0","Local transmission","0","20200316"
"101","Argentina","56","2","Local transmission","0","20200316"
"102","Mexico","53","0","Imported cases only","0","20200316"
"103","Panama","43","1","Local transmission","0","20200316"
"104","Ecuador","37","2","Local transmission","0","20200316"
"105","Colombia","24","0","Local transmission","1","20200316"
"106","Costa Rica","23","0","Local transmission","2","20200316"
"107","Bolivia (Plurinational State of)","11","0","Imported cases only","0","20200316"
"108","Jamaica","10","0","Local transmission","0","20200316"
"109","Paraguay","8","0","Local transmission","0","20200316"
"110","Dominican Republic","5","0","Imported cases only","6","20200316"
"111","Cuba","4","0","Imported cases only","2","20200316"
"112","Guyana","4","1","Local transmission","0","20200316"
"113","Uruguay","4","0","Imported cases only","0","20200316"
"114","Honduras","2","0","Imported cases only","4","20200316"
"115","Trinidad and Tobago","2","0","Imported cases only","0","20200316"
"116","Venezuela (Bolivarian Republic of)","2","0","Imported cases only","2","20200316"
"117","Antigua and Barbuda","1","0","Imported cases only","2","20200316"
"118","Guatemala","1","1","Imported cases only","1","20200316"
"119","Saint Lucia","1","0","Imported cases only","1","20200316"
"120","Saint Vincent and the Grenadines","1","0","Imported cases only","3","20200316"
"121","Suriname","1","0","Imported cases only","1","20200316"
"122","Martinique","15","0","Imported cases only","0","20200316"
"123","French Guiana","7","0","Imported cases only","2","20200316"
"124","Guadeloupe","6","0","Imported cases only","0","20200316"
"125","Puerto Rico","3","0","Imported cases only","2","20200316"
"126","Saint Barthelemy","3","0","Under investigation","0","20200316"
"127","Curaçao","2","0","Imported cases only","1","20200316"
"128","Saint Martin","2","0","Under investigation","13","20200316"
"129","Cayman Islands","1","1","Imported cases only","1","20200316"
"130","South Africa","51","0","Local transmission","0","20200316"
"131","Algeria","49","3","Local transmission","0","20200316"
"132","Senegal","26","0","Local transmission","0","20200316"
"133","Ghana","6","0","Imported cases only","1","20200316"
"134","Rwanda","5","0","Local transmission","0","20200316"
"135","Burkina Faso","3","0","Imported cases only","1","20200316"
"136","Cameroon","3","0","Local transmission","1","20200316"
"137","Cote d’Ivoire","3","0","Imported cases only","1","20200316"
"138","Democratic Republic of the Congo","2","0","Imported cases only","2","20200316"
"139","Namibia","2","0","Imported cases only","1","20200316"
"140","Nigeria","2","0","Imported cases only","7","20200316"
"141","Seychelles","2","0","Imported cases only","0","20200316"
"142","Central African Republic","1","0","Imported cases only","1","20200316"
"143","Congo","1","0","Imported cases only","1","20200316"
"144","Equatorial Guinea","1","0","Imported cases only","1","20200316"
"145","Eswatini","1","0","Imported cases only","1","20200316"
"146","Ethiopia","1","0","Imported cases only","2","20200316"
"147","Gabon","1","0","Imported cases only","2","20200316"
"148","Guinea","1","0","Imported cases only","2","20200316"
"149","Kenya","1","0","Imported cases only","2","20200316"
"150","Mauritania","1","0","Imported cases only","1","20200316"
"151","Togo","1","0","Imported cases only","9","20200316"
"152","Réunion","9","0","Imported cases only","0","20200316"
"153","Mayotte","1","0","Imported cases only","1","20200316"
"154","conveyance","712","7","Local transmission","0","20200316"
