country,confirmed,death,Transmission classification,Days since last reported case,date
Costa Rica,483,2,Cluster of cases,0,20200409
Cuba,457,12,Cluster of cases,0,20200409
Uruguay,424,7,Cluster of cases,0,20200409
Honduras,312,22,Cluster of cases,0,20200409
Bolivia (Plurinational State of),210,15,Cluster of cases,0,20200409
Venezuela (Bolivarian Republic of),166,7,Cluster of cases,0,20200409
Paraguay,119,5,Cluster of cases,0,20200409
Trinidad and Tobago,107,8,Cluster of cases,0,20200409
El Salvador,93,5,Cluster of cases,0,20200409
Guatemala,87,3,Cluster of cases,0,20200409
Barbados,63,3,Cluster of cases,0,20200409
Jamaica,63,3,Cluster of cases,0,20200409
Bahamas,36,6,Cluster of cases,0,20200409
Guyana,33,5,Cluster of cases,0,20200409
Haiti,27,1,Cluster of cases,0,20200409
Antigua and Barbuda,19,2,Cluster of cases,0,20200409
Dominica,15,0,Cluster of cases,1,20200409
Saint Lucia,14,0,Sporadic Cases,3,20200409
Grenada,12,0,Cluster of cases,4,20200409
Saint Kitts and Nevis,11,0,Sporadic Cases,0,20200409
Suriname,10,1,Sporadic Cases,5,20200409
Belize,8,1,Sporadic Cases,0,20200409
Saint Vincent and the Grenadines,8,0,Sporadic Cases,0,20200409
Nicaragua,6,1,Pending,2,20200409
Puerto Rico,620,24,Cluster of cases,0,20200409
Martinique,152,4,Cluster of cases,0,20200409
Guadeloupe,139,8,Cluster of cases,1,20200409
French Guiana,77,0,Cluster of cases,0,20200409
Aruba,74,0,Cluster of cases,0,20200409
Cayman Islands,45,1,Cluster of cases,0,20200409
United States Virgin Islands,45,1,Cluster of cases,0,20200409
Sint Maarten,40,8,Sporadic Cases,1,20200409
Bermuda,39,2,Cluster of cases,1,20200409
Saint Martin,31,2,Sporadic Cases,2,20200409
Curaçao,14,1,Sporadic Cases,0,20200409
Montserrat,8,0,Sporadic Cases,0,20200409
Turks and Caicos Islands,8,1,Sporadic Cases,1,20200409
Saint Barthélemy,6,0,Sporadic Cases,9,20200409
Falkland Islands (Malvinas),5,0,Sporadic Cases,0,20200409
Anguilla,3,0,Sporadic Cases,5,20200409
British Virgin Islands,3,0,Sporadic Cases,8,20200409
"Bonaire, Sint Eustatius and Saba",2,0,Sporadic Cases,5,20200409
Saint Pierre and Miquelon,1,0,Sporadic Cases,1,20200409
South Africa,1845,18,Community Transmission,0,20200409
Algeria,1572,205,Community Transmission,0,20200409
Cameroon,730,10,Cluster of cases,0,20200409
Burkina Faso,384,19,Cluster of cases,0,20200409
Côte d’Ivoire,384,3,Cluster of cases,0,20200409
Niger,342,11,Cluster of cases,0,20200409
Ghana,313,6,Cluster of cases,0,20200409
Nigeria,276,6,Cluster of cases,0,20200409
Mauritius,273,7,Cluster of cases,0,20200409
Senegal,244,2,Cluster of cases,0,20200409
Democratic Republic of the Congo,207,20,Cluster of cases,0,20200409
Kenya,179,6,Cluster of cases,0,20200409
Guinea,164,0,Cluster of cases,0,20200409
Rwanda,110,0,Sporadic Cases,0,20200409
Madagascar,93,0,Cluster of cases,0,20200409
Togo,70,3,Sporadic Cases,0,20200409
Congo,60,5,Cluster of cases,0,20200409
Mali,56,6,Sporadic Cases,0,20200409
Ethiopia,55,2,Sporadic Cases,0,20200409
Uganda,53,0,Sporadic Cases,0,20200409
Zambia,39,1,Sporadic Cases,6,20200409
Eritrea,33,0,Sporadic Cases,0,20200409
Guinea-Bissau,33,0,Sporadic Cases,2,20200409
Liberia,31,4,Sporadic Cases,0,20200409
Benin,26,1,Sporadic Cases,1,20200409
United Republic of Tanzania,25,1,Sporadic Cases,0,20200409
Gabon,24,1,Sporadic Cases,1,20200409
Angola,19,2,Sporadic Cases,0,20200409
Mozambique,17,0,Sporadic Cases,0,20200409
Equatorial Guinea,16,0,Sporadic Cases,4,20200409
Namibia,16,0,Sporadic Cases,3,20200409
Eswatini,12,0,Sporadic Cases,0,20200409
Seychelles,11,0,Sporadic Cases,2,20200409
Zimbabwe,11,3,Sporadic Cases,1,20200409
Central African Republic,10,0,Sporadic Cases,0,20200409
Chad,10,0,Sporadic Cases,1,20200409
Malawi,8,1,Sporadic Cases,1,20200409
Cabo Verde,7,1,Sporadic Cases,2,20200409
Sierra Leone,7,0,Sporadic Cases,0,20200409
Botswana,6,1,Sporadic Cases,2,20200409
Mauritania,6,1,Sporadic Cases,5,20200409
Gambia,4,1,Sporadic Cases,6,20200409
São Tomé and Príncipe,4,0,Pending,2,20200409
Burundi,3,0,Sporadic Cases,5,20200409
South Sudan,1,0,Pending,3,20200409
Réunion,362,0,Cluster of cases,0,20200409
Mayotte,186,2,Cluster of cases,0,20200409
