country,confirmed,death,Transmission classification,Days since last reported case,date
China,83249,3344,Cluster of cases,0,20200409
Republic of Korea,10423,204,Cluster of cases,0,20200409
Australia,6052,50,Cluster of cases,0,20200409
Japan,4768,85,Cluster of cases,0,20200409
Malaysia,4119,65,Cluster of cases,0,20200409
Philippines,3870,182,Cluster of cases,0,20200409
Singapore,1623,6,Cluster of cases,0,20200409
New Zealand,992,1,Sporadic Cases,0,20200409
Viet Nam,251,0,Cluster of cases,0,20200409
Brunei Darussalam,135,1,Sporadic Cases,4,20200409
Cambodia,117,0,Sporadic Cases,0,20200409
Mongolia,16,0,Sporadic Cases,0,20200409
Fiji,15,0,Sporadic Cases,1,20200409
Lao People's Democratic Republic,15,0,Sporadic Cases,0,20200409
Papua New Guinea,2,0,Sporadic Cases,0,20200409
Guam,125,4,Cluster of cases,0,20200409
French Polynesia,51,0,Sporadic Cases,0,20200409
New Caledonia,18,0,Sporadic Cases,6,20200409
Northern Mariana Islands (Commonwealth of the),11,2,Pending,0,20200409
Spain,146690,14555,Pending,0,20200409
Italy,139422,17669,Pending,0,20200409
Germany,108202,2107,Pending,0,20200409
France,81095,10853,Pending,0,20200409
The United Kingdom,60737,7097,Pending,0,20200409
Turkey,38226,812,Community Transmission,0,20200409
Belgium,23403,2240,Pending,0,20200409
Switzerland,22710,705,Community Transmission,0,20200409
Netherlands,20549,2248,Pending,0,20200409
Portugal,13141,380,Pending,0,20200409
Austria,12969,273,Pending,0,20200409
Russian Federation,10131,76,Cluster of cases,0,20200409
Israel,9404,71,Pending,1,20200409
Sweden,8419,687,Pending,0,20200409
Ireland,6224,235,Pending,0,20200409
Norway,6010,80,Pending,0,20200409
Denmark,5402,218,Pending,0,20200409
Czechia,5312,99,Pending,0,20200409
Poland,5205,159,Pending,0,20200409
Romania,4761,209,Pending,0,20200409
Luxembourg,3034,46,Pending,0,20200409
Serbia,2666,65,Pending,0,20200409
Finland,2487,40,Pending,0,20200409
Ukraine,1892,57,Cluster of cases,0,20200409
Greece,1884,83,Pending,0,20200409
Iceland,1616,6,Pending,0,20200409
Croatia,1343,19,Pending,0,20200409
Estonia,1185,24,Pending,0,20200409
Republic of Moldova,1174,28,Pending,0,20200409
Slovenia,1091,40,Pending,0,20200409
Belarus,1066,13,Cluster of cases,0,20200409
Hungary,980,66,Pending,0,20200409
Armenia,921,10,Cluster of cases,0,20200409
Lithuania,912,15,Pending,0,20200409
Azerbaijan,822,8,Cluster of cases,0,20200409
Bosnia and Herzegovina,816,35,Community Transmission,0,20200409
Kazakhstan,727,7,Pending,0,20200409
Slovakia,682,2,Pending,0,20200409
North Macedonia,617,30,Cluster of cases,0,20200409
Bulgaria,593,24,Pending,0,20200409
Latvia,577,2,Pending,0,20200409
Andorra,566,24,Community Transmission,0,20200409
Uzbekistan,555,3,Cluster of cases,0,20200409
Cyprus,526,14,Pending,0,20200409
Albania,409,22,Cluster of cases,0,20200409
San Marino,308,34,Community Transmission,0,20200409
Malta,299,1,Pending,0,20200409
Kyrgyzstan,280,4,Pending,0,20200409
Montenegro,248,2,Cluster of cases,1,20200409
Georgia,214,3,Cluster of cases,0,20200409
Liechtenstein,79,1,Pending,0,20200409
Monaco,54,0,Sporadic Cases,0,20200409
Holy See,8,0,Sporadic Cases,0,20200409
Kosovo,224,6,Community Transmission,0,20200409
Faroe Islands,184,0,Pending,1,20200409
Jersey,170,3,Pending,1,20200409
Guernsey,166,4,Pending,1,20200409
Isle of Man,150,1,Pending,1,20200409
Gibraltar,113,1,Pending,1,20200409
Greenland,11,0,Pending,3,20200409
India,5734,166,Cluster of cases,0,20200409
Indonesia,2956,240,Cluster of cases,0,20200409
Thailand,2423,32,Cluster of cases,0,20200409
Bangladesh,218,20,Cluster of cases,0,20200409
Sri Lanka,189,7,Cluster of cases,0,20200409
Myanmar,22,3,Sporadic Cases,1,20200409
Maldives,19,0,Cluster of cases,6,20200409
Nepal,9,0,Sporadic Cases,4,20200409
Bhutan,5,0,Sporadic Cases,6,20200409
Timor-Leste,1,0,Sporadic Cases,19,20200409
Iran (Islamic Republic of),64586,3993,Pending,0,20200409
Pakistan,4322,63,Cluster of cases,0,20200409
Saudi Arabia,2932,41,Cluster of cases,0,20200409
United Arab Emirates,2659,12,Pending,0,20200409
Qatar,2210,6,Pending,0,20200409
Egypt,1560,103,Cluster of cases,0,20200409
Morocco,1275,93,Cluster of cases,0,20200409
Iraq,1202,69,Cluster of cases,0,20200409
Kuwait,855,1,Cluster of cases,0,20200409
Bahrain,823,5,Cluster of cases,0,20200409
Tunisia,628,24,Community Transmission,0,20200409
Lebanon,575,19,Cluster of cases,0,20200409
Oman,457,2,Cluster of cases,0,20200409
Afghanistan,444,15,Cluster of cases,0,20200409
Jordan,358,6,Cluster of cases,0,20200409
Djibouti,135,0,Cluster of cases,0,20200409
Libya,21,1,Cluster of cases,0,20200409
Syrian Arab Republic,19,2,Community Transmission,3,20200409
Sudan,14,2,Sporadic Cases,2,20200409
Somalia,12,1,Sporadic Cases,0,20200409
occupied Palestinian territory,263,1,Cluster of cases,1,20200409
United States of America,395030,12740,Community Transmission,0,20200409
Canada,18433,401,Community Transmission,0,20200409
Brazil,13717,667,Community Transmission,0,20200409
Chile,5546,48,Community Transmission,0,20200409
Ecuador,4450,242,Community Transmission,0,20200409
Peru,2954,107,Community Transmission,0,20200409
Mexico,2785,141,Community Transmission,0,20200409
Panama,2249,59,Community Transmission,0,20200409
Dominican Republic,1956,98,Community Transmission,1,20200409
Colombia,1780,50,Community Transmission,0,20200409
Argentina,1715,60,Community Transmission,0,20200409
