country,confirmed,death,Transmission classification,Days since last reported case,date
Uzbekistan,2189,10,Clusters of cases,0,20200505
Croatia,2101,80,Community transmission,0,20200505
Azerbaijan,1984,26,Clusters of cases,0,20200505
Bosnia and Herzegovina,1926,77,Community transmission,0,20200505
Iceland,1799,10,Community transmission,1,20200505
Estonia,1703,55,Pending,0,20200505
Bulgaria,1652,78,Clusters of cases,0,20200505
North Macedonia,1518,85,Clusters of cases,0,20200505
Slovenia,1439,97,Community transmission,2,20200505
Lithuania,1419,46,Community transmission,0,20200505
Slovakia,1413,25,Clusters of cases,0,20200505
Latvia,896,16,Community transmission,0,20200505
Cyprus,874,20,Clusters of cases,0,20200505
Kyrgyzstan,843,10,Clusters of cases,0,20200505
Albania,803,31,Clusters of cases,0,20200505
Andorra,751,45,Community transmission,0,20200505
Georgia,604,9,Community transmission,0,20200505
San Marino,582,41,Community transmission,1,20200505
Malta,480,4,Pending,0,20200505
Montenegro,323,8,Clusters of cases,0,20200505
Tajikistan,230,7,Pending,0,20200505
Monaco,95,1,Sporadic cases,1,20200505
Liechtenstein,83,1,Pending,9,20200505
Holy See,11,0,Sporadic cases,4,20200505
Kosovo,855,27,Community transmission,0,20200505
Isle of Man,321,23,Pending,0,20200505
Jersey,292,24,Pending,0,20200505
Guernsey,252,13,Community transmission,2,20200505
Faroe Islands,187,0,Pending,11,20200505
Gibraltar,144,0,Clusters of cases,3,20200505
Greenland,11,0,Pending,29,20200505
India,46433,1568,Clusters of cases,0,20200505
Indonesia,11587,864,Community transmission,0,20200505
Bangladesh,10143,182,Clusters of cases,0,20200505
Thailand,2988,54,Clusters of cases,0,20200505
Sri Lanka,718,7,Clusters of cases,1,20200505
Maldives,545,1,Clusters of cases,0,20200505
Myanmar,161,6,Clusters of cases,0,20200505
Nepal,82,0,Sporadic cases,0,20200505
Timor-Leste,24,0,Clusters of cases,11,20200505
Bhutan,7,0,Sporadic cases,12,20200505
China,84404,4643,Clusters of cases,0,20200505
Singapore,18778,18,Clusters of cases,0,20200505
Japan,15231,521,Clusters of cases,0,20200505
Republic of Korea,10804,254,Clusters of cases,0,20200505
Philippines,9485,623,Clusters of cases,0,20200505
Australia,6825,95,Clusters of cases,0,20200505
Malaysia,6353,105,Clusters of cases,0,20200505
New Zealand,1137,20,Clusters of cases,1,20200505
Viet Nam,271,0,Clusters of cases,1,20200505
Brunei Darussalam,138,1,Sporadic cases,15,20200505
Cambodia,122,0,Sporadic cases,23,20200505
Mongolia,40,0,Sporadic cases,0,20200505
Lao People's Democratic Republic,19,0,Sporadic cases,22,20200505
Fiji,18,0,Sporadic cases,14,20200505
Papua New Guinea,8,0,Sporadic cases,12,20200505
Guam,145,5,Clusters of cases,1,20200505
French Polynesia,58,0,Sporadic cases,7,20200505
New Caledonia,18,0,Sporadic cases,32,20200505
Northern Mariana Islands (Commonwealth of the),14,2,Pending,17,20200505
