country,confirmed,death,Transmission classification,Days since last reported case,date
China,83482,3349,Clusters of cases,0,20200412
Republic of Korea,10512,214,Clusters of cases,0,20200412
Japan,6748,98,Clusters of cases,0,20200412
Australia,6289,57,Clusters of cases,0,20200412
Malaysia,4530,73,Clusters of cases,0,20200412
Philippines,4428,247,Clusters of cases,0,20200412
Singapore,2299,8,Clusters of cases,0,20200412
New Zealand,1049,4,Sporadic Cases,0,20200412
Viet Nam,258,0,Clusters of cases,0,20200412
Brunei Darussalam,136,1,Sporadic Cases,1,20200412
Cambodia,122,0,Sporadic Cases,0,20200412
Fiji,16,0,Sporadic Cases,1,20200412
Lao People's Democratic Republic,16,0,Sporadic Cases,1,20200412
Mongolia,16,0,Sporadic Cases,3,20200412
Papua New Guinea,2,0,Sporadic Cases,3,20200412
Guam,133,5,Clusters of cases,0,20200412
French Polynesia,51,0,Sporadic Cases,3,20200412
New Caledonia,18,0,Sporadic Cases,9,20200412
Northern Mariana Islands (Commonwealth of the),11,2,Pending,3,20200412
Spain,161852,16353,Pending,0,20200412
Italy,152271,19470,Pending,0,20200412
Germany,120479,2673,Pending,0,20200412
France,92787,13814,Pending,0,20200412
The United Kingdom,78995,9875,Pending,0,20200412
Turkey,52167,1101,Community Transmission,0,20200412
Belgium,28018,3346,Pending,0,20200412
Switzerland,24820,831,Community Transmission,0,20200412
Netherlands,24413,2643,Pending,0,20200412
Portugal,15987,470,Pending,0,20200412
Russian Federation,15770,130,Clusters of cases,0,20200412
Austria,13807,337,Pending,0,20200412
Israel,10525,96,Pending,0,20200412
Sweden,10151,887,Pending,0,20200412
Ireland,8928,320,Pending,0,20200412
Poland,6356,208,Pending,0,20200412
Norway,6320,98,Pending,0,20200412
Denmark,5996,260,Pending,0,20200412
Romania,5990,282,Pending,0,20200412
Czechia,5902,129,Pending,0,20200412
Serbia,3380,74,Pending,0,20200412
Luxembourg,3270,62,Pending,0,20200412
Finland,2905,49,Pending,0,20200412
Ukraine,2777,83,Clusters of cases,0,20200412
Belarus,2226,23,Clusters of cases,0,20200412
Greece,2081,93,Pending,0,20200412
Iceland,1689,8,Pending,0,20200412
Republic of Moldova,1560,30,Pending,0,20200412
Croatia,1534,21,Pending,0,20200412
Hungary,1410,99,Pending,0,20200412
Estonia,1304,24,Pending,0,20200412
Slovenia,1188,50,Pending,0,20200412
Azerbaijan,1058,11,Clusters of cases,0,20200412
Lithuania,1053,23,Pending,0,20200412
Armenia,1013,13,Clusters of cases,0,20200412
Bosnia and Herzegovina,948,37,Community Transmission,0,20200412
Kazakhstan,897,10,Pending,0,20200412
North Macedonia,828,34,Clusters of cases,0,20200412
Uzbekistan,796,3,Clusters of cases,0,20200412
Slovakia,728,2,Pending,0,20200412
Bulgaria,661,28,Pending,0,20200412
Latvia,630,3,Pending,0,20200412
Andorra,622,28,Community Transmission,0,20200412
Cyprus,616,15,Pending,0,20200412
Albania,446,23,Clusters of cases,0,20200412
Kyrgyzstan,377,5,Pending,0,20200412
Malta,370,3,Pending,0,20200412
San Marino,356,35,Community Transmission,0,20200412
Montenegro,262,2,Clusters of cases,0,20200412
Georgia,252,3,Clusters of cases,0,20200412
Liechtenstein,80,1,Pending,1,20200412
Monaco,54,0,Sporadic Cases,3,20200412
Holy See,8,0,Sporadic Cases,3,20200412
Kosovo,283,7,Community Transmission,0,20200412
Isle of Man,204,1,Pending,0,20200412
Guernsey,200,6,Pending,0,20200412
Jersey,198,4,Pending,0,20200412
Faroe Islands,184,0,Pending,4,20200412
Gibraltar,113,1,Pending,4,20200412
Greenland,11,0,Pending,6,20200412
India,8356,273,Clusters of cases,0,20200412
Indonesia,4241,373,Clusters of cases,0,20200412
Thailand,2551,38,Clusters of cases,0,20200412
Bangladesh,621,34,Clusters of cases,0,20200412
Sri Lanka,199,7,Clusters of cases,0,20200412
Myanmar,38,3,Clusters of cases,0,20200412
Maldives,19,0,Clusters of cases,9,20200412
Nepal,9,0,Sporadic Cases,7,20200412
Bhutan,5,0,Sporadic Cases,9,20200412
Timor-Leste,2,0,Sporadic Cases,1,20200412
Iran (Islamic Republic of),70029,4357,Community Transmission,0,20200412
Pakistan,5038,86,Clusters of cases,0,20200412
Saudi Arabia,4033,52,Clusters of cases,0,20200412
United Arab Emirates,3736,20,Pending,0,20200412
Qatar,2728,6,Pending,0,20200412
Egypt,1939,146,Clusters of cases,0,20200412
Morocco,1545,111,Clusters of cases,0,20200412
Iraq,1318,72,Clusters of cases,0,20200412
Kuwait,1154,1,Clusters of cases,0,20200412
Bahrain,1040,6,Clusters of cases,0,20200412
Tunisia,685,28,Community Transmission,0,20200412
Lebanon,619,20,Clusters of cases,0,20200412
Oman,599,3,Clusters of cases,0,20200412
Afghanistan,555,18,Clusters of cases,0,20200412
Jordan,381,7,Clusters of cases,0,20200412
Djibouti,187,2,Clusters of cases,0,20200412
Libya,25,1,Clusters of cases,0,20200412
Syrian Arab Republic,25,2,Community Transmission,0,20200412
Somalia,21,1,Sporadic Cases,0,20200412
Sudan,19,2,Sporadic Cases,0,20200412
Yemen,1,0,Pending,1,20200412
occupied Palestinian territory,268,2,Clusters of cases,1,20200412
United States of America,492881,18516,Community Transmission,0,20200412
Canada,22544,600,Community Transmission,0,20200412
Brazil,19638,1056,Community Transmission,0,20200412
Ecuador,7257,315,Community Transmission,0,20200412
Chile,6927,73,Community Transmission,0,20200412
Peru,5897,169,Community Transmission,0,20200412
Mexico,3844,233,Community Transmission,0,20200412
Panama,2974,74,Community Transmission,0,20200412
Dominican Republic,2620,126,Community Transmission,0,20200412
Colombia,2473,80,Community Transmission,0,20200412
Argentina,1975,82,Community Transmission,0,20200412
Cuba,620,16,Clusters of cases,0,20200412
Costa Rica,558,3,Clusters of cases,0,20200412
Uruguay,494,7,Clusters of cases,0,20200412
Honduras,392,24,Clusters of cases,0,20200412
Bolivia (Plurinational State of),275,20,Clusters of cases,0,20200412
Venezuela (Bolivarian Republic of),171,9,Clusters of cases,1,20200412
Guatemala,137,3,Clusters of cases,0,20200412
Paraguay,133,6,Clusters of cases,0,20200412
El Salvador,118,6,Clusters of cases,0,20200412
Trinidad and Tobago,109,8,Clusters of cases,2,20200412
Barbados,67,4,Clusters of cases,0,20200412
Jamaica,65,4,Clusters of cases,0,20200412
Bahamas,42,8,Clusters of cases,0,20200412
Guyana,37,6,Clusters of cases,2,20200412
Haiti,31,2,Clusters of cases,0,20200412
Antigua and Barbuda,21,2,Clusters of cases,0,20200412
Dominica,16,0,Clusters of cases,1,20200412
Saint Lucia,15,0,Sporadic Cases,0,20200412
Grenada,14,0,Clusters of cases,0,20200412
Saint Kitts and Nevis,12,0,Sporadic Cases,0,20200412
Saint Vincent and the Grenadines,12,0,Sporadic Cases,1,20200412
Belize,10,2,Sporadic Cases,1,20200412
Suriname,10,1,Sporadic Cases,8,20200412
Nicaragua,7,1,Pending,1,20200412
Puerto Rico,788,42,Clusters of cases,0,20200412
Martinique,155,6,Clusters of cases,0,20200412
Guadeloupe,143,8,Clusters of cases,1,20200412
Aruba,92,0,Clusters of cases,0,20200412
French Guiana,86,0,Clusters of cases,0,20200412
United States Virgin Islands,53,1,Clusters of cases,0,20200412
Sint Maarten,50,9,Sporadic Cases,1,20200412
Bermuda,48,4,Clusters of cases,1,20200412
Cayman Islands,45,1,Clusters of cases,3,20200412
Saint Martin,33,2,Sporadic Cases,0,20200412
Curaçao,14,1,Sporadic Cases,3,20200412
Montserrat,9,0,Sporadic Cases,1,20200412
Turks and Caicos Islands,8,1,Sporadic Cases,4,20200412
Saint Barthelemy,6,0,Sporadic Cases,12,20200412
Falkland Islands (Malvinas),5,0,Sporadic Cases,3,20200412
Anguilla,3,0,Sporadic Cases,8,20200412
British Virgin Islands,3,0,Sporadic Cases,11,20200412
"Bonaire, Sint Eustatius and Saba",2,0,Sporadic Cases,8,20200412
Saint Pierre and Miquelon,1,0,Sporadic Cases,4,20200412
South Africa,2028,25,Community Transmission,0,20200412
Algeria,1825,275,Community Transmission,0,20200412
Cameroon,803,10,Clusters of cases,1,20200412
Côte d’Ivoire,533,4,Clusters of cases,0,20200412
Niger,491,11,Clusters of cases,0,20200412
Burkina Faso,443,19,Clusters of cases,1,20200412
Ghana,408,8,Clusters of cases,0,20200412
Mauritius,319,9,Clusters of cases,0,20200412
Nigeria,318,10,Clusters of cases,0,20200412
Senegal,278,2,Clusters of cases,0,20200412
Guinea,250,0,Clusters of cases,0,20200412
Democratic Republic of the Congo,223,20,Clusters of cases,0,20200412
Kenya,191,7,Clusters of cases,0,20200412
Rwanda,120,0,Sporadic Cases,0,20200412
Madagascar,104,0,Clusters of cases,0,20200412
Mali,87,7,Sporadic Cases,0,20200412
Togo,73,3,Sporadic Cases,2,20200412
Ethiopia,69,3,Sporadic Cases,0,20200412
Congo,60,5,Clusters of cases,3,20200412
Uganda,53,0,Sporadic Cases,3,20200412
Gabon,49,1,Sporadic Cases,0,20200412
Liberia,48,5,Sporadic Cases,0,20200412
Zambia,40,2,Sporadic Cases,1,20200412
Guinea-Bissau,38,0,Sporadic Cases,0,20200412
Benin,35,2,Sporadic Cases,0,20200412
Eritrea,33,0,Sporadic Cases,3,20200412
United Republic of Tanzania,32,3,Sporadic Cases,1,20200412
Mozambique,20,0,Sporadic Cases,1,20200412
Angola,19,2,Sporadic Cases,3,20200412
Equatorial Guinea,18,0,Sporadic Cases,2,20200412
Namibia,16,0,Sporadic Cases,6,20200412
Botswana,13,1,Sporadic Cases,2,20200412
Zimbabwe,13,3,Sporadic Cases,0,20200412
Eswatini,12,0,Sporadic Cases,3,20200412
Malawi,12,2,Sporadic Cases,0,20200412
Central African Republic,11,0,Sporadic Cases,1,20200412
Chad,11,0,Sporadic Cases,2,20200412
