country,confirmed,death,Transmission classification,Days since last reported case,date
Seychelles,11,0,Sporadic Cases,5,20200412
Gambia,9,1,Sporadic Cases,0,20200412
Sierra Leone,8,0,Sporadic Cases,0,20200412
Cabo Verde,7,1,Sporadic Cases,5,20200412
Mauritania,7,1,Sporadic Cases,1,20200412
São Tomé and Príncipe,4,0,Pending,5,20200412
South Sudan,4,0,Pending,0,20200412
Burundi,3,0,Sporadic Cases,8,20200412
Réunion,388,0,Clusters of cases,0,20200412
Mayotte,191,2,Clusters of cases,2,20200412
