country,confirmed,death,Transmission classification,Days since last reported case,date
Poland,13375,664,Community transmission,0,20200503
Romania,12732,771,Community transmission,0,20200503
Ukraine,11913,288,Community transmission,0,20200503
Denmark,9407,475,Pending,0,20200503
Serbia,9362,189,Pending,0,20200503
Norway,7759,204,Pending,1,20200503
Czechia,7755,245,Community transmission,0,20200503
Finland,5179,220,Pending,0,20200503
Republic of Moldova,4052,124,Pending,0,20200503
Kazakhstan,3877,26,Pending,0,20200503
Luxembourg,3812,92,Pending,0,20200503
Hungary,2998,340,Clusters of cases,0,20200503
Greece,2620,143,Community transmission,0,20200503
Armenia,2386,35,Clusters of cases,0,20200503
Uzbekistan,2127,9,Clusters of cases,0,20200503
Croatia,2088,77,Community transmission,0,20200503
Azerbaijan,1894,25,Clusters of cases,0,20200503
Iceland,1798,10,Community transmission,1,20200503
Bosnia and Herzegovina,1757,68,Community transmission,2,20200503
Estonia,1699,53,Pending,0,20200503
Bulgaria,1594,72,Clusters of cases,0,20200503
North Macedonia,1506,82,Clusters of cases,0,20200503
Slovenia,1439,94,Community transmission,0,20200503
Slovakia,1407,24,Clusters of cases,0,20200503
Lithuania,1406,46,Community transmission,0,20200503
Latvia,871,16,Community transmission,0,20200503
Cyprus,864,20,Clusters of cases,0,20200503
Albania,795,31,Clusters of cases,0,20200503
Kyrgyzstan,795,10,Clusters of cases,0,20200503
Andorra,747,44,Community transmission,0,20200503
Georgia,589,8,Community transmission,0,20200503
San Marino,580,41,Community transmission,1,20200503
Malta,467,4,Pending,1,20200503
Montenegro,322,7,Clusters of cases,3,20200503
Liechtenstein,83,1,Pending,7,20200503
Tajikistan,76,2,Pending,0,20200503
Monaco,68,1,Sporadic cases,19,20200503
Holy See,11,0,Sporadic cases,2,20200503
Kosovo,823,22,Community transmission,0,20200503
Isle of Man,315,23,Pending,0,20200503
Jersey,290,23,Pending,2,20200503
Guernsey,252,13,Community transmission,0,20200503
Faroe Islands,187,0,Pending,9,20200503
Gibraltar,144,0,Clusters of cases,1,20200503
Greenland,11,0,Pending,27,20200503
India,39980,1301,Clusters of cases,0,20200503
Indonesia,10843,831,Community transmission,0,20200503
Bangladesh,8790,175,Pending,0,20200503
Thailand,2969,54,Clusters of cases,0,20200503
Sri Lanka,705,7,Clusters of cases,0,20200503
Maldives,519,1,Clusters of cases,0,20200503
Myanmar,151,6,Clusters of cases,2,20200503
Nepal,59,0,Sporadic cases,1,20200503
Timor-Leste,24,0,Clusters of cases,9,20200503
Bhutan,7,0,Sporadic cases,10,20200503
China,84393,4643,Clusters of cases,0,20200503
Singapore,17548,17,Clusters of cases,0,20200503
Japan,14839,492,Clusters of cases,0,20200503
Republic of Korea,10793,250,Clusters of cases,0,20200503
Philippines,8928,603,Clusters of cases,0,20200503
Australia,6783,93,Clusters of cases,0,20200503
Malaysia,6176,103,Clusters of cases,0,20200503
New Zealand,1136,20,Clusters of cases,0,20200503
Viet Nam,270,0,Clusters of cases,8,20200503
Brunei Darussalam,138,1,Sporadic cases,13,20200503
Cambodia,122,0,Sporadic cases,21,20200503
Mongolia,39,0,Sporadic cases,0,20200503
Lao People's Democratic Republic,19,0,Sporadic cases,20,20200503
Fiji,18,0,Sporadic cases,12,20200503
Papua New Guinea,8,0,Sporadic cases,10,20200503
Guam,144,5,Clusters of cases,0,20200503
French Polynesia,58,0,Sporadic cases,5,20200503
New Caledonia,18,0,Sporadic cases,30,20200503
Northern Mariana Islands (Commonwealth of the),14,2,Pending,15,20200503
