country,confirmed,death,Transmission classification,Days since last reported case,date
Canada,49014,2766,Community transmission,0,20200429
Peru,28699,782,Community transmission,0,20200429
Ecuador,24258,871,Community transmission,0,20200429
Mexico,15529,1434,Community transmission,0,20200429
Chile,14365,207,Community transmission,0,20200429
Dominican Republic,6416,286,Community transmission,0,20200429
Panama,6021,167,Community transmission,0,20200429
Colombia,5597,253,Community transmission,0,20200429
Argentina,4019,197,Community transmission,0,20200429
Cuba,1437,58,Clusters of cases,0,20200429
Bolivia (Plurinational State of),1014,53,Clusters of cases,0,20200429
Honduras,702,64,Clusters of cases,0,20200429
Costa Rica,697,6,Clusters of cases,0,20200429
Uruguay,620,15,Clusters of cases,0,20200429
Guatemala,530,15,Clusters of cases,0,20200429
Jamaica,364,7,Clusters of cases,0,20200429
El Salvador,345,8,Clusters of cases,0,20200429
Venezuela (Bolivarian Republic of),329,10,Clusters of cases,0,20200429
Paraguay,230,9,Community transmission,0,20200429
Trinidad and Tobago,116,8,Sporadic cases,1,20200429
Bahamas,80,11,Clusters of cases,1,20200429
Barbados,80,6,Clusters of cases,0,20200429
Haiti,76,6,Clusters of cases,0,20200429
Guyana,74,8,Clusters of cases,2,20200429
Antigua and Barbuda,24,3,Clusters of cases,6,20200429
Belize,18,2,Sporadic cases,14,20200429
Grenada,18,0,Clusters of cases,2,20200429
Dominica,16,0,Clusters of cases,18,20200429
Saint Kitts and Nevis,15,0,Sporadic cases,8,20200429
Saint Lucia,15,0,Sporadic cases,17,20200429
Saint Vincent and the Grenadines,15,0,Sporadic cases,1,20200429
Nicaragua,13,3,Pending,2,20200429
Suriname,10,1,Sporadic cases,25,20200429
Puerto Rico,1400,54,Clusters of cases,0,20200429
Martinique,175,14,Clusters of cases,2,20200429
Guadeloupe,149,11,Clusters of cases,4,20200429
French Guiana,124,1,Clusters of cases,0,20200429
Bermuda,110,6,Clusters of cases,0,20200429
Aruba,100,2,Clusters of cases,6,20200429
Sint Maarten,75,13,Clusters of cases,0,20200429
Cayman Islands,70,1,Clusters of cases,3,20200429
United States Virgin Islands,59,4,Clusters of cases,1,20200429
Saint Martin,38,3,Sporadic cases,6,20200429
Curaçao,16,1,Sporadic cases,1,20200429
Falkland Islands (Malvinas),13,0,Clusters of cases,3,20200429
Turks and Caicos Islands,12,1,Sporadic cases,1,20200429
Montserrat,11,1,Sporadic cases,15,20200429
"Bonaire, Sint Eustatius and Saba",6,0,Sporadic cases,1,20200429
British Virgin Islands,6,1,Sporadic cases,3,20200429
Saint Barthélemy,6,0,Sporadic cases,29,20200429
Anguilla,3,0,Sporadic cases,25,20200429
Saint Pierre and Miquelon,1,0,Sporadic cases,21,20200429
South Africa,4996,93,Community transmission,0,20200429
Algeria,3649,437,Community transmission,0,20200429
Cameroon,1705,58,Clusters of cases,0,20200429
Ghana,1671,16,Clusters of cases,0,20200429
Nigeria,1337,40,Community transmission,1,20200429
Guinea,1240,7,Community transmission,0,20200429
Côte d’Ivoire,1183,14,Clusters of cases,0,20200429
Senegal,823,9,Clusters of cases,0,20200429
Niger,709,31,Clusters of cases,0,20200429
Burkina Faso,638,42,Community transmission,0,20200429
Democratic Republic of the Congo,491,30,Clusters of cases,0,20200429
Mali,424,24,Clusters of cases,0,20200429
Kenya,374,14,Clusters of cases,0,20200429
Mauritius,332,10,Community transmission,2,20200429
Equatorial Guinea,315,1,Clusters of cases,0,20200429
United Republic of Tanzania,300,10,Clusters of cases,4,20200429
Gabon,238,3,Clusters of cases,0,20200429
Rwanda,212,0,Clusters of cases,0,20200429
Congo,207,8,Clusters of cases,1,20200429
Liberia,141,16,Clusters of cases,0,20200429
Madagascar,128,0,Clusters of cases,2,20200429
Ethiopia,126,3,Clusters of cases,0,20200429
Cabo Verde,113,1,Sporadic cases,0,20200429
Sierra Leone,104,5,Clusters of cases,0,20200429
Togo,99,6,Clusters of cases,1,20200429
Zambia,95,3,Sporadic cases,0,20200429
Uganda,79,0,Sporadic cases,1,20200429
Mozambique,76,0,Sporadic cases,2,20200429
Guinea-Bissau,73,1,Sporadic cases,1,20200429
Eswatini,71,1,Sporadic cases,0,20200429
Benin,64,1,Sporadic cases,2,20200429
Chad,52,2,Sporadic cases,0,20200429
Central African Republic,50,0,Sporadic cases,0,20200429
Eritrea,39,0,Sporadic cases,10,20200429
Malawi,36,3,Sporadic cases,1,20200429
South Sudan,34,0,Sporadic cases,0,20200429
Zimbabwe,32,4,Sporadic cases,0,20200429
Angola,27,2,Sporadic cases,1,20200429
Botswana,23,1,Sporadic cases,0,20200429
Namibia,16,0,Sporadic cases,23,20200429
Burundi,15,1,Sporadic cases,2,20200429
São Tomé and Príncipe,11,0,Sporadic cases,0,20200429
Seychelles,11,0,Sporadic cases,22,20200429
Gambia,10,1,Sporadic cases,8,20200429
Mauritania,7,1,Sporadic cases,18,20200429
Mayotte,460,4,Clusters of cases,0,20200429
Réunion,418,0,Clusters of cases,1,20200429
