country,confirmed,death,Transmission classification,Days since last reported case,date
Ireland,20833,1265,Community transmission,0,20200502
Israel,16152,227,Pending,0,20200502
Austria,15531,589,Community transmission,0,20200502
Belarus,14917,93,Clusters of cases,0,20200502
Poland,13105,651,Community transmission,0,20200502
Romania,12567,744,Community transmission,0,20200502
Ukraine,11411,279,Community transmission,0,20200502
Denmark,9311,460,Pending,0,20200502
Serbia,9205,185,Pending,0,20200502
Norway,7759,204,Pending,0,20200502
Czechia,7737,240,Community transmission,0,20200502
Finland,5051,218,Pending,0,20200502
Republic of Moldova,3980,122,Pending,0,20200502
Luxembourg,3802,92,Pending,0,20200502
Kazakhstan,3785,25,Pending,0,20200502
Hungary,2942,335,Clusters of cases,0,20200502
Greece,2591,140,Community transmission,1,20200502
Armenia,2273,33,Clusters of cases,0,20200502
Uzbekistan,2094,9,Clusters of cases,0,20200502
Croatia,2085,75,Community transmission,0,20200502
Azerbaijan,1854,25,Clusters of cases,0,20200502
Iceland,1798,10,Community transmission,0,20200502
Bosnia and Herzegovina,1757,68,Community transmission,1,20200502
Estonia,1694,52,Pending,0,20200502
Bulgaria,1588,69,Clusters of cases,0,20200502
North Macedonia,1494,81,Clusters of cases,0,20200502
Slovenia,1434,93,Community transmission,0,20200502
Slovakia,1403,23,Clusters of cases,0,20200502
Lithuania,1399,45,Community transmission,0,20200502
Latvia,870,16,Community transmission,0,20200502
Cyprus,857,20,Clusters of cases,0,20200502
Albania,789,31,Clusters of cases,0,20200502
Kyrgyzstan,769,8,Clusters of cases,0,20200502
Andorra,746,43,Community transmission,1,20200502
Georgia,582,8,Community transmission,0,20200502
San Marino,580,41,Community transmission,0,20200502
Malta,467,4,Pending,0,20200502
Montenegro,322,7,Clusters of cases,2,20200502
Liechtenstein,83,1,Pending,6,20200502
Monaco,68,1,Sporadic cases,18,20200502
Tajikistan,32,0,Pending,0,20200502
Holy See,11,0,Sporadic cases,1,20200502
Kosovo,813,22,Community transmission,0,20200502
Isle of Man,311,22,Pending,1,20200502
Jersey,290,22,Pending,1,20200502
Guernsey,251,13,Community transmission,1,20200502
Faroe Islands,187,0,Pending,8,20200502
Gibraltar,144,0,Clusters of cases,0,20200502
Greenland,11,0,Pending,26,20200502
India,37336,1218,Clusters of cases,0,20200502
Indonesia,10551,800,Community transmission,0,20200502
Bangladesh,8238,170,Pending,0,20200502
Thailand,2966,54,Clusters of cases,0,20200502
Sri Lanka,690,7,Clusters of cases,0,20200502
Maldives,468,1,Clusters of cases,0,20200502
Myanmar,151,6,Clusters of cases,1,20200502
Nepal,59,0,Sporadic cases,0,20200502
Timor-Leste,24,0,Clusters of cases,8,20200502
Bhutan,7,0,Sporadic cases,9,20200502
China,84388,4643,Clusters of cases,0,20200502
Singapore,17101,16,Clusters of cases,0,20200502
Japan,14545,454,Clusters of cases,0,20200502
Republic of Korea,10780,250,Clusters of cases,0,20200502
Philippines,8772,579,Clusters of cases,0,20200502
Australia,6767,93,Clusters of cases,0,20200502
Malaysia,6071,103,Clusters of cases,0,20200502
New Zealand,1134,20,Clusters of cases,0,20200502
Viet Nam,270,0,Clusters of cases,7,20200502
Brunei Darussalam,138,1,Sporadic cases,12,20200502
Cambodia,122,0,Sporadic cases,20,20200502
Mongolia,38,0,Sporadic cases,5,20200502
Lao People's Democratic Republic,19,0,Sporadic cases,19,20200502
Fiji,18,0,Sporadic cases,11,20200502
Papua New Guinea,8,0,Sporadic cases,9,20200502
Guam,142,5,Clusters of cases,1,20200502
French Polynesia,58,0,Sporadic cases,4,20200502
New Caledonia,18,0,Sporadic cases,29,20200502
Northern Mariana Islands (Commonwealth of the),14,2,Pending,14,20200502
