"","contry","confirmed","death","Transmission.classification","Days.since.last.reported.case","date"
"67","Holy See","1","0","Under investigation","11","20200317"
"68","Faroe Islands","47","0","Imported cases only","0","20200317"
"69","Gibraltar","3","0","Under investigation","0","20200317"
"70","Jersey","2","0","Imported cases only","4","20200317"
"71","Guernsey","1","0","Imported cases only","7","20200317"
"72","Indonesia","172","5","Local transmission","0","20200317"
"73","Thailand","147","1","Local transmission","0","20200317"
"74","India","137","3","Local transmission","0","20200317"
"75","Sri Lanka","29","0","Local transmission","0","20200317"
"76","Maldives","13","0","Local transmission","1","20200317"
"77","Bangladesh","8","0","Local transmission","0","20200317"
"78","Bhutan","1","0","Imported cases only","11","20200317"
"79","Nepal","1","0","Imported cases only","53","20200317"
"80","Iran (Islamic Republic of)","14991","853","Local transmission","1","20200317"
"81","Qatar","439","0","Local transmission","0","20200317"
"82","Bahrain","229","1","Local transmission","0","20200317"
"83","Pakistan","187","0","Imported cases only","0","20200317"
"84","Egypt","166","4","Local transmission","0","20200317"
"85","Saudi Arabia","133","0","Local transmission","0","20200317"
"86","Kuwait","130","0","Local transmission","0","20200317"
"87","Iraq","124","9","Local transmission","1","20200317"
"88","Lebanon","109","3","Local transmission","0","20200317"
"89","United Arab Emirates","98","0","Local transmission","1","20200317"
"90","Morocco","38","2","Local transmission","0","20200317"
"91","Jordan","35","0","Imported cases only","0","20200317"
"92","Oman","24","0","Imported cases only","0","20200317"
"93","Afghanistan","21","0","Imported cases only","0","20200317"
"94","Tunisia","20","0","Local transmission","0","20200317"
"95","Sudan","1","1","Imported cases only","2","20200317"
"96","Somalia","1","0","Imported cases only","0","20200317"
"97","occupied Palestinian territory","39","0","Local transmission","0","20200317"
"98","United States of America","3503","58","Local transmission","0","20200317"
"99","Canada","424","1","Local transmission","0","20200317"
"100","Brazil","234","0","Local transmission","0","20200317"
"101","Chile","156","0","Local transmission","0","20200317"
"102","Peru","86","0","Local transmission","0","20200317"
"103","Panama","69","1","Local transmission","0","20200317"
"104","Argentina","65","2","Local transmission","0","20200317"
"105","Ecuador","58","2","Local transmission","0","20200317"
"106","Mexico","53","0","Imported cases only","1","20200317"
"107","Colombia","45","0","Local transmission","0","20200317"
"108","Costa Rica","41","0","Local transmission","0","20200317"
"109","Venezuela (Bolivarian Republic of)","33","0","Imported cases only","0","20200317"
"110","Dominican Republic","21","1","Local transmission","0","20200317"
"111","Bolivia (Plurinational State of)","11","0","Imported cases only","1","20200317"
"112","Jamaica","10","0","Local transmission","1","20200317"
"113","Paraguay","9","0","Local transmission","0","20200317"
"114","Honduras","8","0","Imported cases only","0","20200317"
"115","Uruguay","6","0","Imported cases only","0","20200317"
"116","Cuba","5","0","Imported cases only","0","20200317"
"117","Trinidad and Tobago","5","0","Imported cases only","0","20200317"
"118","Guyana","4","1","Local transmission","1","20200317"
"119","Saint Lucia","2","0","Imported cases only","1","20200317"
"120","Antigua and Barbuda","1","0","Imported cases only","3","20200317"
"121","Bahamas","1","0","Local transmission","0","20200317"
"122","Guatemala","1","1","Imported cases only","2","20200317"
"123","Saint Vincent and the Grenadines","1","0","Imported cases only","4","20200317"
"124","Suriname","1","0","Imported cases only","1","20200317"
"125","Guadeloupe","18","0","Imported cases only","0","20200317"
"126","Martinique","16","0","Imported cases only","0","20200317"
"127","French Guiana","7","0","Imported cases only","3","20200317"
"128","Curaçao","3","0","Imported cases only","0","20200317"
"129","Puerto Rico","3","0","Imported cases only","3","20200317"
"130","Saint Barthelemy","3","0","Under investigation","1","20200317"
"131","Aruba","2","0","Imported cases only","0","20200317"
"132","Saint Martin","2","0","Under investigation","14","20200317"
"133","United States Virgin Island","2","0","Imported cases only","0","20200317"
"134","Cayman Islands","1","1","Imported cases only","3","20200317"
"135","South Africa","62","0","Local transmission","0","20200317"
"136","Algeria","60","4","Local transmission","0","20200317"
"137","Senegal","27","0","Local transmission","0","20200317"
"138","Burkina Faso","15","0","Imported cases only","1","20200317"
"139","Rwanda","7","0","Local transmission","0","20200317"
"140","Cote d’Ivoire","6","0","Imported cases only","0","20200317"
"141","Ghana","6","0","Imported cases only","1","20200317"
"142","Cameroon","5","0","Local transmission","0","20200317"
"143","Ethiopia","5","0","Imported cases only","0","20200317"
"144","Seychelles","4","0","Imported cases only","0","20200317"
"145","Democratic Republic",NA,NA,"",NA,"20200317"
"146","Democratic Republic of the Congo","3","0","Imported cases only","0","20200317"
"147","of the Congo",NA,NA,"",NA,"20200317"
"148","Kenya","3","0","Local transmission","0","20200317"
"149","Namibia","2","0","Imported cases only","2","20200317"
"150","Nigeria","2","0","Imported cases only","8","20200317"
"151","Benin","1","0","Imported cases only","0","20200317"
"152","Central African",NA,NA,"",NA,"20200317"
"153","Central African Republic","1","0","Imported cases only","2","20200317"
"154","Republic",NA,NA,"",NA,"20200317"
"155","Congo","1","0","Imported cases only","2","20200317"
"156","Equatorial Guinea","1","0","Imported cases only","2","20200317"
"157","Eswatini","1","0","Imported cases only","2","20200317"
"158","Gabon","1","0","Imported cases only","3","20200317"
"159","Guinea","1","0","Imported cases only","3","20200317"
"160","Liberia","1","0","Imported cases only","0","20200317"
"161","Mauritania","1","0","Imported cases only","2","20200317"
"162","Togo","1","0","Imported cases only","10","20200317"
"163","United Republic of",NA,NA,"",NA,"20200317"
"164","United Republic of Tanzania","1","0","Imported cases only","0","20200317"
"165","Tanzania",NA,NA,"",NA,"20200317"
"166","Territories**",NA,NA,"",NA,"20200317"
"167","Réunion","9","0","Imported cases only","1","20200317"
"168","Mayotte","1","0","Imported cases only","2","20200317"
"169","Subtotal for all",NA,NA,"",NA,"20200317"
"170","","178399","7419","",NA,"20200317"
"171","regions",NA,NA,"",NA,"20200317"
"172","International",NA,NA,"",NA,"20200317"
"173","conveyance","712","7","Local transmission","1","20200317"
"174","(Diamond Princess)",NA,NA,"",NA,"20200317"
"175","Grand total","179111","7426","",NA,"20200317"
